Formula,Atomic Ratio_sum,Atomic Ratio_max,Atomic Ratio_min,Atomic Ratio_diff,Atomic Number_sum,Atomic Number_max,Atomic Number_min,Atomic Number_diff,Atomic Weight_sum,Atomic Weight_max,Atomic Weight_min,Atomic Weight_diff,Atomic Radius_sum,Atomic Radius_max,Atomic Radius_min,Atomic Radius_diff,EN pauling_sum,EN pauling_max,EN pauling_min,EN pauling_diff,Valence Electron_sum,Valence Electron_max,Valence Electron_min,Valence Electron_diff,Ionization Energy_sum,Ionization Energy_max,Ionization Energy_min,Ionization Energy_diff,ARW_Atomic Number_sum,ARW_Atomic Number_max,ARW_Atomic Number_min,ARW_Atomic Number_diff,ARW_Atomic Weight_sum,ARW_Atomic Weight_max,ARW_Atomic Weight_min,ARW_Atomic Weight_diff,ARW_Atomic Radius_sum,ARW_Atomic Radius_max,ARW_Atomic Radius_min,ARW_Atomic Radius_diff,ARW_EN pauling_sum,ARW_EN pauling_max,ARW_EN pauling_min,ARW_EN pauling_diff,ARW_Valence Electron_sum,ARW_Valence Electron_max,ARW_Valence Electron_min,ARW_Valence Electron_diff,ARW_Ionization Energy_sum,ARW_Ionization Energy_max,ARW_Ionization Energy_min,ARW_Ionization Energy_diff,Temperature (K),Emission energy (nm),Excitation peak (nm)
Ca9Lu0.1P7O28Tb0.9,45,28,0.1,27.9,179,71,8,63,420.942911998,174.9668,15.999,158.9678,690,180,60,120,7.629999999999999,3.44,0,3.44,17,6,2,4,41.5075662,13.618054,5.425871,8.192183,574.6,224,7.1000000000000005,216.9,1186.019828986,447.97200000000004,17.49668,430.47532,4175,1680,17.5,1662.5,120.75,96.32,0,96.32,223,168,0.2,167.8,515.5507179,381.305512,0.5425871,380.76292490000003,298,545,147
Sr3Al2O5Cl2Ce0.01Eu0.005,12.015,5,0.005,4.995,197,63,8,55,458.1305385,151.964,15.999,135.965,855,200,60,140,10.280000000000001,3.44,0,3.44,22,7,2,5,49.4753046,13.618054,5.5386,8.079454000000002,214.895,114,0.315,113.685,469.879057,262.86,0.75982,262.10018,1352.7749999999999,600,0.925,599.075,29.6012,17.2,0,17.2,56.03,30,0.01,29.99,123.165406325,68.09027,0.028351925,68.06191807500001,298,444,215
Sr3Al2O5Cl2Ce0.01Eu0.0075,12.0175,5,0.0075,4.9925,197,63,8,55,458.1305385,151.964,15.999,135.965,855,200,60,140,10.280000000000001,3.44,0,3.44,22,7,2,5,49.4753046,13.618054,5.5386,8.079454000000002,215.0525,114,0.4725,113.5275,470.258967,262.86,1.13973,261.72027,1353.2375,600,1.3875,598.6125,29.6012,17.2,0,17.2,56.035000000000004,30,0.015,29.985,123.17958228750001,68.09027,0.04252788749999999,68.0477421125,298,444,215
Sr3Al2O5Cl2Ce0.01Eu0.01,12.02,5,0.01,4.99,197,63,8,55,458.1305385,151.964,15.999,135.965,855,200,60,140,10.280000000000001,3.44,0,3.44,22,7,2,5,49.4753046,13.618054,5.5386,8.079454000000002,215.21,114,0.58,113.42,470.638877,262.86,1.4011600000000002,261.45884,1353.6999999999998,600,1.85,598.15,29.6012,17.2,0,17.2,56.040000000000006,30,0.02,29.98,123.19375825000002,68.09027,0.055386,68.034884,298,444,215
Ba3La0.99KP3O12FTb0.01,21.000000000000004,12,0.01,11.99,229,65,8,57,540.227285161,158.92535,15.999,142.92635,1015,220,50,170,12.42,3.98,0,3.98,26,7,1,6,62.52058754,17.42282,4.34066354,13.08215646,394.08,168,0.65,167.35,894.0926579570001,411.981,1.5892535,410.3917465,2129.8,720,1.75,718.25,56.409,41.28,0,41.28,103.99,72,0.02,71.98,237.85495054000003,163.416648,0.058638,163.35801,298,419,225
MgY2Si3O10Eu0.14,16.14,10,0.14,9.86,136,63,8,55,309.25883999999996,151.964,15.999,135.965,685,185,60,125,7.869999999999999,3.44,0,3.44,17,6,2,4,41.303617,13.618054,5.670385,7.947669000000001,220.82,80,8.82,71.18,467.63664,177.81168,21.27496,156.53672,1465.9,600,25.900000000000002,574.1,43.849999999999994,34.4,0,34.4,80.28,60,0.28,59.72,181.51019789999998,136.18054,0.7938539,135.38668610000002,298,613,230
Ba3In3.92P6O24Tb0.02,36.940000000000005,24,0.02,23.98,193,65,8,57,458.043111998,158.92535,15.999,142.92635,705,215,60,155,8.299999999999999,3.44,0,3.44,18,6,2,4,40.9665592,13.618054,5.211664,8.406390000000002,643.3799999999999,192.07999999999998,1.3,190.77999999999997,1435.0646389879998,450.08655999999996,3.178507,446.90805299999994,3296.1,1440,3.5,1436.5,105.3476,82.56,0,82.56,191.79999999999998,144,0.04,143.96,428.18819238400005,326.833296,0.117276,326.71602,298,549,231
Ba3In3.88P6O24Tb0.03,36.91,24,0.03,23.97,193,65,8,57,458.043111998,158.92535,15.999,142.92635,705,215,60,155,8.299999999999999,3.44,0,3.44,18,6,2,4,40.9665592,13.618054,5.211664,8.406390000000002,642.07,192,1.95,190.05,1432.061172488,445.49384,4.7677605000000005,440.72607949999997,3291.65,1440,5.25,1434.75,105.2764,82.56,0,82.56,191.7,144,0.06,143.94,428.015376176,326.833296,0.17591400000000001,326.65738200000004,298,549,231
Ba3In3.84P6O24Tb0.04,36.88,24,0.04,23.96,193,65,8,57,458.043111998,158.92535,15.999,142.92635,705,215,60,155,8.299999999999999,3.44,0,3.44,18,6,2,4,40.9665592,13.618054,5.211664,8.406390000000002,640.76,192,2.6,189.4,1429.057705988,440.90112,6.357014,434.544106,3287.2,1440,7,1433,105.2052,82.56,0,82.56,191.6,144,0.08,143.92,427.84255996800005,326.833296,0.234552,326.598744,298,549,231
Ba3In3.80P6O24Tb0.05,36.849999999999994,24,0.05,23.95,193,65,8,57,458.043111998,158.92535,15.999,142.92635,705,215,60,155,8.299999999999999,3.44,0,3.44,18,6,2,4,40.9665592,13.618054,5.211664,8.406390000000002,639.45,192,3.25,188.75,1426.054239488,436.30839999999995,7.946267500000001,428.3621325,3282.75,1440,8.75,1431.25,105.134,82.56,0,82.56,191.5,144,0.1,143.9,427.66974376,326.833296,0.29319,326.54010600000004,298,549,231
Ba3In3.76P6O24Tb0.06,36.82,24,0.06,23.94,193,65,8,57,458.043111998,158.92535,15.999,142.92635,705,215,60,155,8.299999999999999,3.44,0,3.44,18,6,2,4,40.9665592,13.618054,5.211664,8.406390000000002,638.14,192,3.9,188.1,1423.0507729879998,431.71567999999996,9.535521000000001,422.18015899999995,3278.3,1440,10.5,1429.5,105.06280000000001,82.56,0,82.56,191.4,144,0.12,143.88,427.49692755200005,326.833296,0.35182800000000003,326.481468,298,549,231
Ba3In3.68P6O24Tb0.08,36.76,24,0.08,23.92,193,65,8,57,458.043111998,158.92535,15.999,142.92635,705,215,60,155,8.299999999999999,3.44,0,3.44,18,6,2,4,40.9665592,13.618054,5.211664,8.406390000000002,635.5200000000001,192,5.2,186.8,1417.0438399880002,422.53024,12.714028,409.816212,3269.4,1440,14,1426,104.9204,82.56,0,82.56,191.2,144,0.16,143.84,427.15129513600004,326.833296,0.469104,326.364192,298,549,231
Ba3In3.88P6O24Eu0.03,36.91,24,0.03,23.97,191,63,8,55,451.081761998,151.964,15.999,135.965,715,215,60,155,8.299999999999999,3.44,0,3.44,18,6,2,4,40.773144200000004,13.618054,5.211664,8.406390000000002,642.01,192,1.89,190.11,1431.852331988,445.49384,4.55892,440.93492,3291.9500000000003,1440,5.55,1434.45,105.2764,82.56,0,82.56,191.7,144,0.06,143.94,428.00957372600004,326.833296,0.17011154999999997,326.66318445,298,612,232
Ba3In3.96P6O24Eu0.01,36.97,24,0.01,23.99,191,63,8,55,451.081761998,151.964,15.999,135.965,715,215,60,155,8.299999999999999,3.44,0,3.44,18,6,2,4,40.773144200000004,13.618054,5.211664,8.406390000000002,644.67,194.04,0.63,193.41,1437.9984919879998,454.67928,1.51964,453.15964,3300.65,1440,1.85,1438.15,105.4188,82.56,0,82.56,191.9,144,0.02,143.98,428.35907444200006,326.833296,0.05670385,326.77659215,298,612,232
MgY4Si3O13Tb0.1,21.1,13,0.1,12.9,138,65,8,57,316.22019,158.92535,15.999,142.92635,675,180,60,120,7.869999999999999,3.44,0,3.44,17,6,2,4,41.497032,13.618054,5.8638,7.754254,320.5,156,6.5,149.5,688.0628949999999,355.62336,15.892535000000002,339.730825,1997.5,780,17.5,762.5,56.61,44.72,0,44.72,104.2,78,0.2,77.8,234.591406,177.034702,0.58638,176.44832200000002,298,544,237
Ca3La5.5Si6O24Tb0.5,39,24,0.5,23.5,164,65,8,57,381.99282000000005,158.92535,15.999,142.92635,720,195,60,135,7.4399999999999995,3.44,0,3.44,17,6,2,4,39.3235922,13.618054,5.5769,8.041154,682,313.5,32.5,281,1516.16276,763.980085,79.462675,684.51741,3800,1440,87.5,1352.5,103.01,82.56,0,82.56,191.5,144,1,143,427.6877096,326.833296,2.9319,323.90139600000003,298,545,238
Ca2Tb8Si6O26,42,26,2,24,107,65,8,57,243.08735000000001,158.92535,15.999,142.92635,525,180,60,120,6.34,3.44,0,3.44,14,6,2,4,33.7466922,13.618054,5.8638,7.754254,852,520,40,480,1936.0428,1271.4028,80.156,1191.2468000000001,3980,1560,360,1200,102.84,89.44,0,89.44,200,156,4,152,462.1162124,354.069404,12.2263104,341.84309360000003,298,545,238
Ca2Tb7.98Si6O26Eu0.02,42.00000000000001,26,0.02,25.98,170,65,8,57,395.05135,158.92535,15.999,142.92635,710,185,60,125,6.34,3.44,0,3.44,16,6,2,4,39.417077199999994,13.618054,5.670385,7.947669000000001,851.96,518.7,1.26,517.44,1935.903573,1268.2242930000002,3.03928,1265.1850130000003,3980.2,1560,3.7,1556.3,102.84,89.44,0,89.44,200,156,0.04,155.96,462.11234410000003,354.069404,0.1134077,353.95599630000004,298,545,238
Ca2Tb7.96Si6O26Eu0.04,42,26,0.04,25.96,170,65,8,57,395.05135,158.92535,15.999,142.92635,710,185,60,125,6.34,3.44,0,3.44,16,6,2,4,39.417077199999994,13.618054,5.670385,7.947669000000001,851.92,517.4,2.52,514.88,1935.764346,1265.0457860000001,6.07856,1258.9672260000002,3980.4,1560,7.4,1552.6,102.84,89.44,0,89.44,200.00000000000003,156,0.08,155.92,462.10847580000006,354.069404,0.2268154,353.8425886,298,613,238
Ca2Tb7.94Si6O26Eu0.06,42,26,0.06,25.94,170,65,8,57,395.05135,158.92535,15.999,142.92635,710,185,60,125,6.34,3.44,0,3.44,16,6,2,4,39.417077199999994,13.618054,5.670385,7.947669000000001,851.88,516.1,3.78,512.32,1935.6251189999998,1261.867279,9.11784,1252.7494390000002,3980.6,1560,11.1,1548.9,102.84,89.44,0,89.44,200,156,0.12,155.88,462.10460750000004,354.069404,0.34022309999999995,353.7291809,298,613,238
Ca2Tb7.92Si6O26Eu0.08,42,26,0.08,25.92,170,65,8,57,395.05135,158.92535,15.999,142.92635,710,185,60,125,6.34,3.44,0,3.44,16,6,2,4,39.417077199999994,13.618054,5.670385,7.947669000000001,851.8399999999999,514.8,5.04,509.75999999999993,1935.485892,1258.688772,12.15712,1246.531652,3980.8,1560,14.8,1545.2,102.84,89.44,0,89.44,200,156,0.16,155.84,462.1007392,354.069404,0.4536308,353.61577320000004,298,613,238
Ca1.9Ga2SiO7Tb0.05Li0.05,12.000000000000002,7,0.05,6.95,141,65,3,62,319.75034999999997,158.92535,6.94,151.98535,800,180,60,120,9.13,3.44,0,3.44,18,6,1,5,45.137708761,13.618054,5.391714761,8.226339239000001,173.4,62,0.15000000000000002,61.85,363.9654675,139.446,0.34700000000000003,139.099,1148,420,7.25,412.75,31.549,24.08,0,24.08,55.949999999999996,42,0.05,41.95,127.65443521805,95.326378,0.26958573805,95.05679226195001,298,545,240
Sr2P2O7Sm0.06,11.06,7,0.06,6.94,123,62,8,54,284.952761998,150.36,15.999,134.36100000000002,545,200,60,140,7.75,3.44,0.95,2.49,15,6,2,4,35.4433172,13.618054,5.64371,7.974344000000001,165.72,76,3.7199999999999998,72.28,358.202123996,175.24,9.021600000000001,166.2184,1031.1,420,11.1,408.9,30.4302,24.08,0.0702,24.0098,56.12,42,0.12,41.88,128.028107,95.326378,0.33862259999999994,94.98775540000001,298,596,244
CaWO4,6,4,1,3,102,74,8,66,239.917,183.84,15.999,167.841,375,180,60,120,6.140000000000001,3.44,1,2.44,14,6,2,4,27.5952392,13.618054,6.1131552,7.504898800000001,126,74,20,54,287.914,183.84,40.078,143.762,555,240,135,105,16.46,13.76,1,12.76,32,24,2,22,68.4494012,54.472216,6.1131552,48.3590608,298,430,247
Na0.01Ca0.98WO4Eu0.01,6,4,0.01,3.99,176,74,8,66,414.87076928000005,183.84,15.999,167.841,740,185,60,125,7.07,3.44,0,3.44,17,6,1,5,38.404700899999995,13.618054,5.1390767,8.4789773,126.34,74,0.11,73.89,288.8619776928,183.84,0.22989769280000003,183.6101023072,555.0500000000001,240,1.8,238.2,16.4493,13.76,0,13.76,31.99,24,0.01,23.99,68.435232713,54.472216,0.051390767000000004,54.420825233,298,430,247
Na0.02Ca0.96WO4Eu0.02,6,4,0.02,3.98,176,74,8,66,414.87076928000005,183.84,15.999,167.841,740,185,60,125,7.07,3.44,0,3.44,17,6,1,5,38.404700899999995,13.618054,5.1390767,8.4789773,126.68,74,0.22,73.78,289.8099553856,183.84,0.45979538560000005,183.38020461440001,555.1,240,3.6,236.4,16.4386,13.76,0,13.76,31.979999999999997,24,0.02,23.98,68.421064226,54.472216,0.10278153400000001,54.369434466,298,430,247
Na0.03Ca0.94WO4Eu0.03,6,4,0.03,3.97,176,74,8,66,414.87076928000005,183.84,15.999,167.841,740,185,60,125,7.07,3.44,0,3.44,17,6,1,5,38.404700899999995,13.618054,5.1390767,8.4789773,127.02,74,0.32999999999999996,73.67,290.7579330784,183.84,0.6896930784,183.1503069216,555.15,240,5.3999999999999995,234.6,16.4279,13.76,0,13.76,31.97,24,0.03,23.97,68.406895739,54.472216,0.154172301,54.318043699,298,430,247
Na0.04Ca0.92WO4Eu0.04,6,4,0.04,3.96,176,74,8,66,414.87076928000005,183.84,15.999,167.841,740,185,60,125,7.07,3.44,0,3.44,17,6,1,5,38.404700899999995,13.618054,5.1390767,8.4789773,127.36,74,0.44,73.56,291.70591077119997,183.84,0.9195907712000001,182.9204092288,555.1999999999999,240,7.2,232.8,16.4172,13.76,0,13.76,31.959999999999997,24,0.04,23.96,68.39272725200001,54.472216,0.20556306800000002,54.266652932,298,430,247
Na0.05Ca0.9WO4Eu0.05,6,4,0.05,3.95,176,74,8,66,414.87076928000005,183.84,15.999,167.841,740,185,60,125,7.07,3.44,0,3.44,17,6,1,5,38.404700899999995,13.618054,5.1390767,8.4789773,127.7,74,0.55,73.45,292.65388846400003,183.84,1.149488464,182.690511536,555.25,240,9,231,16.4065,13.76,0,13.76,31.950000000000003,24,0.05,23.95,68.378558765,54.472216,0.256953835,54.215262165000006,298,430,247
Na0.1Ca0.8WO4Eu0.1,6,4,0.1,3.9,176,74,8,66,414.87076928000005,183.84,15.999,167.841,740,185,60,125,7.07,3.44,0,3.44,17,6,1,5,38.404700899999995,13.618054,5.1390767,8.4789773,129.4,74,1.1,72.9,297.39377692799997,183.84,2.298976928,181.541023072,555.5,240,18,222,16.353,13.76,0,13.76,31.9,24,0.1,23.9,68.30771633,54.472216,0.51390767,53.95830833,298,430,247
Na0.2Ca0.6WO4Eu0.2,6,4,0.2,3.8,176,74,8,66,414.87076928000005,183.84,15.999,167.841,740,185,60,125,7.07,3.44,0,3.44,17,6,1,5,38.404700899999995,13.618054,5.1390767,8.4789773,132.8,74,2.2,71.8,306.873553856,183.84,4.597953856,179.242046144,556,240,36,204,16.246,13.76,0,13.76,31.799999999999997,24,0.2,23.8,68.16603146000001,54.472216,1.02781534,53.44440066,298,430,247
Na0.5WO4Eu0.5,6,4,0.5,3.5,156,74,8,66,374.79276928,183.84,15.999,167.841,560,185,60,125,6.07,3.44,0,3.44,15,6,1,5,32.2915457,13.618054,5.1390767,8.4789773,143,74,5.5,68.5,335.31288464,183.84,11.49488464,172.34511536,557.5,240,90,150,15.925,13.76,0,13.76,31.5,24,0.5,23.5,67.74097685000001,54.472216,2.56953835,51.90267765,298,430,247
CaYAlO4Tb0.001,7.001,4,0.001,3.999,145,65,8,57,330.8897285,158.92535,15.999,142.92635,720,180,60,120,7.27,3.44,0,3.44,16,6,2,4,37.7980376,13.618054,5.8638,7.754254,104.065,39,0.065,38.935,220.12030385,88.90584,0.15892535000000002,88.74691465,725.175,240,0.17500000000000002,239.825,17.59,13.76,0,13.76,32.002,24,0.002,23.998,72.7942634,54.472216,0.005863800000000001,54.4663522,298,548,248
CaYAlO4Tb0.003,7.003,4,0.003,3.997,145,65,8,57,330.8897285,158.92535,15.999,142.92635,720,180,60,120,7.27,3.44,0,3.44,16,6,2,4,37.7980376,13.618054,5.8638,7.754254,104.195,39,0.195,38.805,220.43815455,88.90584,0.47677605000000006,88.42906395,725.525,240,0.525,239.475,17.59,13.76,0,13.76,32.006,24,0.006,23.994,72.805991,54.472216,0.0175914,54.4546246,298,548,248
CaYAlO4Tb0.005,7.005,4,0.005,3.995,145,65,8,57,330.8897285,158.92535,15.999,142.92635,720,180,60,120,7.27,3.44,0,3.44,16,6,2,4,37.7980376,13.618054,5.8638,7.754254,104.325,39,0.325,38.675,220.75600525,88.90584,0.79462675,88.11121324999999,725.875,240,0.875,239.125,17.59,13.76,0,13.76,32.01,24,0.01,23.99,72.8177186,54.472216,0.029319,54.442897,298,548,248
CaYAlO4Tb0.01,7.01,4,0.01,3.99,145,65,8,57,330.8897285,158.92535,15.999,142.92635,720,180,60,120,7.27,3.44,0,3.44,16,6,2,4,37.7980376,13.618054,5.8638,7.754254,104.65,39,0.65,38.35,221.550632,88.90584,1.5892535,87.3165865,726.75,240,1.75,238.25,17.59,13.76,0,13.76,32.02,24,0.02,23.98,72.84703760000001,54.472216,0.058638,54.413578,298,548,248
CaYAlO4Tb0.03,7.03,4,0.03,3.97,145,65,8,57,330.8897285,158.92535,15.999,142.92635,720,180,60,120,7.27,3.44,0,3.44,16,6,2,4,37.7980376,13.618054,5.8638,7.754254,105.95,39,1.95,37.05,224.729139,88.90584,4.7677605000000005,84.1380795,730.25,240,5.25,234.75,17.59,13.76,0,13.76,32.06,24,0.06,23.94,72.96431360000001,54.472216,0.17591400000000001,54.296302000000004,298,548,248
CaYAlO4Tb0.05,7.05,4,0.05,3.95,145,65,8,57,330.8897285,158.92535,15.999,142.92635,720,180,60,120,7.27,3.44,0,3.44,16,6,2,4,37.7980376,13.618054,5.8638,7.754254,107.25,39,3.25,35.75,227.907646,88.90584,7.946267500000001,80.9595725,733.75,240,8.75,231.25,17.59,13.76,0,13.76,32.1,24,0.1,23.9,73.0815896,54.472216,0.29319,54.179026,298,548,248
CaYAlO4Tb0.07,7.07,4,0.07,3.93,145,65,8,57,330.8897285,158.92535,15.999,142.92635,720,180,60,120,7.27,3.44,0,3.44,16,6,2,4,37.7980376,13.618054,5.8638,7.754254,108.55,39,4.550000000000001,34.45,231.086153,88.90584,11.124774500000001,77.7810655,737.25,240,12.250000000000002,227.75,17.59,13.76,0,13.76,32.14,24,0.14,23.86,73.1988656,54.472216,0.41046600000000005,54.06175,298,548,248
CaYAlO4Tb0.09,7.09,4,0.09,3.91,145,65,8,57,330.8897285,158.92535,15.999,142.92635,720,180,60,120,7.27,3.44,0,3.44,16,6,2,4,37.7980376,13.618054,5.8638,7.754254,109.85,39,5.85,33.15,234.26466,88.90584,14.3032815,74.6025585,740.75,240,15.75,224.25,17.59,13.76,0,13.76,32.18,24,0.18,23.82,73.31614160000001,54.472216,0.527742,53.944474,298,548,248
CaWO4,6,4,1,3,102,74,8,66,239.917,183.84,15.999,167.841,375,180,60,120,6.140000000000001,3.44,1,2.44,14,6,2,4,27.5952392,13.618054,6.1131552,7.504898800000001,126,74,20,54,287.914,183.84,40.078,143.762,555,240,135,105,16.46,13.76,1,12.76,32,24,2,22,68.4494012,54.472216,6.1131552,48.3590608,298,415,248
K2BaCaP2O8Eu0.03,14.03,8,0.03,7.97,181,63,8,55,415.44006199800003,151.964,15.999,135.965,960,220,60,160,8.34,3.44,0,3.44,18,6,1,5,45.440607740000004,13.618054,4.34066354,9.27739046,209.89,64,1.89,62.11,450.100043996,137.327,4.55892,132.76808,1520.55,480,5.55,474.45,35.43,27.52,0,27.52,64.06,48,0.06,47.94,150.09406183000002,108.944432,0.17011154999999997,108.77432045,298,460,250
Na2Y1.95B2O7Tb0.05,13,7,0.05,6.95,128,65,5,60,297.62995928,158.92535,10.81,148.11535,680,180,60,120,7.629999999999999,3.44,0,3.44,15,6,1,5,39.136209699999995,13.618054,5.1390767,8.4789773,167.3,76.05,3.25,72.8,360.90519406,173.366388,7.946267500000001,165.4201205,1309.75,420,8.75,411.25,32.399,24.08,0,24.08,55.95,42,0.1,41.9,134.61741640000002,95.326378,0.29319,95.03318800000001,298,542,250
CaWO4Eu0.08,6.08,4,0.08,3.92,165,74,8,66,391.881,183.84,15.999,167.841,560,185,60,125,6.140000000000001,3.44,0,3.44,16,6,2,4,33.265624200000005,13.618054,5.670385,7.947669000000001,131.04,74,5.04,68.96,300.07112,183.84,12.15712,171.68288,569.8,240,14.8,225.2,16.46,13.76,0,13.76,32.16,24,0.16,23.84,68.903032,54.472216,0.4536308,54.018585200000004,298,614,250
La2.9NbO7Sm0.1,11,7,0.1,6.9,168,62,8,54,398.17084,150.36,15.999,134.36100000000002,585,195,60,135,7.3100000000000005,3.44,1.1,2.34,16,6,2,4,31.597514,13.618054,5.5769,8.041154,268.49999999999994,165.29999999999998,6.2,159.1,622.761233,402.825863,15.036000000000001,387.789863,1149,565.5,18.5,547,28.987,24.08,0.11699999999999999,23.962999999999997,55.900000000000006,42,0.2,41.8,118.822609,95.326378,0.564371,94.76200700000001,298,648,250
Sr2LiSiO4FSm0.05Tb0.03,9.08,4,0.03,3.97,199,65,3,62,466.92775316300003,158.92535,6.94,151.98535,925,200,50,150,12.42,3.98,0,3.98,24,7,1,6,61.786648961,17.42282,5.391714761,12.031105239000002,139.04999999999998,76,1.95,74.05,305.54516366300004,175.24,4.7677605000000005,170.4722395,959.5,400,5.25,394.75,22.5785,13.76,0,13.76,40.160000000000004,24,0.06,23.94,97.28626766100001,54.472216,0.17591400000000001,54.296302000000004,298,541,254
Sr2LiSiO4FSm0.05Tb0.05,9.100000000000001,4,0.05,3.95,199,65,3,62,466.92775316300003,158.92535,6.94,151.98535,925,200,50,150,12.42,3.98,0,3.98,24,7,1,6,61.786648961,17.42282,5.391714761,12.031105239000002,140.35,76,3,73,308.723670663,175.24,6.94,168.3,963,400,8.75,391.25,22.5785,13.76,0,13.76,40.2,24,0.1,23.9,97.403543661,54.472216,0.2821855,54.190030500000006,298,541,254
Y2O2SEu0.05,5.05,2,0.05,1.95,126,63,8,55,288.92884,151.964,15.999,135.965,525,185,60,125,7.24,3.44,0,3.44,17,6,2,4,35.865708999999995,13.618054,5.670385,7.947669000000001,113.15,78,3.1500000000000004,74.85,249.46787999999998,177.81168,7.5982,170.21348,589.25,360,9.25,350.75,11.9,6.88,0,6.88,24.1,12,0.1,11.9,50.31415725,27.236108,0.28351925,26.95258875,298,626,254
Ca9Y0.85P7O28Ce0.15,45,28,0.15,27.85,140,58,8,50,316.072601998,140.116,15.999,124.11700000000002,705,185,60,125,8.969999999999999,3.44,1,2.44,18,6,2,4,41.9737552,13.618054,5.5386,8.079454000000002,550.85,224,8.7,215.3,1122.077697986,447.97200000000004,21.017400000000002,426.9546,4180.75,1680,27.75,1652.25,121.85499999999999,96.32,0.168,96.15199999999999,223.85000000000002,168,0.3,167.7,515.8461718,381.305512,0.8307899999999999,380.47472200000004,298,366,254
SrMoO4Tb0.05,6.05,4,0.05,3.95,153,65,8,57,358.49435,158.92535,15.999,142.92635,580,200,60,140,6.550000000000001,3.44,0,3.44,16,6,2,4,32.2691512,13.618054,5.6948672,7.923186800000001,115.25,42,3.25,38.75,255.5122675,95.95,7.946267500000001,88.0037325,593.75,240,8.75,231.25,16.87,13.76,0,13.76,32.1,24,0.1,23.9,67.5527032,54.472216,0.29319,54.179026,298,544,258
Ca9La0.9P7O28Eu0.1,45,28,0.1,27.9,163,63,8,55,377.92023199799996,151.964,15.999,135.965,720,195,60,135,7.73,3.44,0,3.44,18,6,2,4,41.465180200000006,13.618054,5.5769,8.041154,566.5999999999999,224,6.300000000000001,217.7,1165.701656986,447.97200000000004,15.1964,432.77560000000005,4194,1680,18.5,1661.5,121.63999999999999,96.32,0,96.32,223.89999999999998,168,0.2,167.8,515.3169593,381.305512,0.5670385,380.7384735,298,615,261
Ca9La0.7P7O28Eu0.3,45,28,0.3,27.7,163,63,8,55,377.92023199799996,151.964,15.999,135.965,720,195,60,135,7.73,3.44,0,3.44,18,6,2,4,41.465180200000006,13.618054,5.5769,8.041154,567.8,224,18.9,205.1,1168.313362986,447.97200000000004,45.5892,402.38280000000003,4192,1680,55.5,1624.5,121.41999999999999,96.32,0,96.32,223.7,168,0.6,167.4,515.3356563,381.305512,1.7011154999999998,379.6043965,298,615,261
Ca9La0.4P7O28Eu0.6,45,28,0.4,27.6,163,63,8,55,377.92023199799996,151.964,15.999,135.965,720,195,60,135,7.73,3.44,0,3.44,18,6,2,4,41.465180200000006,13.618054,5.5769,8.041154,569.5999999999999,224,22.8,201.2,1172.230921986,447.97200000000004,55.562188000000006,392.40981200000004,4189,1680,78,1602,121.08999999999999,96.32,0,96.32,223.39999999999998,168,1.2,166.8,515.3637018000001,381.305512,2.23076,379.07475200000005,298,615,261
Ca9La0.1P7O28Eu0.9,45,28,0.1,27.9,163,63,8,55,377.92023199799996,151.964,15.999,135.965,720,195,60,135,7.73,3.44,0,3.44,18,6,2,4,41.465180200000006,13.618054,5.5769,8.041154,571.4000000000001,224,5.7,218.3,1176.1484809859999,447.97200000000004,13.890547000000002,434.081453,4186,1680,19.5,1660.5,120.75999999999999,96.32,0,96.32,223.10000000000002,168,0.30000000000000004,167.7,515.3917473,381.305512,0.55769,380.74782200000004,298,615,261
Ca9P7O28Eu1,45,28,1,27,106,63,8,55,239.01476199799998,151.964,15.999,135.965,525,185,60,125,6.63,3.44,0,3.44,15,6,2,4,35.8882802,13.618054,5.670385,7.947669000000001,572,224,63,161,1177.454333986,447.97200000000004,151.964,296.00800000000004,4185,1680,185,1495,120.64999999999999,96.32,0,96.32,223,168,2,166,515.4010958,381.305512,5.670385,375.635127,298,615,261
Y1.90O3Eu0.05,4.95,3,0.05,2.95,110,63,8,55,256.86884,151.964,15.999,135.965,425,185,60,125,4.66,3.44,0,3.44,11,6,2,4,25.505699,13.618054,5.670385,7.947669000000001,101.25,74.1,3.1500000000000004,70.94999999999999,224.51629599999998,168.92109599999998,7.5982,161.322896,531.25,342,9.25,332.75,12.638,10.32,0,10.32,23.8,18,0.1,17.9,52.95047525,40.854162,0.28351925,40.570642750000005,298,611,261
Ba2B2O5Tb0.1,9.1,5,0.1,4.9,134,65,5,60,323.06135,158.92535,10.81,148.11535,535,215,60,155,6.37,3.44,0,3.44,13,6,2,4,32.991537,13.618054,5.211664,8.406390000000002,168.5,112,6.5,105.5,392.161535,274.654,15.892535000000002,258.761465,917.5,430,17.5,412.5,23.06,17.2,0,17.2,40.2,30,0.2,29.8,95.696016,68.09027,0.58638,67.50389,298,604,262
Ba2B2O5Tb0.1Sm0.01,9.11,5,0.01,4.99,196,65,5,60,473.42135,158.92535,10.81,148.11535,720,215,60,155,7.54,3.44,0,3.44,15,6,2,4,38.635247,13.618054,5.211664,8.406390000000002,169.12,112,0.62,111.38,393.665135,274.654,1.5036000000000003,273.1504,919.35,430,1.85,428.15,23.0717,17.2,0,17.2,40.220000000000006,30,0.02,29.98,95.7524531,68.09027,0.0564371,68.03383290000001,298,604,262
