Formula,Atomic Ratio_sum,Atomic Ratio_max,Atomic Ratio_min,Atomic Ratio_diff,Atomic Number_sum,Atomic Number_max,Atomic Number_min,Atomic Number_diff,Atomic Weight_sum,Atomic Weight_max,Atomic Weight_min,Atomic Weight_diff,Atomic Radius_sum,Atomic Radius_max,Atomic Radius_min,Atomic Radius_diff,EN pauling_sum,EN pauling_max,EN pauling_min,EN pauling_diff,Valence Electron_sum,Valence Electron_max,Valence Electron_min,Valence Electron_diff,Ionization Energy_sum,Ionization Energy_max,Ionization Energy_min,Ionization Energy_diff,ARW_Atomic Number_sum,ARW_Atomic Number_max,ARW_Atomic Number_min,ARW_Atomic Number_diff,ARW_Atomic Weight_sum,ARW_Atomic Weight_max,ARW_Atomic Weight_min,ARW_Atomic Weight_diff,ARW_Atomic Radius_sum,ARW_Atomic Radius_max,ARW_Atomic Radius_min,ARW_Atomic Radius_diff,ARW_EN pauling_sum,ARW_EN pauling_max,ARW_EN pauling_min,ARW_EN pauling_diff,ARW_Valence Electron_sum,ARW_Valence Electron_max,ARW_Valence Electron_min,ARW_Valence Electron_diff,ARW_Ionization Energy_sum,ARW_Ionization Energy_max,ARW_Ionization Energy_min,ARW_Ionization Energy_diff,Temperature (K),Excitation source (nm),Emission energy (nm),Decay Time (ns)
Ca2YSb0.997O6Mn0.003,10,6,0.003,5.997,143,51,8,43,321.680884,121.76,15.999,105.76100000000001,705,180,60,120,9.26,3.44,1,2.44,23,7,2,5,41.9908762,13.618054,6.1131552,7.504898800000001,177.922,50.847,0.075,50.772,386.615374132,121.39472,0.164814132,121.229905868,1044.9850000000001,360,0.42,359.58,25.9085,20.64,0.0046500000000000005,20.63535,48.006,36,0.021,35.979,108.75676028699999,81.708324,0.022302054,81.68602194600001,298,340,680,5.350248018
SrLaZnTaO6Mn0.008,10.008,6,0.008,5.992,231,73,8,65,543.7903940000001,180.94788,15.999,164.94888,875,200,60,140,10.19,3.44,0.95,2.49,35,12,2,10,49.267608200000005,13.618054,5.5769,8.041154,246.2,73,0.2,72.8,569.286854352,180.94788,0.439504352,180.508375648,1036.12,360,1.12,358.88,25.8524,20.64,0.012400000000000001,20.6276,58.056,36,0.056,35.944,109.983332344,81.708324,0.059472144000000005,81.64885185600001,373,365,695,5.361727836
Ga1.97O3Cr0.03,5,3,0.03,2.97,63,31,8,23,137.7181,69.723,15.999,53.724,330,140,60,80,6.91,3.44,1.66,1.78,15,6,3,3,26.3838658,13.618054,5.9993018,7.618752200000001,85.78999999999999,61.07,0.72,60.35,186.91119300000003,137.35431,1.559883,135.79442699999998,440.3,256.1,4.2,251.90000000000003,13.9355,10.32,0.0498,10.2702,24.09,18,0.18,17.82,52.875781845999995,40.854162,0.2029953,40.651166700000005,298,450,713,5.361916619
Ga2O3Cr0.03,5.03,3,0.03,2.97,63,31,8,23,137.7181,69.723,15.999,53.724,330,140,60,80,6.91,3.44,1.66,1.78,15,6,3,3,26.3838658,13.618054,5.9993018,7.618752200000001,86.72,62,0.72,61.28,189.002883,139.446,1.559883,137.88611699999998,444.2,260,4.2,255.8,13.9898,10.32,0.0498,10.2702,24.18,18,0.18,17.82,53.055760899999996,40.854162,0.2029953,40.651166700000005,298,450,713,5.361916619
BaLa1.65WO7Dy0.25Eu0.1,11,7,0.1,6.9,324,74,8,66,790.53547,183.84,15.999,167.841,965,215,60,155,8.350000000000001,3.44,0,3.44,21,6,2,4,43.880083,13.618054,5.211664,8.406390000000002,302.85,94.05,6.300000000000001,87.75,718.1754255000001,229.1940255,15.1964,213.9976255,1154,420,18.5,401.5,28.79,24.08,0,24.08,55.650000000000006,42,0.2,41.8,119.655758,95.326378,0.5670385,94.75933950000001,298,320,484,5.363423933
Sr1.8Li0.1MgMo0.6W0.4O6Eu0.1,10,6,0.1,5.9,240,74,3,71,566.6179999999999,183.84,6.94,176.9,1020,200,60,140,10.540000000000001,3.44,0,3.44,25,6,1,5,52.977715961,13.618054,5.391714761,8.226339239000001,189.8,68.4,0.30000000000000004,68.10000000000001,425.01140000000004,157.716,0.6940000000000001,157.02200000000002,1044,360,14.5,345.5,25.734,20.64,0,20.64,47.900000000000006,36,0.1,35.9,108.1125999361,81.708324,0.5391714761,81.16915252390001,298,464,615,5.367355921
YP0.8V0.2O4Dy0.005,6.005,4,0.005,3.995,151,66,8,58,349.320101998,162.5,15.999,146.501,650,180,60,120,9.700000000000001,3.44,1.22,2.2199999999999998,21,6,2,4,43.007237,13.618054,5.93905,7.679004000000001,87.92999999999999,39,0.33,38.67,188.6816495984,88.90584,0.8125,88.09334,527.875,240,0.875,239.125,17.0641,13.76,0.0061,13.7539,32.01,24,0.01,23.99,70.45775745,54.472216,0.02969525,54.44252075,298,270,574,5.372912003
BaLa1.68WO7Dy0.25Eu0.07,11,7,0.07,6.93,324,74,8,66,790.53547,183.84,15.999,167.841,965,215,60,155,8.350000000000001,3.44,0,3.44,21,6,2,4,43.880083,13.618054,5.211664,8.406390000000002,302.67,95.75999999999999,4.41,91.35,717.7836696,233.36118960000002,10.63748,222.7237096,1154.3,420,12.950000000000001,407.05,28.822999999999997,24.08,0,24.08,55.68,42,0.14,41.86,119.65295345,95.326378,0.39692695,94.92945105000001,298,320,484,5.385963571
Ca2YSb0.999O6Mn0.001,10,6,0.001,5.999,143,51,8,43,321.680884,121.76,15.999,105.76100000000001,705,180,60,120,9.26,3.44,1,2.44,23,7,2,5,41.9908762,13.618054,6.1131552,7.504898800000001,177.97400000000002,50.949,0.025,50.924,386.74901804399997,121.63824000000001,0.054938044,121.58330195600001,1044.9950000000001,360,0.14,359.86,25.9095,20.64,0.0015500000000000002,20.63845,48.002,36,0.007,35.993,108.759109029,81.708324,0.007434018000000001,81.700889982,298,340,680,5.387389826
GdVO4Eu0.02Dy0.02,6.039999999999999,4,0.02,3.98,224,66,8,58,538.6545,162.5,15.999,146.501,735,185,60,125,7.489999999999999,3.44,0,3.44,17,6,2,4,38.123472,13.618054,5.670385,7.947669000000001,121.58,64,1.26,62.74,278.47678,157.25,3.03928,154.21072,562.2,240,3.5,236.5,16.6144,13.76,0,13.76,31.08,24,0.04,23.96,67.6003877,54.472216,0.1134077,54.3588083,298,283,620,5.392732117
Ba2GdTaO6Mn0.012,10.012,6,0.012,5.988,226,73,8,65,546.4619240000001,180.94788,15.999,164.94888,740,215,60,155,8.58,3.44,0.89,2.55,22,7,2,5,39.963102,13.618054,5.211664,8.406390000000002,297.3,112,0.3,111.7,709.505136528,274.654,0.659256528,273.994743472,1116.68,430,1.68,428.32,25.1386,20.64,0.018600000000000002,20.6214,47.084,36,0.084,35.916,105.920226216,81.708324,0.089208216,81.619115784,298,358,688,5.394451681
SrLaZnTaO6Mn0.02,10.02,6,0.02,5.98,231,73,8,65,543.7903940000001,180.94788,15.999,164.94888,875,200,60,140,10.19,3.44,0.95,2.49,35,12,2,10,49.267608200000005,13.618054,5.5769,8.041154,246.5,73,0.5,72.5,569.94611088,180.94788,1.09876088,179.84911912,1037.8,360,2.8000000000000003,357.2,25.871,20.64,0.031000000000000003,20.609,58.14,36,0.14,35.86,110.07254056000001,81.708324,0.14868036,81.55964364,298,365,695,5.397940009
Li2MgZr0.996O4Mn0.004,8,4,0.004,3.996,88,40,3,37,193.406044,91.224,6.94,84.284,650,155,60,95,8.610000000000001,3.44,0.98,2.46,20,7,1,6,40.72392176100001,13.618054,5.391714761,8.226339239000001,89.94,39.84,0.1,39.74,193.259856176,90.859104,0.219752176,90.639351824,834.9399999999999,290,0.56,289.44,18.36088,13.76,0.006200000000000001,13.7538,32.012,24,0.028,23.972,79.538980994,54.472216,0.029736072000000002,54.442479928000004,298,335,670,5.400486182
Ba2GdNbO6Mn0.02,10.02,6,0.02,5.98,194,64,8,56,458.420414,157.25,15.999,141.251,740,215,60,155,8.68,3.44,0.89,2.55,22,7,2,5,39.172382,13.618054,5.211664,8.406390000000002,265.5,112,0.5,111.5,621.90313088,274.654,1.09876088,273.55523912,1117.8,430,2.8000000000000003,427.2,25.250999999999998,20.64,0.031000000000000003,20.609,47.14,36,0.14,35.86,105.18897836000001,81.708324,0.14868036,81.55964364,298,360,676,5.403120521
Sr1.8Li0.1MgMo0.4W0.6O6Eu0.1,10,6,0.1,5.9,240,74,3,71,566.6179999999999,183.84,6.94,176.9,1020,200,60,140,10.540000000000001,3.44,0,3.44,25,6,1,5,52.977715961,13.618054,5.391714761,8.226339239000001,196.20000000000002,68.4,0.30000000000000004,68.10000000000001,442.5894,157.716,0.6940000000000001,157.02200000000002,1042,360,14.5,345.5,25.642000000000003,20.64,0,20.64,47.900000000000006,36,0.1,35.9,108.2669199361,81.708324,0.5391714761,81.16915252390001,298,464,615,5.403120521
Ba2GdTaO6Mn0.01,10.01,6,0.01,5.99,226,73,8,65,546.4619240000001,180.94788,15.999,164.94888,740,215,60,155,8.58,3.44,0.89,2.55,22,7,2,5,39.963102,13.618054,5.211664,8.406390000000002,297.25,112,0.25,111.75,709.39526044,274.654,0.54938044,274.10461956,1116.4,430,1.4000000000000001,428.6,25.1355,20.64,0.015500000000000002,20.6245,47.07,36,0.07,35.93,105.90535818,81.708324,0.07434018,81.63398382000001,298,358,688,5.409933123
Ba2GdSb0.997O6Mn0.003Li0.003,10.003,6,0.003,5.997,207,64,3,61,494.214044,157.25,6.94,150.31,885,215,60,155,10.110000000000001,3.44,0.89,2.55,23,7,1,6,46.41363576100001,13.618054,5.211664,8.406390000000002,274.931,112,0.009000000000000001,111.991,649.4783541319999,274.654,0.02082,274.63318,1115.42,430,0.42,429.58,25.67144,20.64,0.00294,20.63706,47.009,36,0.003,35.997,106.902489031283,81.708324,0.016175144283,81.69214885571701,298,350,687,5.410270964
Ca2YSb0.997O6Mn0.003K0.003,10.003,6,0.003,5.997,162,51,8,43,360.779184,121.76,15.999,105.76100000000001,925,220,60,160,10.08,3.44,0.82,2.62,24,7,1,6,46.331539740000004,13.618054,4.34066354,9.27739046,177.97899999999998,50.847,0.057,50.79,386.732669032,121.39472,0.11729490000000001,121.2774251,1045.6450000000002,360,0.42,359.58,25.91096,20.64,0.00246,20.63754,48.009,36,0.003,35.997,108.76978227762,81.708324,0.013021990620000002,81.69530200938,298,340,680,5.411619706
Ca13.9Zn6Ga10O35Dy0.1Mn0.25,65.25,35,0.1,34.9,180,66,8,58,408.61804399999994,162.5,15.999,146.501,820,180,60,120,10.670000000000002,3.44,1,2.44,32,12,2,10,48.497778000000004,13.618054,5.93905,7.679004000000001,1060.85,310,6.25,303.75,2236.5437110000003,697.23,13.734511,683.495489,6764.5,2502,17.5,2484.5,162.80949999999999,120.39999999999999,0.122,120.27799999999999,341.75,210,0.2,209.8,680.4153687799999,476.63189,0.593905,476.037985,298,266,486,5.416640507
GdVO4Eu0.02Dy0.01,6.029999999999999,4,0.01,3.99,224,66,8,58,538.6545,162.5,15.999,146.501,735,185,60,125,7.489999999999999,3.44,0,3.44,17,6,2,4,38.123472,13.618054,5.670385,7.947669000000001,120.92,64,0.66,63.34,276.85178,157.25,1.625,155.625,560.45,240,1.75,238.25,16.6022,13.76,0,13.76,31.06,24,0.02,23.98,67.5409972,54.472216,0.0593905,54.412825500000004,298,283,620,5.416790238
GdVO4Dy0.02Eu0.02,6.039999999999999,4,0.02,3.98,224,66,8,58,538.6545,162.5,15.999,146.501,735,185,60,125,7.489999999999999,3.44,0,3.44,17,6,2,4,38.12347200000001,13.618054,5.670385,7.947669000000001,121.58,64,1.26,62.74,278.47678,157.25,3.03928,154.21072,562.2,240,3.5,236.5,16.6144,13.76,0,13.76,31.08,24,0.04,23.96,67.6003877,54.472216,0.1134077,54.3588083,298,283,574,5.421373558
YP0.8V0.2O4Dy0.0025,6.0025,4,0.0025,3.9975,151,66,8,58,349.320101998,162.5,15.999,146.501,650,180,60,120,9.700000000000001,3.44,1.22,2.2199999999999998,21,6,2,4,43.007237,13.618054,5.93905,7.679004000000001,87.765,39,0.165,38.835,188.2753995984,88.90584,0.40625,88.49959,527.4375,240,0.4375,239.5625,17.06105,13.76,0.00305,13.75695,32.005,24,0.005,23.995,70.442909825,54.472216,0.014847625,54.457368375,298,270,574,5.423245874
Zn0.9WO4Tb0.05Na0.05,6,4,0.05,3.95,188,74,8,66,447.13411928000005,183.84,15.999,167.841,685,180,60,120,7.719999999999999,3.44,0,3.44,27,12,1,11,41.8791597,13.618054,5.1390767,8.4789773,136.8,74,0.55,73.45,315.773755964,183.84,1.149488464,182.690511536,514.25,240,8.75,231.25,16.991500000000002,13.76,0,13.76,40.949999999999996,24,0.05,23.95,71.34116893500001,54.472216,0.256953835,54.215262165000006,298,272,545,5.424881637
Ca2YSb0.997O6Mn0.003Na0.003,10.003,6,0.003,5.997,154,51,8,43,344.67065328,121.76,15.999,105.76100000000001,885,180,60,120,10.19,3.44,0.93,2.51,24,7,1,6,47.129952900000006,13.618054,5.1390767,8.4789773,177.95499999999998,50.847,0.033,50.814,386.68434343984,121.39472,0.06896930784000001,121.32575069216,1045.525,360,0.42,359.58,25.91129,20.64,0.0027900000000000004,20.63721,48.009,36,0.003,35.997,108.77217751709999,81.708324,0.015417230100000002,81.6929067699,298,340,680,5.424881637
Li2Mg3SnO6Mn0.004,12.004,6,0.004,5.996,98,50,3,47,220.89204399999997,118.71,6.94,111.77,640,150,60,90,9.24,3.44,0.98,2.46,20,7,1,6,41.433938761,13.618054,5.391714761,8.226339239000001,140.1,50,0.1,49.9,301.718752176,118.71,0.219752176,118.490247824,1245.56,450,0.56,449.44,28.4962,20.64,0.006200000000000001,20.6338,48.028,36,0.028,35.972,122.804111594,81.708324,0.029736072000000002,81.678587928,298,330,670,5.425974161
Ba2GdTaO6Mn0.008,10.008,6,0.008,5.992,226,73,8,65,546.4619240000001,180.94788,15.999,164.94888,740,215,60,155,8.58,3.44,0.89,2.55,22,7,2,5,39.963102,13.618054,5.211664,8.406390000000002,297.2,112,0.2,111.8,709.2853843519999,274.654,0.439504352,274.214495648,1116.12,430,1.12,428.88,25.1324,20.64,0.012400000000000001,20.6276,47.056,36,0.056,35.944,105.890490144,81.708324,0.059472144000000005,81.64885185600001,298,358,688,5.428134794
NaSr2Nb5O15Dy0.04,23.04,15,0.04,14.96,164,66,8,58,382.01513927999997,162.5,15.999,146.501,760,200,60,140,8.14,3.44,0.93,2.51,16,6,1,5,37.1498979,13.618054,5.1390767,8.4789773,414.64,205,2.64,202.36,909.24661928,464.53184999999996,6.5,458.03184999999996,2212,900,7,893,62.4788,51.6,0.0488,51.5512,120.08,90,0.08,89.92,254.8314331,204.27081,0.237562,204.03324800000001,298,388,576,5.429858338
Ba2GdSb0.997O6Mn0.003Ge0.003,10.003,6,0.003,5.997,236,64,8,56,559.904044,157.25,15.999,141.251,865,215,60,155,11.14,3.44,0.89,2.55,26,7,2,5,48.921356,13.618054,5.211664,8.406390000000002,275.018,112,0.075,111.925,649.675424132,274.654,0.164814132,274.489185868,1115.3600000000001,430,0.375,429.625,25.67453,20.64,0.0046500000000000005,20.63535,47.018,36,0.012,35.988,106.910012192,81.708324,0.022302054,81.68602194600001,298,350,687,5.430719888
Ba2GdTaO6Mn0.006,10.006,6,0.006,5.994,226,73,8,65,546.4619240000001,180.94788,15.999,164.94888,740,215,60,155,8.58,3.44,0.89,2.55,22,7,2,5,39.963102,13.618054,5.211664,8.406390000000002,297.15,112,0.15,111.85,709.175508264,274.654,0.329628264,274.324371736,1115.84,430,0.84,429.16,25.1293,20.64,0.009300000000000001,20.6307,47.042,36,0.042,35.958,105.875622108,81.708324,0.044604108,81.663719892,298,358,688,5.434568904
Ba2GdSb0.997O6Mn0.003Si0.003,10.003,6,0.003,5.997,218,64,8,56,515.359044,157.25,15.999,141.251,850,215,60,155,11.030000000000001,3.44,0.89,2.55,26,7,2,5,49.173604000000005,13.618054,5.211664,8.406390000000002,274.96399999999994,112,0.042,111.958,649.541789132,274.654,0.08425500000000001,274.569745,1115.315,430,0.33,429.67,25.674200000000003,20.64,0.0046500000000000005,20.63535,47.018,36,0.012,35.988,106.910768936,81.708324,0.022302054,81.68602194600001,298,350,687,5.435366507
Gd6MoO12Eu0.25,19.25,12,0.25,11.75,177,64,8,56,421.163,157.25,15.999,141.251,570,185,60,125,6.800000000000001,3.44,0,3.44,16,6,2,4,32.530665,13.618054,5.670385,7.947669000000001,537.75,384,15.75,368.25,1269.429,943.5,37.991,905.509,1991.25,1080,46.25,1033.75,50.64,41.28,0,41.28,90.5,72,0.5,71.5,208.82545025000002,163.416648,1.41759625,161.99905175,298,394,613,5.439332694
NaSr2Nb5O15Dy0.03,23.03,15,0.03,14.97,164,66,8,58,382.01513927999997,162.5,15.999,146.501,760,200,60,140,8.14,3.44,0.93,2.51,16,6,1,5,37.1498979,13.618054,5.1390767,8.4789773,413.98,205,1.98,203.02,907.62161928,464.53184999999996,4.875,459.65684999999996,2210.25,900,5.25,894.75,62.4666,51.6,0.0366,51.5634,120.06,90,0.06,89.94,254.7720426,204.27081,0.17817149999999998,204.09263850000002,298,388,576,5.440506229
Ba2B2O5Tb0.1Sm0.05,9.15,5,0.05,4.95,196,65,5,60,473.42135,158.92535,10.81,148.11535,720,215,60,155,7.54,3.44,0,3.44,15,6,2,4,38.635247,13.618054,5.211664,8.406390000000002,171.6,112,3.1,108.9,399.679535,274.654,7.518000000000001,267.13599999999997,926.75,430,9.25,420.75,23.118499999999997,17.2,0,17.2,40.300000000000004,30,0.1,29.9,95.9782015,68.09027,0.2821855,67.8080845,298,262,604,5.440594262
Ba2GdSb0.997O6Mn0.003Zn0.003,10.003,6,0.003,5.997,234,64,8,56,552.654044,157.25,15.999,141.251,875,215,60,155,10.780000000000001,3.44,0.89,2.55,34,12,2,10,50.41612000000001,13.618054,5.211664,8.406390000000002,275.01199999999994,112,0.075,111.925,649.653674132,274.654,0.164814132,274.489185868,1115.39,430,0.405,429.595,25.673450000000003,20.64,0.0046500000000000005,20.63535,47.042,36,0.021,35.979,106.914496484,81.708324,0.022302054,81.68602194600001,298,350,687,5.440594262
Ca2YSb0.997O6Mn0.003Mg0.003,10.003,6,0.003,5.997,155,51,8,43,345.985884,121.76,15.999,105.76100000000001,855,180,60,120,10.57,3.44,1,2.44,25,7,2,5,49.6371112,13.618054,6.1131552,7.504898800000001,177.958,50.847,0.036000000000000004,50.811,386.688289132,121.39472,0.07291500000000001,121.32180500000001,1045.4350000000002,360,0.42,359.58,25.91243,20.64,0.00393,20.63607,48.012,36,0.006,35.994,108.779698992,81.708324,0.022302054,81.68602194600001,298,340,680,5.444044796
Lu2MoO6Eu0.1,9.1,6,0.1,5.9,184,71,8,63,438.87980000000005,174.9668,15.999,158.9678,565,185,60,125,6.6,3.44,0,3.44,16,6,2,4,31.80674,13.618054,5.425871,8.192183,238.3,142,6.300000000000001,135.7,557.0740000000001,349.9336,15.1964,334.73720000000003,873.5,360,18.5,341.5,24.8,20.64,0,20.64,46.2,36,0.2,35.8,100.21953450000001,81.708324,0.5670385,81.14128550000001,298,363,610,5.447158031
Ba2GdSb0.997O6Mn0.003Ti0.003,10.003,6,0.003,5.997,226,64,8,56,535.141044,157.25,15.999,141.251,880,215,60,155,10.670000000000002,3.44,0.89,2.55,26,7,2,5,47.850041000000004,13.618054,5.211664,8.406390000000002,274.98799999999994,112,0.066,111.934,649.601135132,274.654,0.143601,274.510399,1115.4050000000002,430,0.42,429.58,25.67312,20.64,0.00462,20.63538,47.018,36,0.012,35.988,106.906798247,81.708324,0.02048436,81.68783964,298,350,687,5.448087667
BaLa1.7WO7Dy0.25Eu0.05,11,7,0.05,6.95,324,74,8,66,790.53547,183.84,15.999,167.841,965,215,60,155,8.350000000000001,3.44,0,3.44,21,6,2,4,43.880083,13.618054,5.211664,8.406390000000002,302.54999999999995,96.89999999999999,3.1500000000000004,93.74999999999999,717.522499,236.139299,7.5982,228.541099,1154.5,420,9.25,410.75,28.845,24.08,0,24.08,55.7,42,0.1,41.9,119.65108375,95.326378,0.28351925,95.04285875000001,298,320,484,5.448551739
Sr1.9ZnMoO6Eu0.05Li0.05,10.000000000000002,6,0.05,5.95,184,63,3,60,423.853,151.964,6.94,145.024,870,200,60,140,9.18,3.44,0,3.44,29,12,1,11,46.861649961,13.618054,5.391714761,8.226339239000001,195.5,72.2,0.15000000000000002,72.05,431.7472,166.478,0.34700000000000003,166.131,1036.5,380,7.25,372.75,26.304000000000002,20.64,0,20.64,57.949999999999996,36,0.05,35.95,109.56830566805,81.708324,0.26958573805,81.43873826195001,298,367,614,5.450249108
Ca2Lu0.3TaO6Eu0.7,10,6,0.3,5.7,235,73,8,65,563.95568,180.94788,15.999,164.94888,745,185,60,125,6.9399999999999995,3.44,0,3.44,17,6,2,4,38.377035199999995,13.618054,5.425871,8.192183,226.4,73,21.3,51.7,515.96272,180.94788,52.49004,128.45784,1047,360,52.5,307.5,24.44,20.64,0,20.64,47,36,0.6,35.4,107.0812352,81.708324,1.6277613,80.0805627,298,396,616,5.450249108
BaLa1.72WO7Dy0.25Eu0.03,10.999999999999998,7,0.03,6.97,324,74,8,66,790.53547,183.84,15.999,167.841,965,215,60,155,8.350000000000001,3.44,0,3.44,21,6,2,4,43.880083,13.618054,5.211664,8.406390000000002,302.42999999999995,98.03999999999999,1.89,96.14999999999999,717.2613284,238.9174084,4.55892,234.3584884,1154.7,420,5.55,414.45,28.866999999999997,24.08,0,24.08,55.72,42,0.06,41.94,119.64921405000001,95.326378,0.17011154999999997,95.15626645,298,320,484,5.450403086
BaLa1.74WO7Dy0.25Eu0.01,11,7,0.01,6.99,324,74,8,66,790.53547,183.84,15.999,167.841,965,215,60,155,8.350000000000001,3.44,0,3.44,21,6,2,4,43.880083,13.618054,5.211664,8.406390000000002,302.31,99.17999999999999,0.63,98.55,717.0001578,241.6955178,1.51964,240.1758778,1154.8999999999999,420,1.85,418.15,28.889,24.08,0,24.08,55.74,42,0.02,41.98,119.64734435000001,95.326378,0.05670385,95.26967415,298,320,484,5.451018452
Ba2GdTaO6Mn0.004,10.004,6,0.004,5.996,226,73,8,65,546.4619240000001,180.94788,15.999,164.94888,740,215,60,155,8.58,3.44,0.89,2.55,22,7,2,5,39.963102,13.618054,5.211664,8.406390000000002,297.1,112,0.1,111.9,709.065632176,274.654,0.219752176,274.434247824,1115.56,430,0.56,429.44,25.1262,20.64,0.006200000000000001,20.6338,47.028,36,0.028,35.972,105.860754072,81.708324,0.029736072000000002,81.678587928,298,358,688,5.451786436
Ba2GdNbO6Mn0.015,10.015,6,0.015,5.985,194,64,8,56,458.420414,157.25,15.999,141.251,740,215,60,155,8.68,3.44,0.89,2.55,22,7,2,5,39.172382,13.618054,5.211664,8.406390000000002,265.375,112,0.375,111.625,621.62844066,274.654,0.82407066,273.82992934,1117.1,430,2.1,427.9,25.24325,20.64,0.02325,20.61675,47.105,36,0.105,35.895,105.15180827,81.708324,0.11151027,81.59681373000001,298,360,676,5.45331834
Li3Mg2Sb0.96O6Mn0.04,12,6,0.04,5.96,99,51,3,48,223.94204399999998,121.76,6.94,114.82000000000001,640,150,60,90,9.33,3.44,0.98,2.46,21,7,1,6,42.698410761000005,13.618054,5.391714761,8.226339239000001,130.96,48.96,1,47.96,284.51112176,116.8896,2.19752176,114.69207824,1239.8,435,5.6000000000000005,429.4,28.23,20.64,0.062000000000000006,20.578,48.08,36,0.28,35.72,121.737352443,81.708324,0.29736072,81.41096328,298,477,666,5.454082271
Ba2GdTaO6Mn0.002,10.002,6,0.002,5.998,226,73,8,65,546.4619240000001,180.94788,15.999,164.94888,740,215,60,155,8.58,3.44,0.89,2.55,22,7,2,5,39.963102,13.618054,5.211664,8.406390000000002,297.05,112,0.05,111.95,708.9557560879999,274.654,0.109876088,274.544123912,1115.28,430,0.28,429.72,25.1231,20.64,0.0031000000000000003,20.6369,47.014,36,0.014,35.986,105.845886036,81.708324,0.014868036000000001,81.69345596400001,298,358,688,5.45484486
NaSr2Nb5O15Dy0.02,23.02,15,0.02,14.98,164,66,8,58,382.01513927999997,162.5,15.999,146.501,760,200,60,140,8.14,3.44,0.93,2.51,16,6,1,5,37.1498979,13.618054,5.1390767,8.4789773,413.32,205,1.32,203.68,905.99661928,464.53184999999996,3.25,461.28184999999996,2208.5,900,3.5,896.5,62.4544,51.6,0.0244,51.5756,120.04,90,0.04,89.96,254.7126521,204.27081,0.118781,204.152029,298,388,576,5.455083732
GdVO4Eu0.02,6.02,4,0.02,3.98,158,64,8,56,376.1545,157.25,15.999,141.251,560,185,60,125,6.27,3.44,0,3.44,15,6,2,4,32.184422,13.618054,5.670385,7.947669000000001,120.26,64,1.26,62.74,275.22678,157.25,3.03928,154.21072,558.7,240,3.7,236.3,16.59,13.76,0,13.76,31.04,24,0.04,23.96,67.4816067,54.472216,0.1134077,54.3588083,298,283,620,5.456047028
Mg3Ga2GeO8Mn0.03,14.03,8,0.03,7.97,108,32,8,24,237.59504399999997,72.63,15.999,56.63099999999999,605,150,60,90,10.120000000000001,3.44,1.31,2.13,22,7,2,5,42.5970438,13.618054,5.9993018,7.618752200000001,194.75,64,0.75,63.25,414.63114132,139.446,1.64814132,137.79785868,1319.2,480,4.2,475.8,37.1265,27.52,0.0465,27.473499999999998,64.21,48,0.21,47.79,152.00419613999998,108.944432,0.22302054,108.72141146000001,298,419,659,5.456366033
Ca2YSb0.997O6Mn0.003Li0.003,10.003,6,0.003,5.997,146,51,3,48,328.620884,121.76,6.94,114.82000000000001,850,180,60,120,10.24,3.44,0.98,2.46,24,7,1,6,47.382590961000005,13.618054,5.391714761,8.226339239000001,177.93099999999998,50.847,0.009000000000000001,50.838,386.636194132,121.39472,0.02082,121.3739,1045.42,360,0.42,359.58,25.91144,20.64,0.00294,20.63706,48.009,36,0.003,35.997,108.77293543128299,81.708324,0.016175144283,81.69214885571701,298,340,680,5.459392488
Ba2GdSb0.997O6Mn0.003Mg0.003,10.003,6,0.003,5.997,216,64,8,56,511.579044,157.25,15.999,141.251,890,215,60,155,10.440000000000001,3.44,0.89,2.55,24,7,2,5,48.668156,13.618054,5.211664,8.406390000000002,274.95799999999997,112,0.036000000000000004,111.964,649.530449132,274.654,0.07291500000000001,274.581085,1115.4350000000002,430,0.42,429.58,25.672430000000002,20.64,0.00393,20.63607,47.012,36,0.006,35.994,106.909252592,81.708324,0.022302054,81.68602194600001,298,350,687,5.464936429
Sr1.8Li0.1MgMo0.2W0.8O6Eu0.1,10,6,0.1,5.9,240,74,3,71,566.6179999999999,183.84,6.94,176.9,1020,200,60,140,10.540000000000001,3.44,0,3.44,25,6,1,5,52.977715961,13.618054,5.391714761,8.226339239000001,202.60000000000002,68.4,0.30000000000000004,68.10000000000001,460.1674,157.716,0.6940000000000001,157.02200000000002,1040,360,14.5,345.5,25.55,20.64,0,20.64,47.900000000000006,36,0.1,35.9,108.4212399361,81.708324,0.5391714761,81.16915252390001,298,464,615,5.465382851
GdVO4Dy0.02Eu0.01,6.029999999999999,4,0.01,3.99,224,66,8,58,538.6545,162.5,15.999,146.501,735,185,60,125,7.489999999999999,3.44,0,3.44,17,6,2,4,38.12347200000001,13.618054,5.670385,7.947669000000001,120.94999999999999,64,0.63,63.37,276.95714,157.25,1.51964,155.73036,560.35,240,1.85,238.15,16.6144,13.76,0,13.76,31.06,24,0.02,23.98,67.54368385000001,54.472216,0.05670385,54.415512150000005,298,283,574,5.469203258
