Formula,Atomic Ratio_sum,Atomic Ratio_max,Atomic Ratio_min,Atomic Ratio_diff,Atomic Number_sum,Atomic Number_max,Atomic Number_min,Atomic Number_diff,Atomic Weight_sum,Atomic Weight_max,Atomic Weight_min,Atomic Weight_diff,Atomic Radius_sum,Atomic Radius_max,Atomic Radius_min,Atomic Radius_diff,EN pauling_sum,EN pauling_max,EN pauling_min,EN pauling_diff,Valence Electron_sum,Valence Electron_max,Valence Electron_min,Valence Electron_diff,Ionization Energy_sum,Ionization Energy_max,Ionization Energy_min,Ionization Energy_diff,ARW_Atomic Number_sum,ARW_Atomic Number_max,ARW_Atomic Number_min,ARW_Atomic Number_diff,ARW_Atomic Weight_sum,ARW_Atomic Weight_max,ARW_Atomic Weight_min,ARW_Atomic Weight_diff,ARW_Atomic Radius_sum,ARW_Atomic Radius_max,ARW_Atomic Radius_min,ARW_Atomic Radius_diff,ARW_EN pauling_sum,ARW_EN pauling_max,ARW_EN pauling_min,ARW_EN pauling_diff,ARW_Valence Electron_sum,ARW_Valence Electron_max,ARW_Valence Electron_min,ARW_Valence Electron_diff,ARW_Ionization Energy_sum,ARW_Ionization Energy_max,ARW_Ionization Energy_min,ARW_Ionization Energy_diff,Temperature (K),Excitation source (nm),Emission energy (nm),Decay Time (ns)
BaMgSi4O10Eu0.04Mn0.1,16.14,10,0.04,9.96,178,63,8,55,412.618044,151.964,15.999,135.965,860,215,60,155,9.09,3.44,0,3.44,23,7,2,5,47.73203900000001,13.618054,5.211664,8.406390000000002,209.02,80,2.5,77.5,445.53436439999996,159.99,5.4938044,154.49619560000002,1426.4,600,7.4,592.6,44.355000000000004,34.4,0,34.4,80.78,60,0.08,59.92,182.61538819999998,136.18054,0.2268154,135.95372460000002,298,360,464,3.075546961
KMg4P3O12Eu0.02Mn0.02,20.04,12,0.02,11.98,142,63,8,55,317.278105998,151.964,15.999,135.965,855,220,60,160,9.31,3.44,0,3.44,23,7,1,6,49.19604154,13.618054,4.34066354,9.27739046,209.76,96,0.5,95.5,425.365626874,191.988,1.09876088,190.88923912,1846.5,720,2.8000000000000003,717.2,53.941,41.28,0,41.28,96.18,72,0.04,71.96,230.0643976,163.416648,0.1134077,163.3032403,298,365,450,3.075565209
LiBa0.99PO4Eu0.01,7,4,0.01,3.99,145,63,3,60,343.203761998,151.964,6.94,145.024,705,215,60,155,7.5,3.44,0,3.44,16,6,1,5,40.378503761000005,13.618054,5.211664,8.406390000000002,106.07,55.44,0.63,54.809999999999995,239.383131998,135.95373,1.51964,134.43409,699.7,240,1.85,238.15,17.8111,13.76,0,13.76,32,24,0.02,23.98,75.56686797100001,54.472216,0.05670385,54.415512150000005,298,350,470,3.079181246
KMg4P3O12Eu0.02,20.02,12,0.02,11.98,117,63,8,55,262.340061998,151.964,15.999,135.965,715,220,60,160,7.76,3.44,0,3.44,16,6,1,5,41.76202354,13.618054,4.34066354,9.27739046,209.26,96,1.26,94.74,424.266865994,191.988,3.03928,188.94872,1843.7,720,3.7,716.3,53.910000000000004,41.28,0,41.28,96.04,72,0.04,71.96,229.91571724000002,163.416648,0.1134077,163.3032403,298,365,450,3.095169351
KMg4P3O12Eu0.005,20.005,12,0.005,11.995,117,63,8,55,262.340061998,151.964,15.999,135.965,715,220,60,160,7.76,3.44,0,3.44,16,6,1,5,41.76202354,13.618054,4.34066354,9.27739046,208.315,96,0.315,95.685,421.98740599399997,191.988,0.75982,191.22818,1840.925,720,0.925,719.075,53.910000000000004,41.28,0,41.28,96.01,72,0.01,71.99,229.83066146500002,163.416648,0.028351925,163.388296075,298,365,450,3.095518042
BaMgSi4O10Eu0.04Mn0.08,16.119999999999997,10,0.04,9.96,178,63,8,55,412.618044,151.964,15.999,135.965,860,215,60,155,9.09,3.44,0,3.44,23,7,2,5,47.73203900000001,13.618054,5.211664,8.406390000000002,208.52,80,2,78,444.43560352,159.99,4.39504352,155.59495648,1423.6000000000001,600,7.4,592.6,44.324000000000005,34.4,0,34.4,80.64,60,0.08,59.92,182.46670784,136.18054,0.2268154,135.95372460000002,298,360,464,3.100370545
KMg4P3O12Eu0.01,20.01,12,0.01,11.99,117,63,8,55,262.340061998,151.964,15.999,135.965,715,220,60,160,7.76,3.44,0,3.44,16,6,1,5,41.76202354,13.618054,4.34066354,9.27739046,208.63,96,0.63,95.37,422.74722599399996,191.988,1.51964,190.46836,1841.85,720,1.85,718.15,53.910000000000004,41.28,0,41.28,96.02,72,0.02,71.98,229.85901339,163.416648,0.05670385,163.35994415000002,298,365,450,3.101059355
KMg4P3O12Eu0.02,20.02,12,0.02,11.98,117,63,8,55,262.340061998,151.964,15.999,135.965,715,220,60,160,7.76,3.44,0,3.44,16,6,1,5,41.76202354,13.618054,4.34066354,9.27739046,209.26,96,1.26,94.74,424.266865994,191.988,3.03928,188.94872,1843.7,720,3.7,716.3,53.910000000000004,41.28,0,41.28,96.04,72,0.04,71.96,229.91571724000002,163.416648,0.1134077,163.3032403,298,365,450,3.102080226
Ba2LuB2O6ClEu0.03,12.03,6,0.03,5.97,220,71,5,66,526.5168000000001,174.9668,10.81,164.1568,820,215,60,155,10.530000000000001,3.44,0,3.44,22,7,2,5,51.19162299999999,13.618054,5.211664,8.406390000000002,259.89,112,1.89,110.11,607.24372,274.654,4.55892,270.09508,1240.55,430,5.55,424.45,30.66,20.64,0,20.64,55.06,36,0.06,35.94,127.29130255,81.708324,0.17011154999999997,81.53821245,298,365,511,3.103803721
KMg4P3O12Eu0.02,20.02,12,0.02,11.98,117,63,8,55,262.340061998,151.964,15.999,135.965,715,220,60,160,7.76,3.44,0,3.44,16,6,1,5,41.76202354,13.618054,4.34066354,9.27739046,209.26,96,1.26,94.74,424.266865994,191.988,3.03928,188.94872,1843.7,720,3.7,716.3,53.910000000000004,41.28,0,41.28,96.04,72,0.04,71.96,229.91571724000002,163.416648,0.1134077,163.3032403,298,365,450,3.109915863
BaMgSi4O10Eu0.04Mn0.06,16.099999999999998,10,0.04,9.96,178,63,8,55,412.618044,151.964,15.999,135.965,860,215,60,155,9.09,3.44,0,3.44,23,7,2,5,47.73203900000001,13.618054,5.211664,8.406390000000002,208.02,80,1.5,78.5,443.33684264,159.99,3.29628264,156.69371736000002,1420.8000000000002,600,7.4,592.6,44.293000000000006,34.4,0,34.4,80.5,60,0.08,59.92,182.31802747999998,136.18054,0.2268154,135.95372460000002,298,360,464,3.117271296
BaMgSi4O10Eu0.04Mn0.04,16.08,10,0.04,9.96,178,63,8,55,412.618044,151.964,15.999,135.965,860,215,60,155,9.09,3.44,0,3.44,23,7,2,5,47.73203900000001,13.618054,5.211664,8.406390000000002,207.52,80,1,79,442.23808175999994,159.99,2.19752176,157.79247824,1418,600,5.6000000000000005,594.4,44.262,34.4,0,34.4,80.36,60,0.08,59.92,182.16934712,136.18054,0.2268154,135.95372460000002,298,360,464,3.1430148
KMg4P3O12Eu0.02Li0.005,20.025,12,0.005,11.995,120,63,3,60,269.280061998,151.964,6.94,145.024,860,220,60,160,8.74,3.44,0,3.44,17,6,1,5,47.153738301000004,13.618054,4.34066354,9.27739046,209.27499999999998,96,0.015,95.985,424.301565994,191.988,0.0347,191.9533,1844.425,720,0.725,719.275,53.9149,41.28,0,41.28,96.045,72,0.005,71.995,229.942675813805,163.416648,0.026958573805,163.38968942619502,298,365,450,3.146128036
Ba2GdB2O6ClEu0.03,12.03,6,0.03,5.97,213,64,5,59,508.8,157.25,10.81,146.44,825,215,60,155,10.73,3.44,0,3.44,22,7,2,5,51.915548,13.618054,5.211664,8.406390000000002,252.89,112,1.89,110.11,589.52692,274.654,4.55892,270.09508,1245.55,430,5.55,424.45,30.860000000000003,20.64,0,20.64,55.06,36,0.06,35.94,128.01522755,81.708324,0.17011154999999997,81.53821245,298,365,548,3.146128036
Rb3YSi2O7Eu0.02,13.02,7,0.02,6.98,161,63,8,55,370.42164,151.964,15.999,135.965,770,235,60,175,7.38,3.44,0,3.44,16,6,1,5,37.834509999999995,13.618054,4.177128,9.440926000000001,235.26,111,1.26,109.74,516.51152,256.4034,3.03928,253.36411999999999,1528.7,705,3.7,701.3,31.56,24.08,0,24.08,56.04,42,0.04,41.96,130.4917957,95.326378,0.1134077,95.21297030000001,298,450,622,3.146128036
NaGdF4Tb0.04Eu0.07,6.11,4,0.04,3.96,212,65,9,56,510.12752244300003,158.92535,18.998403163,139.926946837,770,185,50,135,6.109999999999999,3.98,0,3.98,14,7,1,6,40.245877699999994,17.42282,5.1390767,12.283743300000001,118.00999999999999,64,2.6,61.4,273.22787593199996,157.25,6.357014,150.892986,579.95,200,7,193,18.05,15.92,0,15.92,31.22,28,0.08,27.92,81.61163164999999,69.69128,0.234552,69.45672800000001,298,380,542,3.156088567
Ca8MgGe4O16Cl2Eu0.01,31.01,16,0.01,15.99,152,63,8,55,340.426,151.964,15.999,135.965,800,185,60,125,10.92,3.44,0,3.44,23,7,2,5,53.91489419999999,13.618054,5.670385,7.947669000000001,462.63,160,0.63,159.37,963.8526400000001,320.624,1.51964,319.10436000000004,3251.85,1440,1.85,1438.15,78.71000000000001,55.04,0,55.04,144.02,96,0.02,95.98,332.03004445000005,217.888864,0.05670385,217.83216015000002,298,365,505,3.160766672
K3LuSi2O7Eu0.03,13.03,7,0.03,6.97,175,71,8,63,410.11310000000003,174.9668,15.999,158.9678,750,220,60,160,7.16,3.44,0,3.44,15,6,1,5,37.20665654,13.618054,4.34066354,9.27739046,213.89,71,1.89,69.11,464.98362000000003,174.9668,4.55892,170.40788,1480.55,660,5.55,654.45,31.339999999999996,24.08,0,24.08,55.06,42,0.06,41.94,130.24771717000002,95.326378,0.17011154999999997,95.15626645,298,460,740,3.161368002
BaMgSi4O10Eu0.04Mn0.02,16.06,10,0.02,9.98,178,63,8,55,412.618044,151.964,15.999,135.965,860,215,60,155,9.09,3.44,0,3.44,23,7,2,5,47.73203900000001,13.618054,5.211664,8.406390000000002,207.02,80,0.5,79.5,441.13932087999996,159.99,1.09876088,158.89123912000002,1415.2,600,2.8000000000000003,597.2,44.231,34.4,0,34.4,80.22,60,0.08,59.92,182.02066675999998,136.18054,0.14868036,136.03185964000002,298,360,464,3.170261715
KMg4P3O12Eu0.02Li0.03,20.05,12,0.02,11.98,120,63,3,60,269.280061998,151.964,6.94,145.024,860,220,60,160,8.74,3.44,0,3.44,17,6,1,5,47.153738301000004,13.618054,4.34066354,9.27739046,209.35,96,0.09,95.91,424.475065994,191.988,0.2082,191.7798,1848.05,720,3.7,716.3,53.939400000000006,41.28,0,41.28,96.07000000000001,72,0.03,71.97,230.07746868283002,163.416648,0.1134077,163.3032403,298,365,450,3.177247836
K3LuSi2O7Eu0.02,13.02,7,0.02,6.98,175,71,8,63,410.11310000000003,174.9668,15.999,158.9678,750,220,60,160,7.16,3.44,0,3.44,15,6,1,5,37.20665654,13.618054,4.34066354,9.27739046,213.26,71,1.26,69.74,463.46398000000005,174.9668,3.03928,171.92752000000002,1478.7,660,3.7,656.3,31.339999999999996,24.08,0,24.08,55.04,42,0.04,41.96,130.19101332000002,95.326378,0.1134077,95.21297030000001,298,460,740,3.178976947
KMg4P3O12Eu0.02Li0.025,20.044999999999998,12,0.02,11.98,120,63,3,60,269.280061998,151.964,6.94,145.024,860,220,60,160,8.74,3.44,0,3.44,17,6,1,5,47.153738301000004,13.618054,4.34066354,9.27739046,209.33499999999998,96,0.07500000000000001,95.925,424.440365994,191.988,0.17350000000000002,191.8145,1847.325,720,3.625,716.375,53.93450000000001,41.28,0,41.28,96.06500000000001,72,0.025,71.975,230.05051010902503,163.416648,0.1134077,163.3032403,298,365,450,3.179551791
KMg4P3O12Eu0.02Li0.02,20.04,12,0.02,11.98,120,63,3,60,269.280061998,151.964,6.94,145.024,860,220,60,160,8.74,3.44,0,3.44,17,6,1,5,47.153738301000004,13.618054,4.34066354,9.27739046,209.32,96,0.06,95.94,424.405665994,191.988,0.1388,191.8492,1846.6000000000001,720,2.9,717.1,53.9296,41.28,0,41.28,96.06,72,0.02,71.98,230.02355153522,163.416648,0.10783429522,163.30881370478002,298,365,450,3.179838928
KMg4P3O12Eu0.02Li0.01,20.03,12,0.01,11.99,120,63,3,60,269.280061998,151.964,6.94,145.024,860,220,60,160,8.74,3.44,0,3.44,17,6,1,5,47.153738301000004,13.618054,4.34066354,9.27739046,209.29,96,0.03,95.97,424.336265994,191.988,0.0694,191.9186,1845.15,720,1.45,718.55,53.9198,41.28,0,41.28,96.05000000000001,72,0.01,71.99,229.96963438761003,163.416648,0.05391714761,163.36273085239,298,365,450,3.180699201
Sr9Mg1.5P7O28Eu0.14,45.64,28,0.14,27.86,136,63,8,55,310.861761998,151.964,15.999,135.965,695,200,60,140,7.889999999999999,3.44,0,3.44,17,6,2,4,43.1162272,13.618054,5.670385,7.947669000000001,697.82,342,8.82,333.18,1511.100793986,788.58,21.27496,767.3050400000001,4430.9,1800,25.900000000000002,1774.1,122.16499999999999,96.32,0,96.32,224.28,168,0.28,167.72,518.2293252000001,381.305512,0.7938539,380.51165810000003,298,460,620,3.180985581
LiScGeO4Cr0.01,7.01,4,0.01,3.99,88,32,3,29,192.521008,72.63,6.94,65.69,630,160,60,100,9.45,3.44,0.98,2.46,20,6,1,5,40.237203761,13.618054,5.391714761,8.226339239000001,88.24,32,0.24,31.76,189.041869,72.63,0.519961,72.110039,671.4,240,1.4000000000000001,238.6,18.1266,13.76,0.0166,13.7434,32.06,24,0.06,23.94,74.39252086100001,54.472216,0.0676651,54.404550900000004,453,476,1120,3.181843588
K2MgGeO4Bi0.02,8.02,4,0.02,3.98,154,83,8,75,361.0127,208.9804,15.999,192.9814,715,220,60,160,9.48,3.44,0.82,2.62,18,6,1,5,40.789903540000005,13.618054,4.34066354,9.27739046,115.66,38,1.6600000000000001,36.34,243.307208,78.1966,4.179608,74.016992,958.2,440,3.2,436.8,18.758,13.76,0.038,13.722,32.1,24,0.1,23.9,78.84492340000001,54.472216,0.14571032,54.326505680000004,298,335,614,3.194236749
BaMgSi4O10Eu0.04,16.04,10,0.04,9.96,153,63,8,55,357.68,151.964,15.999,135.965,720,215,60,155,7.539999999999999,3.44,0,3.44,16,6,2,4,40.298021000000006,13.618054,5.211664,8.406390000000002,206.52,80,2.52,77.48,440.04055999999997,159.99,6.07856,153.91144,1412.4,600,7.4,592.6,44.2,34.4,0,34.4,80.08,60,0.08,59.92,181.8719864,136.18054,0.2268154,135.95372460000002,298,360,464,3.198657087
K3LuSi2O7Eu0.01,13.01,7,0.01,6.99,175,71,8,63,410.11310000000003,174.9668,15.999,158.9678,750,220,60,160,7.16,3.44,0,3.44,15,6,1,5,37.20665654,13.618054,4.34066354,9.27739046,212.63,71,0.63,70.37,461.94434,174.9668,1.51964,173.44716,1476.85,660,1.85,658.15,31.339999999999996,24.08,0,24.08,55.02,42,0.02,41.98,130.13430947,95.326378,0.05670385,95.26967415,298,460,740,3.198657087
NaBa4Al2B8O18Cl3Ce0.09Tb0.13,36.220000000000006,18,0.09,17.91,233,65,5,60,548.5986577799999,158.92535,10.81,148.11535,1125,215,60,155,13.190000000000001,3.44,0,3.44,26,7,1,6,62.6226121,13.618054,5.1390767,8.4789773,509.67,224,5.22,218.78,1140.34358178,549.308,12.61044,536.69756,3389.4,1080,16.65,1063.35,95.53080000000001,61.92,0,61.92,168.44,108,0.18,107.82,389.6300515,245.124972,0.498474,244.62649800000003,298,323,420,3.20790353
NaGdF4Tb0.04Eu0.05,6.09,4,0.04,3.96,212,65,9,56,510.12752244300003,158.92535,18.998403163,139.926946837,770,185,50,135,6.109999999999999,3.98,0,3.98,14,7,1,6,40.245877699999994,17.42282,5.1390767,12.283743300000001,116.75,64,2.6,61.4,270.188595932,157.25,6.357014,150.892986,576.25,200,7,193,18.05,15.92,0,15.92,31.18,28,0.08,27.92,81.49822395,69.69128,0.234552,69.45672800000001,298,380,542,3.216630309
Sr9Mg1.5P7O28Eu0.12,45.62,28,0.12,27.88,136,63,8,55,310.861761998,151.964,15.999,135.965,695,200,60,140,7.889999999999999,3.44,0,3.44,17,6,2,4,43.1162272,13.618054,5.670385,7.947669000000001,696.56,342,7.56,334.44,1508.0615139860001,788.58,18.23568,770.34432,4427.2,1800,22.2,1777.8,122.16499999999999,96.32,0,96.32,224.24,168,0.24,167.76,518.1159175,381.305512,0.6804461999999999,380.6250658,298,460,620,3.219584526
Ba2YB2O6ClEu0.03,12.03,6,0.03,5.97,188,63,5,58,440.45584,151.964,10.81,141.154,825,215,60,155,10.75,3.44,0,3.44,23,7,2,5,51.983012,13.618054,5.211664,8.406390000000002,227.89,112,1.89,110.11,521.18276,274.654,4.55892,270.09508,1245.55,430,5.55,424.45,30.88,20.64,0,20.64,56.06,36,0.06,35.94,128.08269155,81.708324,0.17011154999999997,81.53821245,298,365,526,3.225309282
K2MgGeO4Bi0.01,8.01,4,0.01,3.99,154,83,8,75,361.0127,208.9804,15.999,192.9814,715,220,60,160,9.48,3.44,0.82,2.62,18,6,1,5,40.789903540000005,13.618054,4.34066354,9.27739046,114.83,38,0.8300000000000001,37.17,241.217404,78.1966,2.089804,76.106796,956.6,440,1.6,438.4,18.738999999999997,13.76,0.019,13.741,32.05,24,0.05,23.95,78.77206824000001,54.472216,0.07285516,54.39936084,298,335,614,3.230704314
Ca5Zn4V6O24,39,24,4,20,81,30,8,22,172.39849999999998,65.38,15.999,49.38099999999999,510,180,60,120,7.719999999999999,3.44,1,2.44,25,12,2,10,35.8715952,13.618054,6.1131552,7.504898800000001,550,192,100,92,1151.5349999999999,383.976,200.39000000000001,183.58599999999998,3690,1440,540,900,103.94,82.56,5,77.56,232,144,10,134,435.45299,326.833296,30.565776,296.26752,298,320,550,3.234010818
Sr9Mg1.5P7O28Eu0.1,45.6,28,0.1,27.9,136,63,8,55,310.861761998,151.964,15.999,135.965,695,200,60,140,7.889999999999999,3.44,0,3.44,17,6,2,4,43.1162272,13.618054,5.670385,7.947669000000001,695.3,342,6.300000000000001,335.7,1505.0222339860002,788.58,15.1964,773.3836,4423.5,1800,18.5,1781.5,122.16499999999999,96.32,0,96.32,224.2,168,0.2,167.8,518.0025098,381.305512,0.5670385,380.7384735,298,460,620,3.256717746
NaBa4Al2B8O18Cl3Ce0.09Tb0.09,36.18000000000001,18,0.09,17.91,233,65,5,60,548.5986577799999,158.92535,10.81,148.11535,1125,215,60,155,13.190000000000001,3.44,0,3.44,26,7,1,6,62.6226121,13.618054,5.1390767,8.4789773,507.07000000000005,224,5.22,218.78,1133.9865677799999,549.308,12.61044,536.69756,3382.4,1080,15.75,1064.25,95.53080000000001,61.92,0,61.92,168.36,108,0.18,107.82,389.39549949999997,245.124972,0.498474,244.62649800000003,298,323,420,3.265760917
NaBa4Al2B8O18Cl3Ce0.09Tb0.07,36.160000000000004,18,0.07,17.93,233,65,5,60,548.5986577799999,158.92535,10.81,148.11535,1125,215,60,155,13.190000000000001,3.44,0,3.44,26,7,1,6,62.6226121,13.618054,5.1390767,8.4789773,505.77000000000004,224,4.550000000000001,219.45,1130.80806078,549.308,11.124774500000001,538.1832254999999,3378.9,1080,12.250000000000002,1067.75,95.53080000000001,61.92,0,61.92,168.32,108,0.14,107.86,389.27822349999997,245.124972,0.41046600000000005,244.714506,298,323,420,3.269979677
NaGdF4Tb0.04Eu0.03,6.07,4,0.03,3.97,212,65,9,56,510.12752244300003,158.92535,18.998403163,139.926946837,770,185,50,135,6.109999999999999,3.98,0,3.98,14,7,1,6,40.245877699999994,17.42282,5.1390767,12.283743300000001,115.49,64,1.89,62.11,267.149315932,157.25,4.55892,152.69108,572.55,200,5.55,194.45,18.05,15.92,0,15.92,31.139999999999997,28,0.06,27.94,81.38481625,69.69128,0.17011154999999997,69.52116845,298,380,542,3.271665066
NaBa4Al2B8O18Cl3Ce0.09Tb0.03,36.120000000000005,18,0.03,17.97,233,65,5,60,548.5986577799999,158.92535,10.81,148.11535,1125,215,60,155,13.190000000000001,3.44,0,3.44,26,7,1,6,62.6226121,13.618054,5.1390767,8.4789773,503.17,224,1.95,222.05,1124.4510467799998,549.308,4.7677605000000005,544.5402395,3371.9,1080,5.25,1074.75,95.53080000000001,61.92,0,61.92,168.24,108,0.06,107.94,389.04367149999996,245.124972,0.17591400000000001,244.949058,298,323,420,3.278753601
K2MgGeO4Bi0.004,8.004,4,0.004,3.996,154,83,8,75,361.0127,208.9804,15.999,192.9814,715,220,60,160,9.48,3.44,0.82,2.62,18,6,1,5,40.789903540000005,13.618054,4.34066354,9.27739046,114.332,38,0.332,37.668,239.9635216,78.1966,0.8359216,77.3606784,955.64,440,0.64,439.36,18.7276,13.76,0.0076,13.7524,32.02,24,0.02,23.98,78.728355144,54.472216,0.029142064000000002,54.443073936000005,298,335,614,3.289811839
Sr9Mg1.5P7O28Eu0.08,45.58,28,0.08,27.92,136,63,8,55,310.861761998,151.964,15.999,135.965,695,200,60,140,7.889999999999999,3.44,0,3.44,17,6,2,4,43.1162272,13.618054,5.670385,7.947669000000001,694.04,342,5.04,336.96,1501.9829539860002,788.58,12.15712,776.4228800000001,4419.8,1800,14.8,1785.2,122.16499999999999,96.32,0,96.32,224.16,168,0.16,167.84,517.8891021000001,381.305512,0.4536308,380.85188120000004,298,460,620,3.295347148
NaGdF4Tb0.04Eu0.01,6.05,4,0.01,3.99,212,65,9,56,510.12752244300003,158.92535,18.998403163,139.926946837,770,185,50,135,6.109999999999999,3.98,0,3.98,14,7,1,6,40.245877699999994,17.42282,5.1390767,12.283743300000001,114.22999999999999,64,0.63,63.37,264.11003593199996,157.25,1.51964,155.73036,568.85,200,1.85,198.15,18.05,15.92,0,15.92,31.099999999999998,28,0.02,27.98,81.27140855,69.69128,0.05670385,69.63457615,298,380,542,3.321208903
K2MgGeO4Bi0.001,8.001,4,0.001,3.999,154,83,8,75,361.0127,208.9804,15.999,192.9814,715,220,60,160,9.48,3.44,0.82,2.62,18,6,1,5,40.789903540000005,13.618054,4.34066354,9.27739046,114.083,38,0.083,37.917,239.3365804,78.1966,0.2089804,77.9876196,955.16,440,0.16,439.84,18.721899999999998,13.76,0.0019,13.7581,32.005,24,0.005,23.995,78.706498596,54.472216,0.0072855160000000006,54.464930484,298,335,614,3.323458367
Sr9Mg1.5P7O28Eu0.06,45.56,28,0.06,27.94,136,63,8,55,310.861761998,151.964,15.999,135.965,695,200,60,140,7.889999999999999,3.44,0,3.44,17,6,2,4,43.1162272,13.618054,5.670385,7.947669000000001,692.78,342,3.78,338.22,1498.943673986,788.58,9.11784,779.46216,4416.1,1800,11.1,1788.9,122.16499999999999,96.32,0,96.32,224.12,168,0.12,167.88,517.7756944,381.305512,0.34022309999999995,380.9652889,298,460,620,3.329397879
NaBa4Al2B8O18Cl3Ce0.09,36.09,18,0.09,17.91,168,58,5,53,389.67330777999996,140.116,10.81,129.306,950,215,60,155,13.190000000000001,3.44,0.89,2.55,24,7,1,6,56.7588121,13.618054,5.1390767,8.4789773,501.22,224,5.22,218.78,1119.68328628,549.308,12.61044,536.69756,3366.65,1080,16.65,1063.35,95.53080000000001,61.92,0.1008,61.8192,168.18,108,0.18,107.82,388.8677575,245.124972,0.498474,244.62649800000003,298,323,420,3.331427297
Ca5Mg4V6O24,39,24,4,20,63,23,8,15,131.3235,50.9415,15.999,34.942499999999995,525,180,60,120,7.38,3.44,1,2.44,15,6,2,4,34.1236312,13.618054,6.1131552,7.504898800000001,478,192,48,144,987.235,383.976,97.22,286.756,3750,1440,600,840,102.58,82.56,5,77.56,192,144,8,136,428.461134,326.833296,30.565776,296.26752,298,320,530,3.33264041
Sr9Mg1.5P7O28Eu0.04,45.54,28,0.04,27.96,136,63,8,55,310.861761998,151.964,15.999,135.965,695,200,60,140,7.889999999999999,3.44,0,3.44,17,6,2,4,43.1162272,13.618054,5.670385,7.947669000000001,691.52,342,2.52,339.48,1495.904393986,788.58,6.07856,782.50144,4412.4,1800,7.4,1792.6,122.16499999999999,96.32,0,96.32,224.08,168,0.08,167.92,517.6622867,381.305512,0.2268154,381.0786966,298,460,620,3.355834496
NaGdF4Tb0.04,6.04,4,0.04,3.96,149,65,9,56,358.16352244300003,158.92535,18.998403163,139.926946837,585,180,50,130,6.109999999999999,3.98,0,3.98,12,7,1,6,34.5754927,17.42282,5.1390767,12.283743300000001,113.6,64,2.6,61.4,262.590395932,157.25,6.357014,150.892986,567,200,7,193,18.05,15.92,0,15.92,31.08,28,0.08,27.92,81.2147047,69.69128,0.234552,69.45672800000001,298,380,542,3.358479279
LiScGeO4Cr0.01,7.01,4,0.01,3.99,88,32,3,29,192.521008,72.63,6.94,65.69,630,160,60,100,9.45,3.44,0.98,2.46,20,6,1,5,40.237203761,13.618054,5.391714761,8.226339239000001,88.24,32,0.24,31.76,189.041869,72.63,0.519961,72.110039,671.4,240,1.4000000000000001,238.6,18.1266,13.76,0.0166,13.7434,32.06,24,0.06,23.94,74.39252086100001,54.472216,0.0676651,54.404550900000004,423,476,1120,3.361727836
Sr9Mg1.5P7O28Eu0.02,45.52,28,0.02,27.98,136,63,8,55,310.861761998,151.964,15.999,135.965,695,200,60,140,7.889999999999999,3.44,0,3.44,17,6,2,4,43.1162272,13.618054,5.670385,7.947669000000001,690.26,342,1.26,340.74,1492.865113986,788.58,3.03928,785.5407200000001,4408.7,1800,3.7,1796.3,122.16499999999999,96.32,0,96.32,224.04,168,0.04,167.96,517.548879,381.305512,0.1134077,381.19210430000004,298,460,620,3.380573003
CaWO4Tb0.01,6.01,4,0.01,3.99,167,74,8,66,398.84235,183.84,15.999,167.841,550,180,60,120,6.140000000000001,3.44,0,3.44,16,6,2,4,33.4590392,13.618054,5.8638,7.754254,126.65,74,0.65,73.35,289.50325349999997,183.84,1.5892535,182.2507465,556.75,240,1.75,238.25,16.46,13.76,0,13.76,32.02,24,0.02,23.98,68.5080392,54.472216,0.058638,54.413578,298,264,415,3.495544338
LiScGeO4Cr0.01,7.01,4,0.01,3.99,88,32,3,29,192.521008,72.63,6.94,65.69,630,160,60,100,9.45,3.44,0.98,2.46,20,6,1,5,40.237203761,13.618054,5.391714761,8.226339239000001,88.24,32,0.24,31.76,189.041869,72.63,0.519961,72.110039,671.4,240,1.4000000000000001,238.6,18.1266,13.76,0.0166,13.7434,32.06,24,0.06,23.94,74.39252086100001,54.472216,0.0676651,54.404550900000004,393,476,1120,3.547774705
Sr4.9V3O12ClEu0.05Na0.05,21,12,0.05,11.95,160,63,8,55,364.96426928,151.964,15.999,135.965,860,200,60,140,10.11,3.44,0,3.44,23,7,1,6,49.8361999,13.618054,5.1390767,8.4789773,371.90000000000003,186.20000000000002,0.55,185.65,818.3481884640003,429.3380000000001,1.149488464,428.1885115360001,2223.25,980.0000000000001,9,971.0000000000001,54.0315,41.28,0,41.28,103.94999999999999,72,0.05,71.95,225.068161365,163.416648,0.256953835,163.15969416500002,298,365,578,3.560265398
CaWO4Eu0.06,6.06,4,0.06,3.94,165,74,8,66,391.881,183.84,15.999,167.841,560,185,60,125,6.140000000000001,3.44,0,3.44,16,6,2,4,33.265624200000005,13.618054,5.670385,7.947669000000001,129.78,74,3.78,70.22,297.03184,183.84,9.11784,174.72216,566.1,240,11.1,228.9,16.46,13.76,0,13.76,32.12,24,0.12,23.88,68.7896243,54.472216,0.34022309999999995,54.1319929,298,276,415,3.561101384
YP0.5V0.5O4Dy0.01,6.01,4,0.01,3.99,151,66,8,58,349.320101998,162.5,15.999,146.501,650,180,60,120,9.700000000000001,3.44,1.22,2.2199999999999998,21,6,2,4,43.007237,13.618054,5.93905,7.679004000000001,90.66,39,0.66,38.34,195.48447099900002,88.90584,1.625,87.28084,539.25,240,1.75,238.25,16.9022,13.76,0.0122,13.7478,32.02,24,0.02,23.98,69.36530300000001,54.472216,0.0593905,54.412825500000004,298,270,430,3.602059991
