Formula,Atomic Ratio_sum,Atomic Ratio_max,Atomic Ratio_min,Atomic Ratio_diff,Atomic Number_sum,Atomic Number_max,Atomic Number_min,Atomic Number_diff,Atomic Weight_sum,Atomic Weight_max,Atomic Weight_min,Atomic Weight_diff,Atomic Radius_sum,Atomic Radius_max,Atomic Radius_min,Atomic Radius_diff,EN pauling_sum,EN pauling_max,EN pauling_min,EN pauling_diff,Valence Electron_sum,Valence Electron_max,Valence Electron_min,Valence Electron_diff,Ionization Energy_sum,Ionization Energy_max,Ionization Energy_min,Ionization Energy_diff,ARW_Atomic Number_sum,ARW_Atomic Number_max,ARW_Atomic Number_min,ARW_Atomic Number_diff,ARW_Atomic Weight_sum,ARW_Atomic Weight_max,ARW_Atomic Weight_min,ARW_Atomic Weight_diff,ARW_Atomic Radius_sum,ARW_Atomic Radius_max,ARW_Atomic Radius_min,ARW_Atomic Radius_diff,ARW_EN pauling_sum,ARW_EN pauling_max,ARW_EN pauling_min,ARW_EN pauling_diff,ARW_Valence Electron_sum,ARW_Valence Electron_max,ARW_Valence Electron_min,ARW_Valence Electron_diff,ARW_Ionization Energy_sum,ARW_Ionization Energy_max,ARW_Ionization Energy_min,ARW_Ionization Energy_diff,Temperature (K),Excitation source (nm),Emission peak (nm)
Ca2Y0.992Zr2Al3O12Bi0.008,20,12,0.008,11.992,203,83,8,75,472.16877850000003,208.9804,15.999,192.9814,860,180,60,120,10.5,3.44,1,2.44,23,6,2,4,45.8536536,13.618054,5.9857684,7.6322856,294.352,96,0.664,95.336,625.40305198,191.988,1.6718432,190.3161568,1944.84,720,1.28,718.72,51.99544,41.28,0.0152,41.2648,96.016,72,0.04,71.96,213.093869648,163.416648,0.058284128000000004,163.358363872,298,278,313
Ca8NaGd0.98P6O24F2Ce0.02,42.00000000000001,24,0.02,23.98,185,64,8,56,426.404934441,157.25,15.999,141.251,935,185,50,135,13.86,3.98,0.93,3.05,25,7,1,6,64.4681879,17.42282,5.1390767,12.283743300000001,534.88,192,1.16,190.84,1108.3364675940002,383.976,2.8023200000000004,381.17368,3940.1,1440,3.7,1436.3,113.78840000000001,82.56,0.022400000000000003,82.5376,207,144,0.04,143.96,484.78094238000006,326.833296,0.110772,326.722524,298,303,337
Ca7.99NaGd0.98P6O24F2Ce0.02Mn0.01,42,24,0.01,23.99,210,64,8,56,481.342978441,157.25,15.999,141.251,1075,185,50,135,15.41,3.98,0.93,3.05,32,7,1,6,71.9022059,17.42282,5.1390767,12.283743300000001,534.93,192,0.25,191.75,1108.4850680340003,383.976,0.54938044,383.42661956,3939.7000000000003,1440,1.4000000000000001,1438.6,113.79390000000001,82.56,0.015500000000000002,82.5445,207.04999999999998,144,0.04,143.96,484.79415100800003,326.833296,0.07434018,326.75895582000004,298,303,337
Ca7.96NaGd0.98P6O24F2Ce0.02Mn0.04,42,24,0.02,23.98,210,64,8,56,481.342978441,157.25,15.999,141.251,1075,185,50,135,15.41,3.98,0.93,3.05,32,7,1,6,71.9022059,17.42282,5.1390767,12.283743300000001,535.0799999999999,192,1,191,1108.9308693540002,383.976,2.19752176,381.77847824,3938.4999999999995,1440,3.7,1436.3,113.8104,82.56,0.022400000000000003,82.5376,207.2,144,0.04,143.96,484.833776892,326.833296,0.110772,326.722524,298,303,337
Ca7.92NaGd0.98P6O24F2Ce0.02Mn0.07,41.99,24,0.02,23.98,210,64,8,56,481.342978441,157.25,15.999,141.251,1075,185,50,135,15.41,3.98,0.93,3.05,32,7,1,6,71.9022059,17.42282,5.1390767,12.283743300000001,535.03,192,1.16,190.84,1108.975890674,383.976,2.8023200000000004,381.17368,3935.5,1440,3.7,1436.3,113.8169,82.56,0.022400000000000003,82.5376,207.33,144,0.04,143.96,484.812271224,326.833296,0.110772,326.722524,298,303,337
Ca7.9NaGd0.98P6O24F2Ce0.02Mn0.1,42.00000000000001,24,0.02,23.98,210,64,8,56,481.342978441,157.25,15.999,141.251,1075,185,50,135,15.41,3.98,0.93,3.05,32,7,1,6,71.9022059,17.42282,5.1390767,12.283743300000001,535.38,192,1.16,190.84,1109.8224719940004,383.976,2.8023200000000004,381.17368,3936.1,1440,3.7,1436.3,113.8434,82.56,0.022400000000000003,82.5376,207.49999999999997,144,0.04,143.96,484.91302866,326.833296,0.110772,326.722524,298,303,337
Ca7.87NaGd0.98P6O24F2Ce0.02Mn0.13,42.00000000000001,24,0.02,23.98,210,64,8,56,481.342978441,157.25,15.999,141.251,1075,185,50,135,15.41,3.98,0.93,3.05,32,7,1,6,71.9022059,17.42282,5.1390767,12.283743300000001,535.53,192,1.16,190.84,1110.268273314,383.976,2.8023200000000004,381.17368,3934.8999999999996,1440,3.7,1436.3,113.8599,82.56,0.022400000000000003,82.5376,207.64999999999998,144,0.04,143.96,484.95265454400004,326.833296,0.110772,326.722524,298,303,337
Ca7.84NaGd0.98P6O24F2Ce0.02Mn0.16,42,24,0.02,23.98,210,64,8,56,481.342978441,157.25,15.999,141.251,1075,185,50,135,15.41,3.98,0.93,3.05,32,7,1,6,71.9022059,17.42282,5.1390767,12.283743300000001,535.68,192,1.16,190.84,1110.714074634,383.976,2.8023200000000004,381.17368,3933.7000000000003,1440,3.7,1436.3,113.8764,82.56,0.022400000000000003,82.5376,207.79999999999998,144,0.04,143.96,484.992280428,326.833296,0.110772,326.722524,298,303,337
Sr0.788Ca1.182Sb2O7Bi0.03,10.999999999999998,7,0.03,6.97,200,83,8,75,474.4374,208.9804,15.999,192.9814,745,200,60,140,9.34,3.44,0.95,2.49,20,6,2,4,41.3199814,13.618054,5.6948672,7.923186800000001,214.074,102,2.4899999999999998,99.51,478.199168,243.52,6.269412,237.25058800000002,1085.16,420,4.8,415.2,30.167599999999997,24.08,0.056999999999999995,24.023,56.089999999999996,42,0.15,41.85,124.47502628000001,95.326378,0.21856548,95.10781252000001,298,372,347
Sr0.394Ca1.576Sb2O7Bi0.03,11,7,0.03,6.97,200,83,8,75,474.4374,208.9804,15.999,192.9814,745,200,60,140,9.34,3.44,0.95,2.49,20,6,2,4,41.3199814,13.618054,5.6948672,7.923186800000001,206.98200000000003,102,2.4899999999999998,99.51,459.46762,243.52,6.269412,237.25058800000002,1077.28,420,4.8,415.2,30.187299999999997,24.08,0.056999999999999995,24.023,56.089999999999996,42,0.15,41.85,124.639831752,95.326378,0.21856548,95.10781252000001,298,372,347
Ca1.97Sb2O7Bi0.03,10.999999999999998,7,0.03,6.97,162,83,8,75,386.8174,208.9804,15.999,192.9814,545,180,60,120,8.39,3.44,1,2.44,18,6,2,4,35.6251142,13.618054,6.1131552,7.504898800000001,199.89000000000001,102,2.4899999999999998,99.51,440.736072,243.52,6.269412,237.25058800000002,1069.3999999999999,420,4.8,415.2,30.206999999999997,24.08,0.056999999999999995,24.023,56.089999999999996,42,0.15,41.85,124.804637224,95.326378,0.21856548,95.10781252000001,298,372,347
K2CaP2O7Ce0.02,12.02,7,0.02,6.98,120,58,8,50,266.265061998,140.116,15.999,124.11700000000002,745,220,60,160,8.57,3.44,0.82,2.62,16,6,1,5,40.097158740000005,13.618054,4.34066354,9.27739046,145.16,56,1.16,54.84,295.017443996,111.99300000000001,2.8023200000000004,109.19068000000001,1243.7,440,3.7,436.3,31.1224,24.08,0.022400000000000003,24.057599999999997,56.04,42,0.04,41.96,131.20500428,95.326378,0.110772,95.21560600000001,298,316,358
K2CaP2O7Ce0.02Tb0.01,12.03,7,0.01,6.99,185,65,8,57,425.19041199800006,158.92535,15.999,142.92635,920,220,60,160,8.57,3.44,0,3.44,18,6,1,5,45.96095874,13.618054,4.34066354,9.27739046,145.81,56,0.65,55.35,296.606697496,111.99300000000001,1.5892535,110.40374650000001,1245.45,440,1.75,438.25,31.1224,24.08,0,24.08,56.06,42,0.02,41.98,131.26364228,95.326378,0.058638,95.26774,298,316,358
K2CaP2O7Ce0.02Tb0.04,12.059999999999999,7,0.02,6.98,185,65,8,57,425.19041199800006,158.92535,15.999,142.92635,920,220,60,160,8.57,3.44,0,3.44,18,6,1,5,45.96095874,13.618054,4.34066354,9.27739046,147.76,56,1.16,54.84,301.374457996,111.99300000000001,2.8023200000000004,109.19068000000001,1250.7,440,3.7,436.3,31.1224,24.08,0,24.08,56.12,42,0.04,41.96,131.43955628,95.326378,0.110772,95.21560600000001,298,316,358
K2CaP2O7Ce0.02Tb0.08,12.1,7,0.02,6.98,185,65,8,57,425.19041199800006,158.92535,15.999,142.92635,920,220,60,160,8.57,3.44,0,3.44,18,6,1,5,45.96095874,13.618054,4.34066354,9.27739046,150.35999999999999,56,1.16,54.84,307.731471996,111.99300000000001,2.8023200000000004,109.19068000000001,1257.7,440,3.7,436.3,31.1224,24.08,0,24.08,56.199999999999996,42,0.04,41.96,131.67410827999998,95.326378,0.110772,95.21560600000001,298,316,358
K2CaP2O7Ce0.02Tb0.12,12.139999999999999,7,0.02,6.98,185,65,8,57,425.19041199800006,158.92535,15.999,142.92635,920,220,60,160,8.57,3.44,0,3.44,18,6,1,5,45.96095874,13.618054,4.34066354,9.27739046,152.96,56,1.16,54.84,314.088485996,111.99300000000001,2.8023200000000004,109.19068000000001,1264.7,440,3.7,436.3,31.1224,24.08,0,24.08,56.28,42,0.04,41.96,131.90866028,95.326378,0.110772,95.21560600000001,298,316,358
LiY8.995Si6O26Ce0.005,42,26,0.005,25.995,122,58,3,55,280.04584,140.116,6.94,133.17600000000002,680,185,60,125,8.66,3.44,0.98,2.46,16,6,1,5,38.917311761,13.618054,5.391714761,8.226339239000001,646.0949999999999,350.80499999999995,0.29,350.51499999999993,1391.8326107999999,799.7080308,0.7005800000000001,799.0074508,3985.025,1619.1,0.925,1618.175,112.7995,89.44,0.005600000000000001,89.4344,207.995,156,0.01,155.99,464.32316346100004,354.069404,0.027693,354.041711,298,305,366
LiY8.985Si6O26Ce0.15,42.135,26,0.15,25.85,122,58,3,55,280.04584,140.116,6.94,133.17600000000002,680,185,60,125,8.66,3.44,0.98,2.46,16,6,1,5,38.917311761,13.618054,5.391714761,8.226339239000001,654.115,350.41499999999996,3,347.41499999999996,1411.2603723999998,798.8189723999999,6.94,791.8789723999998,4010.05,1617.3,27.75,1589.55,112.9497,89.44,0.168,89.27199999999999,208.255,156,0.3,155.7,465.06408786099996,354.069404,0.8307899999999999,353.23861400000004,298,305,366
LiY8.5Si6O26Ce0.5,42,26,0.5,25.5,122,58,3,55,280.04584,140.116,6.94,133.17600000000002,680,185,60,125,8.66,3.44,0.98,2.46,16,6,1,5,38.917311761,13.618054,5.391714761,8.226339239000001,655.5,331.5,3,328.5,1417.18164,755.6996399999999,6.94,748.7596399999999,3987.5,1560,92.5,1467.5,112.75,89.44,0.56,88.88,207.5,156,1,155,463.98722676100004,354.069404,2.7693,351.30010400000003,298,305,366
LiY8.5Si6O26Ce0.5,42,26,0.5,25.5,122,58,3,55,280.04584,140.116,6.94,133.17600000000002,680,185,60,125,8.66,3.44,0.98,2.46,16,6,1,5,38.917311761,13.618054,5.391714761,8.226339239000001,655.5,331.5,3,328.5,1417.18164,755.6996399999999,6.94,748.7596399999999,3987.5,1560,92.5,1467.5,112.75,89.44,0.56,88.88,207.5,156,1,155,463.98722676100004,354.069404,2.7693,351.30010400000003,350,305,366
LiY8.5Si6O26Ce0.5,42,26,0.5,25.5,122,58,3,55,280.04584,140.116,6.94,133.17600000000002,680,185,60,125,8.66,3.44,0.98,2.46,16,6,1,5,38.917311761,13.618054,5.391714761,8.226339239000001,655.5,331.5,3,328.5,1417.18164,755.6996399999999,6.94,748.7596399999999,3987.5,1560,92.5,1467.5,112.75,89.44,0.56,88.88,207.5,156,1,155,463.98722676100004,354.069404,2.7693,351.30010400000003,400,305,366
LiY8.5Si6O26Ce0.5,42,26,0.5,25.5,122,58,3,55,280.04584,140.116,6.94,133.17600000000002,680,185,60,125,8.66,3.44,0.98,2.46,16,6,1,5,38.917311761,13.618054,5.391714761,8.226339239000001,655.5,331.5,3,328.5,1417.18164,755.6996399999999,6.94,748.7596399999999,3987.5,1560,92.5,1467.5,112.75,89.44,0.56,88.88,207.5,156,1,155,463.98722676100004,354.069404,2.7693,351.30010400000003,450,305,366
LiY8.5Si6O26Ce0.5,42,26,0.5,25.5,122,58,3,55,280.04584,140.116,6.94,133.17600000000002,680,185,60,125,8.66,3.44,0.98,2.46,16,6,1,5,38.917311761,13.618054,5.391714761,8.226339239000001,655.5,331.5,3,328.5,1417.18164,755.6996399999999,6.94,748.7596399999999,3987.5,1560,92.5,1467.5,112.75,89.44,0.56,88.88,207.5,156,1,155,463.98722676100004,354.069404,2.7693,351.30010400000003,475,305,366
Ca9Y0.85P7O28Ce0.15,45,28,0.15,27.85,140,58,8,50,316.072601998,140.116,15.999,124.11700000000002,705,185,60,125,8.969999999999999,3.44,1,2.44,18,6,2,4,41.9737552,13.618054,5.5386,8.079454000000002,550.85,224,8.7,215.3,1122.077697986,447.97200000000004,21.017400000000002,426.9546,4180.75,1680,27.75,1652.25,121.85499999999999,96.32,0.168,96.15199999999999,223.85000000000002,168,0.3,167.7,515.8461718,381.305512,0.8307899999999999,380.47472200000004,298,254,366
Ca8.991Y0.85P7O28Ce0.15Mn0.001,44.992,28,0.001,27.999,165,58,8,50,371.010645998,140.116,15.999,124.11700000000002,845,185,60,125,10.52,3.44,1,2.44,25,7,2,5,49.4077732,13.618054,5.5386,8.079454000000002,550.695,224,0.025,223.975,1121.77193403,447.97200000000004,0.054938044,447.91706195600005,4179.27,1680,0.14,1679.86,121.84755,96.32,0.0015500000000000002,96.31845,223.839,168,0.007,167.993,515.7985874212001,381.305512,0.007434018000000001,381.298077982,298,254,366
Ca8.955Y0.85P7O28Ce0.15Mn0.005,44.96,28,0.005,27.995,165,58,8,50,371.010645998,140.116,15.999,124.11700000000002,845,185,60,125,10.52,3.44,1,2.44,25,7,2,5,49.4077732,13.618054,5.5386,8.079454000000002,550.075,224,0.125,223.875,1120.548878206,447.97200000000004,0.27469022,447.69730978,4173.349999999999,1680,0.7000000000000001,1679.3,121.81775,96.32,0.007750000000000001,96.31224999999999,223.79500000000002,168,0.035,167.965,515.6082499060001,381.305512,0.03717009,381.26834191,298,254,366
Ca8.91Y0.85P7O28Ce0.15Mn0.01,44.919999999999995,28,0.01,27.99,165,58,8,50,371.010645998,140.116,15.999,124.11700000000002,845,185,60,125,10.52,3.44,1,2.44,25,7,2,5,49.4077732,13.618054,5.5386,8.079454000000002,549.3000000000001,224,0.25,223.75,1119.020058426,447.97200000000004,0.54938044,447.42261956000004,4165.95,1680,1.4000000000000001,1678.6,121.7805,96.32,0.015500000000000002,96.30449999999999,223.74,168,0.07,167.93,515.3703280120001,381.305512,0.07434018,381.23117182000004,298,254,366
Ca1.97PO4ClCe0.03,8,4,0.03,3.97,118,58,8,50,262.616761998,140.116,15.999,124.11700000000002,625,185,60,125,10.91,3.44,1,2.44,22,7,2,5,48.7241252,13.618054,5.5386,8.079454000000002,105.14,39.4,1.74,37.66,213.57690199800004,78.95366,4.20348,74.75018,800.15,354.6,5.55,349.05,21.1136,13.76,0.033600000000000005,13.7264,40,24,0.06,23.94,90.13560574399999,54.472216,0.16615799999999997,54.306058,298,334,367
Ca1.965PO4ClCe0.03Eu0.005,8,4,0.005,3.995,181,63,8,55,414.580761998,151.964,15.999,135.965,810,185,60,125,10.91,3.44,0,3.44,24,7,2,5,54.3945102,13.618054,5.5386,8.079454000000002,105.355,39.300000000000004,0.315,38.98500000000001,214.136331998,78.75327000000001,0.75982,77.99345000000001,800.175,353.7,0.925,352.775,21.1086,13.76,0,13.76,40,24,0.01,23.99,90.133391893,54.472216,0.028351925,54.443864075,298,334,367
KNaCa2P2O8Ce0.04Na0.04,14.079999999999998,8,0.04,7.96,142,58,8,50,312.244600558,140.116,15.999,124.11700000000002,1105,220,60,160,10.43,3.44,0.82,2.62,18,6,1,5,50.375312140000005,13.618054,4.34066354,9.27739046,166.76,64,0.44,63.56,338.7078240472,127.992,0.9195907712000001,127.0724092288,1454.6000000000001,480,7.2,472.8,35.732,27.52,0.037200000000000004,27.4828,64.12,48,0.04,47.96,152.050961708,108.944432,0.20556306800000002,108.738868932,298,270,367
NaCaPO4Ce0.02,7.02,4,0.02,3.98,112,58,8,50,250.15653127800002,140.116,15.999,124.11700000000002,705,185,60,125,8.68,3.44,0.93,2.51,16,6,1,5,40.89557190000001,13.618054,5.1390767,8.4789773,79.16,32,1.16,30.84,160.83985127800003,63.996,2.8023200000000004,61.19368,703.7,240,3.7,236.3,17.9024,13.76,0.022400000000000003,13.7376,32.04,24,0.04,23.96,76.3219059,54.472216,0.110772,54.361444000000006,298,328,370
KSrGdP2O8Ce0.04,13.04,8,0.04,7.96,202,64,8,56,471.057061998,157.25,15.999,141.251,945,220,60,160,9.719999999999999,3.44,0.82,2.62,18,6,1,5,45.82866674,13.618054,4.34066354,9.27739046,217.32,64,2.32,61.68,479.512463996,157.25,5.604640000000001,151.64536,1287.4,480,7.4,472.6,34.9148,27.52,0.044800000000000006,27.4752,63.08,48,0.08,47.92,146.32467474,108.944432,0.221544,108.72288800000001,298,280,370
KSrGdP2O8Ce0.04Tb0.03,13.069999999999999,8,0.03,7.97,267,65,8,57,629.982411998,158.92535,15.999,142.92635,1120,220,60,160,9.719999999999999,3.44,0,3.44,20,6,1,5,51.69246674,13.618054,4.34066354,9.27739046,219.26999999999998,64,1.95,62.05,484.280224496,157.25,4.7677605000000005,152.4822395,1292.65,480,5.25,474.75,34.9148,27.52,0,27.52,63.14,48,0.06,47.94,146.50058874,108.944432,0.17591400000000001,108.768518,298,280,370
KSrGdP2O8Ce0.04Tb0.07,13.11,8,0.04,7.96,267,65,8,57,629.982411998,158.92535,15.999,142.92635,1120,220,60,160,9.719999999999999,3.44,0,3.44,20,6,1,5,51.69246674,13.618054,4.34066354,9.27739046,221.87,64,2.32,61.68,490.637238496,157.25,5.604640000000001,151.64536,1299.65,480,7.4,472.6,34.9148,27.52,0,27.52,63.22,48,0.08,47.92,146.73514074000002,108.944432,0.221544,108.72288800000001,298,280,370
KSrGdP2O8Ce0.04Mn0.03,13.069999999999999,8,0.03,7.97,227,64,8,56,525.995105998,157.25,15.999,141.251,1085,220,60,160,11.27,3.44,0.82,2.62,25,7,1,6,53.262684740000005,13.618054,4.34066354,9.27739046,218.07,64,0.75,63.25,481.160605316,157.25,1.64814132,155.60185868,1291.6000000000001,480,4.2,475.8,34.9613,27.52,0.044800000000000006,27.4752,63.29,48,0.08,47.92,146.54769528,108.944432,0.221544,108.72288800000001,298,280,370
NaCa0.98PO4Ce0.02,7,4,0.02,3.98,112,58,8,50,250.15653127800002,140.116,15.999,124.11700000000002,705,185,60,125,8.68,3.44,0.93,2.51,16,6,1,5,40.89557190000001,13.618054,5.1390767,8.4789773,78.75999999999999,32,1.16,30.84,160.038291278,63.996,2.8023200000000004,61.19368,700.1,240,3.7,236.3,17.8824,13.76,0.022400000000000003,13.7376,32,24,0.04,23.96,76.199642796,54.472216,0.110772,54.361444000000006,298,328,370
Ca9Bi0.92P7O28Ce0.08,45,28,0.08,27.92,184,83,8,75,436.147161998,208.9804,15.999,192.9814,685,185,60,125,9.649999999999999,3.44,1,2.44,20,6,2,4,43.042011200000005,13.618054,5.5386,8.079454000000002,590,224,4.64,219.36,1228.961581986,447.97200000000004,11.209280000000001,436.76272000000006,4162,1680,14.8,1665.2,122.4876,96.32,0.08960000000000001,96.23039999999999,225.76,168,0.16,167.84,516.87647352,381.305512,0.443088,380.86242400000003,298,292,370
Ca9Bi0.78P7O28Ce0.08Tb0.14,45,28,0.08,27.92,249,83,8,75,595.072511998,208.9804,15.999,192.9814,860,185,60,125,9.649999999999999,3.44,0,3.44,22,6,2,4,48.9058112,13.618054,5.5386,8.079454000000002,587.48,224,4.64,219.36,1221.9538749860003,447.97200000000004,11.209280000000001,436.76272000000006,4164.1,1680,14.8,1665.2,122.2216,96.32,0,96.32,225.34,168,0.16,167.84,516.67743328,381.305512,0.443088,380.86242400000003,298,292,370
Ca9Bi0.62P7O28Ce0.08Tb0.3,44.99999999999999,28,0.08,27.92,249,83,8,75,595.072511998,208.9804,15.999,192.9814,860,185,60,125,9.649999999999999,3.44,0,3.44,22,6,2,4,48.9058112,13.618054,5.5386,8.079454000000002,584.6,224,4.64,219.36,1213.9450669860003,447.97200000000004,11.209280000000001,436.76272000000006,4166.5,1680,14.8,1665.2,121.91760000000001,96.32,0,96.32,224.85999999999999,168,0.16,167.84,516.44995872,381.305512,0.443088,380.86242400000003,298,292,370
Ca9Bi0.47P7O28Ce0.08Tb0.45,45,28,0.08,27.92,249,83,8,75,595.072511998,208.9804,15.999,192.9814,860,185,60,125,9.649999999999999,3.44,0,3.44,22,6,2,4,48.9058112,13.618054,5.5386,8.079454000000002,581.9,224,4.64,219.36,1206.4368094860001,447.97200000000004,11.209280000000001,436.76272000000006,4168.75,1680,14.8,1665.2,121.6326,96.32,0,96.32,224.41,168,0.16,167.84,516.23670132,381.305512,0.443088,380.86242400000003,298,292,370
Ca9Bi0.32P7O28Ce0.08Tb0.6,45,28,0.08,27.92,249,83,8,75,595.072511998,208.9804,15.999,192.9814,860,185,60,125,9.649999999999999,3.44,0,3.44,22,6,2,4,48.9058112,13.618054,5.5386,8.079454000000002,579.1999999999999,224,4.64,219.36,1198.928551986,447.97200000000004,11.209280000000001,436.76272000000006,4171,1680,14.8,1665.2,121.3476,96.32,0,96.32,223.95999999999998,168,0.16,167.84,516.02344392,381.305512,0.443088,380.86242400000003,298,292,370
Ca8.89Bi0.92P7O28Ce0.08Mn0.11,45,28,0.08,27.92,209,83,8,75,491.085205998,208.9804,15.999,192.9814,825,185,60,125,11.2,3.44,1,2.44,27,7,2,5,50.476029200000006,13.618054,5.5386,8.079454000000002,590.5500000000001,224,2.75,221.25,1230.5961868260001,447.97200000000004,6.0431848399999994,441.92881516000006,4157.599999999999,1680,14.8,1665.2,122.5481,96.32,0.08960000000000001,96.23039999999999,226.31,168,0.16,167.84,517.0217684280001,381.305512,0.443088,380.86242400000003,298,292,370
Ca8.8Bi0.92P7O28Ce0.08Mn0.2,45,28,0.08,27.92,209,83,8,75,491.085205998,208.9804,15.999,192.9814,825,185,60,125,11.2,3.44,1,2.44,27,7,2,5,50.476029200000006,13.618054,5.5386,8.079454000000002,591,224,4.64,219.36,1231.9335907860002,447.97200000000004,10.9876088,436.98439120000006,4154.000000000001,1680,14.8,1665.2,122.5976,96.32,0.08960000000000001,96.23039999999999,226.76,168,0.16,167.84,517.14064608,381.305512,0.443088,380.86242400000003,298,292,370
Ca8.7Bi0.92P7O28Ce0.08Mn0.3,44.99999999999999,28,0.08,27.92,209,83,8,75,491.085205998,208.9804,15.999,192.9814,825,185,60,125,11.2,3.44,1,2.44,27,7,2,5,50.476029200000006,13.618054,5.5386,8.079454000000002,591.5,224,4.64,219.36,1233.419595186,447.97200000000004,11.209280000000001,436.76272000000006,4150,1680,14.8,1665.2,122.65259999999999,96.32,0.08960000000000001,96.23039999999999,227.26,168,0.16,167.84,517.2727323600001,381.305512,0.443088,380.86242400000003,298,292,370
Ca8.6Bi0.92P7O28Ce0.08Mn0.4,44.99999999999999,28,0.08,27.92,209,83,8,75,491.085205998,208.9804,15.999,192.9814,825,185,60,125,11.2,3.44,1,2.44,27,7,2,5,50.476029200000006,13.618054,5.5386,8.079454000000002,592,224,4.64,219.36,1234.905599586,447.97200000000004,11.209280000000001,436.76272000000006,4146,1680,14.8,1665.2,122.7076,96.32,0.08960000000000001,96.23039999999999,227.76000000000002,168,0.16,167.84,517.4048186399999,381.305512,0.443088,380.86242400000003,298,292,370
Ca8.5Bi0.92P7O28Ce0.08Mn0.5,45,28,0.08,27.92,209,83,8,75,491.085205998,208.9804,15.999,192.9814,825,185,60,125,11.2,3.44,1,2.44,27,7,2,5,50.476029200000006,13.618054,5.5386,8.079454000000002,592.5,224,4.64,219.36,1236.391603986,447.97200000000004,11.209280000000001,436.76272000000006,4142,1680,14.8,1665.2,122.7626,96.32,0.08960000000000001,96.23039999999999,228.26,168,0.16,167.84,517.53690492,381.305512,0.443088,380.86242400000003,298,292,370
Sr1.97Sb2O7Bi0.03,10.999999999999998,7,0.03,6.97,180,83,8,75,434.3594,208.9804,15.999,192.9814,565,200,60,140,8.34,3.44,0.95,2.49,18,6,2,4,35.2068262,13.618054,5.6948672,7.923186800000001,235.35000000000002,102,2.4899999999999998,99.51,534.393812,243.52,6.269412,237.25058800000002,1108.8,420,4.8,415.2,30.108499999999996,24.08,0.056999999999999995,24.023,56.089999999999996,42,0.15,41.85,123.980609864,95.326378,0.21856548,95.10781252000001,298,372,372
Sr1.773Ca0.197Sb2O7Bi0.03,10.999999999999998,7,0.03,6.97,200,83,8,75,474.4374,208.9804,15.999,192.9814,745,200,60,140,9.34,3.44,0.95,2.49,20,6,2,4,41.3199814,13.618054,5.6948672,7.923186800000001,231.804,102,2.4899999999999998,99.51,525.028038,243.52,6.269412,237.25058800000002,1104.86,420,4.8,415.2,30.118349999999996,24.08,0.056999999999999995,24.023,56.089999999999996,42,0.15,41.85,124.06301260000001,95.326378,0.21856548,95.10781252000001,298,372,372
Sr1.576Ca0.394Sb2O7Bi0.03,11,7,0.03,6.97,200,83,8,75,474.4374,208.9804,15.999,192.9814,745,200,60,140,9.34,3.44,0.95,2.49,20,6,2,4,41.3199814,13.618054,5.6948672,7.923186800000001,228.258,102,2.4899999999999998,99.51,515.662264,243.52,6.269412,237.25058800000002,1100.9199999999998,420,4.8,415.2,30.128199999999996,24.08,0.056999999999999995,24.023,56.089999999999996,42,0.15,41.85,124.145415336,95.326378,0.21856548,95.10781252000001,298,372,372
Sr1.182Ca0.788Sb2O7Bi0.03,10.999999999999998,7,0.03,6.97,200,83,8,75,474.4374,208.9804,15.999,192.9814,745,200,60,140,9.34,3.44,0.95,2.49,20,6,2,4,41.3199814,13.618054,5.6948672,7.923186800000001,221.166,102,2.4899999999999998,99.51,496.930716,243.52,6.269412,237.25058800000002,1093.04,420,4.8,415.2,30.147899999999996,24.08,0.056999999999999995,24.023,56.089999999999996,42,0.15,41.85,124.310220808,95.326378,0.21856548,95.10781252000001,298,372,372
Sr3GdP3O12Ce0.006,19.006,12,0.006,11.994,183,64,8,56,431.958761998,157.25,15.999,141.251,725,200,60,140,8.899999999999999,3.44,0.95,2.49,17,6,2,4,41.4880032,13.618054,5.5386,8.079454000000002,319.348,114,0.34800000000000003,113.652,705.859981994,262.86,0.8406960000000001,262.01930400000003,1801.11,720,1.11,718.89,51.90672000000001,41.28,0.006720000000000001,41.27328,95.012,72,0.012,71.988,218.1443352,163.416648,0.0332316,163.38341640000002,298,310,374
Sr3GdP3O12Ce0.006Mn0.01,19.016000000000002,12,0.006,11.994,208,64,8,56,486.896805998,157.25,15.999,141.251,865,200,60,140,10.45,3.44,0.95,2.49,24,7,2,5,48.9220212,13.618054,5.5386,8.079454000000002,319.598,114,0.25,113.75,706.4093624340001,262.86,0.54938044,262.31061956,1802.51,720,1.11,718.89,51.92222000000001,41.28,0.006720000000000001,41.27328,95.082,72,0.012,71.988,218.21867538,163.416648,0.0332316,163.38341640000002,298,310,374
Sr3GdP3O12Ce0.006Mn0.03,19.036,12,0.006,11.994,208,64,8,56,486.896805998,157.25,15.999,141.251,865,200,60,140,10.45,3.44,0.95,2.49,24,7,2,5,48.9220212,13.618054,5.5386,8.079454000000002,320.098,114,0.34800000000000003,113.652,707.508123314,262.86,0.8406960000000001,262.01930400000003,1805.31,720,1.11,718.89,51.95322000000001,41.28,0.006720000000000001,41.27328,95.222,72,0.012,71.988,218.36735574,163.416648,0.0332316,163.38341640000002,298,310,374
