Formula,Atomic Ratio_sum,Atomic Ratio_max,Atomic Ratio_min,Atomic Ratio_diff,Atomic Number_sum,Atomic Number_max,Atomic Number_min,Atomic Number_diff,Atomic Weight_sum,Atomic Weight_max,Atomic Weight_min,Atomic Weight_diff,Atomic Radius_sum,Atomic Radius_max,Atomic Radius_min,Atomic Radius_diff,EN pauling_sum,EN pauling_max,EN pauling_min,EN pauling_diff,Valence Electron_sum,Valence Electron_max,Valence Electron_min,Valence Electron_diff,Ionization Energy_sum,Ionization Energy_max,Ionization Energy_min,Ionization Energy_diff,ARW_Atomic Number_sum,ARW_Atomic Number_max,ARW_Atomic Number_min,ARW_Atomic Number_diff,ARW_Atomic Weight_sum,ARW_Atomic Weight_max,ARW_Atomic Weight_min,ARW_Atomic Weight_diff,ARW_Atomic Radius_sum,ARW_Atomic Radius_max,ARW_Atomic Radius_min,ARW_Atomic Radius_diff,ARW_EN pauling_sum,ARW_EN pauling_max,ARW_EN pauling_min,ARW_EN pauling_diff,ARW_Valence Electron_sum,ARW_Valence Electron_max,ARW_Valence Electron_min,ARW_Valence Electron_diff,ARW_Ionization Energy_sum,ARW_Ionization Energy_max,ARW_Ionization Energy_min,ARW_Ionization Energy_diff,Temperature (K),Excitation source (nm),Emission peak (nm)
Ca4Y6Si6O25Ce0.1Eu0.01,41.11,25,0.01,24.99,202,63,8,55,465.14784000000003,151.964,15.999,135.965,900,185,60,125,8.68,3.44,0,3.44,19,6,2,4,45.309137199999995,13.618054,5.5386,8.079454000000002,604.43,234,0.63,233.37,1277.76328,533.43504,1.51964,531.9154,3980.35,1500,1.85,1498.15,108.832,86,0,86,200.22,150,0.02,149.98,451.72819265000004,340.45135000000005,0.05670385,340.39464615,298,356,426
Ca4Y6Si6O25Ce0.1Eu0.03,41.13,25,0.03,24.97,202,63,8,55,465.14784000000003,151.964,15.999,135.965,900,185,60,125,8.68,3.44,0,3.44,19,6,2,4,45.309137199999995,13.618054,5.5386,8.079454000000002,605.6899999999999,234,1.89,232.11,1280.8025599999999,533.43504,4.55892,528.87612,3984.05,1500,5.55,1494.45,108.832,86,0,86,200.26,150,0.06,149.94,451.84160035,340.45135000000005,0.17011154999999997,340.28123845000005,298,356,426
Ba9Lu1.9Si6O24Ce0.1,41,24,0.1,23.9,207,71,8,63,496.4938000000001,174.9668,15.999,158.9678,745,215,60,155,8.350000000000001,3.44,0.89,2.55,16,6,2,4,37.945872,13.618054,5.211664,8.406390000000002,920.6999999999999,504,5.800000000000001,498.2,2134.8775199999995,1235.943,14.011600000000001,1221.9314,4386,1935,18.5,1916.5,103.982,82.56,0.11200000000000002,82.44800000000001,190,144,0.2,143.8,433.5113849,326.833296,0.55386,326.27943600000003,298,333,426
Ba8.98Lu1.9Si6O24Ce0.1Mn0.02,41.00000000000001,24,0.02,23.98,232,71,8,63,551.4318440000001,174.9668,15.999,158.9678,885,215,60,155,9.900000000000002,3.44,0.89,2.55,23,7,2,5,45.37989,13.618054,5.211664,8.406390000000002,920.0799999999999,502.88,0.5,502.38,2133.22974088,1233.1964600000001,1.09876088,1232.09769912,4384.5,1930.7,2.8000000000000003,1927.9,103.99520000000001,82.56,0.031000000000000003,82.529,190.09999999999997,144,0.14,143.86,433.55583198000005,326.833296,0.14868036,326.68461564,298,333,426
NaCa0.995BO3Ce0.005,6,3,0.005,2.995,102,58,5,53,229.99276928,140.116,10.81,129.306,690,185,60,125,8.530000000000001,3.44,0.93,2.51,14,6,1,5,38.706904900000005,13.618054,5.1390767,8.4789773,60.19,24,0.29,23.71,122.37495928000001,47.997,0.7005800000000001,47.29642,625.025,180,0.925,179.075,14.2906,10.32,0.005600000000000001,10.314400000000001,24.000000000000004,18,0.01,17.99,60.401540124,40.854162,0.027693,40.826469,298,347,427
NaCa0.99BO3Ce0.01,6,3,0.01,2.99,102,58,5,53,229.99276928,140.116,10.81,129.306,690,185,60,125,8.530000000000001,3.44,0.93,2.51,14,6,1,5,38.706904900000005,13.618054,5.1390767,8.4789773,60.379999999999995,24,0.58,23.42,122.87514928000002,47.997,1.4011600000000002,46.59584,625.0500000000001,180,1.85,178.15,14.291200000000002,10.32,0.011200000000000002,10.3088,24,18,0.02,17.98,60.398667348000004,40.854162,0.055386,40.798776000000004,298,347,427
NaCa0.98BO3Ce0.02,6,3,0.02,2.98,102,58,5,53,229.99276928,140.116,10.81,129.306,690,185,60,125,8.530000000000001,3.44,0.93,2.51,14,6,1,5,38.706904900000005,13.618054,5.1390767,8.4789773,60.76,24,1.16,22.84,123.87552928,47.997,2.8023200000000004,45.19468,625.1,180,3.7,176.3,14.292399999999999,10.32,0.022400000000000003,10.297600000000001,24,18,0.04,17.96,60.392921795999996,40.854162,0.110772,40.743390000000005,298,347,427
NaCa0.96BO3Ce0.04,6,3,0.04,2.96,102,58,5,53,229.99276928,140.116,10.81,129.306,690,185,60,125,8.530000000000001,3.44,0.93,2.51,14,6,1,5,38.706904900000005,13.618054,5.1390767,8.4789773,61.52,24,2.32,21.68,125.87628928000001,47.997,5.604640000000001,42.39236,625.1999999999999,180,7.4,172.6,14.2948,10.32,0.044800000000000006,10.2752,24,18,0.08,17.92,60.381430692,40.854162,0.221544,40.632618,298,347,427
NaCa0.95BO3Ce0.05,6,3,0.05,2.95,102,58,5,53,229.99276928,140.116,10.81,129.306,690,185,60,125,8.530000000000001,3.44,0.93,2.51,14,6,1,5,38.706904900000005,13.618054,5.1390767,8.4789773,61.9,24,2.9000000000000004,21.1,126.87666928000002,47.997,7.005800000000001,40.9912,625.25,180,9.25,170.75,14.296,10.32,0.05600000000000001,10.264000000000001,24,18,0.1,17.9,60.37568514,40.854162,0.27693,40.577232,298,347,427
Li1.05Sr3.9B3O9Ce0.05,17,9,0.05,8.95,112,58,3,55,261.485,140.116,6.94,133.17600000000002,675,200,60,140,8.530000000000001,3.44,0.95,2.49,14,6,1,5,38.54125496100001,13.618054,5.391714761,8.226339239000001,241.25,148.2,2.9000000000000004,145.29999999999998,532.4318000000001,341.718,7.005800000000001,334.7122,1736.5,780,9.25,770.75,41.87,30.96,0.05600000000000001,30.904,71.94999999999999,54,0.1,53.9,175.60475557905,122.562486,0.27693,122.28555600000001,298,342,427
Sr7.76Mg0.8Zn0.2LaP7O28Eu0.03,44.79,28,0.03,27.97,223,63,8,55,515.147231998,151.964,15.999,135.965,1025,200,60,140,10.639999999999999,3.44,0,3.44,32,12,2,10,58.08732620000001,13.618054,5.5769,8.041154,698.37,294.88,1.89,292.99,1520.7039239859998,679.9312,4.55892,675.37228,4279.55,1680,5.55,1674.45,121.5,96.32,0,96.32,225.58,168,0.06,167.94,512.647322822,381.305512,0.17011154999999997,381.13540045,298,350,427
Sr7.76Mg0.5Zn0.5LaP7O28Eu0.03,44.79,28,0.03,27.97,223,63,8,55,515.147231998,151.964,15.999,135.965,1025,200,60,140,10.639999999999999,3.44,0,3.44,32,12,2,10,58.08732620000001,13.618054,5.5769,8.041154,703.77,294.88,1.89,292.99,1533.026423986,679.9312,4.55892,675.37228,4275.05,1680,5.55,1674.45,121.60199999999999,96.32,0,96.32,228.57999999999998,168,0.06,167.94,513.1717120220001,381.305512,0.17011154999999997,381.13540045,298,350,427
Sr7.76Mg0.2Zn0.8LaP7O28Eu0.03,44.79,28,0.03,27.97,223,63,8,55,515.147231998,151.964,15.999,135.965,1025,200,60,140,10.639999999999999,3.44,0,3.44,32,12,2,10,58.08732620000001,13.618054,5.5769,8.041154,709.17,294.88,1.89,292.99,1545.3489239859998,679.9312,4.55892,675.37228,4270.55,1680,5.55,1674.45,121.704,96.32,0,96.32,231.58,168,0.06,167.94,513.696101222,381.305512,0.17011154999999997,381.13540045,298,350,427
Sr7.76ZnLaP7O28Eu0.03,44.79,28,0.03,27.97,211,63,8,55,490.84223199800005,151.964,15.999,135.965,875,200,60,140,9.33,3.44,0,3.44,30,12,2,10,50.4410912,13.618054,5.5769,8.041154,712.77,294.88,1.89,292.99,1553.563923986,679.9312,4.55892,675.37228,4267.55,1680,5.55,1674.45,121.77199999999999,96.32,0,96.32,233.57999999999998,168,0.06,167.94,514.045694022,381.305512,0.17011154999999997,381.13540045,298,350,427
Mg3P2O8Eu0.04,13.04,8,0.04,7.96,98,63,8,55,223.24176199800002,151.964,15.999,135.965,495,185,60,125,6.9399999999999995,3.44,0,3.44,15,6,2,4,37.42136,13.618054,5.670385,7.947669000000001,132.52,64,2.52,61.48,268.933083996,127.992,6.07856,121.91344000000001,1137.4,480,7.4,472.6,35.83,27.52,0,27.52,64.08,48,0.08,47.92,153.0833244,108.944432,0.2268154,108.7176166,298,378,427
Mg3P2O8Eu0.04Mn0.015,13.055,8,0.015,7.985,123,63,8,55,278.179805998,151.964,15.999,135.965,635,185,60,125,8.49,3.44,0,3.44,22,7,2,5,44.855378,13.618054,5.670385,7.947669000000001,132.895,64,0.375,63.625,269.757154656,127.992,0.82407066,127.16792934,1139.5,480,2.1,477.9,35.853249999999996,27.52,0,27.52,64.185,48,0.08,47.92,153.19483467,108.944432,0.11151027,108.83292173000001,298,378,427
Mg3P2O8Eu0.04Mn0.03,13.069999999999999,8,0.03,7.97,123,63,8,55,278.179805998,151.964,15.999,135.965,635,185,60,125,8.49,3.44,0,3.44,22,7,2,5,44.855378,13.618054,5.670385,7.947669000000001,133.27,64,0.75,63.25,270.581225316,127.992,1.64814132,126.34385868000001,1141.6000000000001,480,4.2,475.8,35.8765,27.52,0,27.52,64.28999999999999,48,0.08,47.92,153.30634494,108.944432,0.22302054,108.72141146000001,298,378,427
Mg3P2O8Eu0.04Mn0.06,13.1,8,0.04,7.96,123,63,8,55,278.179805998,151.964,15.999,135.965,635,185,60,125,8.49,3.44,0,3.44,22,7,2,5,44.855378,13.618054,5.670385,7.947669000000001,134.02,64,1.5,62.5,272.229366636,127.992,3.29628264,124.69571736,1145.8000000000002,480,7.4,472.6,35.923,27.52,0,27.52,64.5,48,0.08,47.92,153.52936548,108.944432,0.2268154,108.7176166,298,378,427
Ba2Y2.99Si3O12FCe0.01,21.000000000000004,12,0.01,11.99,184,58,8,50,429.431243163,140.116,15.999,124.11700000000002,800,215,50,165,12.55,3.98,0.89,3.09,24,7,2,5,56.160081000000005,17.42282,5.211664,12.211156000000003,376.19,116.61000000000001,0.58,116.03000000000002,837.125024763,274.654,1.4011600000000002,273.25284,2070.0499999999997,720,1.85,718.15,56.399,41.28,0.011200000000000002,41.2688,103.99,72,0.02,71.98,234.36283840000002,163.416648,0.055386,163.361262,298,355,428
Ca1.9Gd8Si6O26Ce0.05,41.949999999999996,26,0.05,25.95,164,64,8,56,381.528,157.25,15.999,141.251,715,185,60,125,8.66,3.44,1,2.44,16,6,2,4,39.571288200000005,13.618054,5.5386,8.079454000000002,844.9,512,2.9000000000000004,509.1,1925.638,1258,7.005800000000001,1250.9942,4011.25,1560,9.25,1550.75,112.396,89.44,0.05600000000000001,89.384,199.9,156,0.1,155.9,464.06979488,354.069404,0.27693,353.792474,298,352,428
Ca5P3O12ClCe0.08,21.08,12,0.08,11.92,118,58,8,50,262.616761998,140.116,15.999,124.11700000000002,625,185,60,125,10.91,3.44,1,2.44,22,7,2,5,48.7241252,13.618054,5.5386,8.079454000000002,262.64,100,4.64,95.36,531.9585659940001,200.39000000000001,11.209280000000001,189.18072,2034.8,900,14.8,885.2,56.0996,41.28,0.08960000000000001,41.190400000000004,104.16,72,0.16,71.84,238.85320000000002,163.416648,0.443088,162.97356000000002,298,340,428
Ca5P3O12ClCe0.08Tb0.005,21.084999999999997,12,0.005,11.995,183,65,8,57,421.542111998,158.92535,15.999,142.92635,800,185,60,125,10.91,3.44,0,3.44,24,7,2,5,54.5879252,13.618054,5.5386,8.079454000000002,262.965,100,0.325,99.675,532.7531927440001,200.39000000000001,0.79462675,199.59537325000002,2035.675,900,0.875,899.125,56.0996,41.28,0,41.28,104.17,72,0.01,71.99,238.882519,163.416648,0.029319,163.38732900000002,298,340,428
Ca5P3O12ClCe0.08Tb0.01,21.09,12,0.01,11.99,183,65,8,57,421.542111998,158.92535,15.999,142.92635,800,185,60,125,10.91,3.44,0,3.44,24,7,2,5,54.5879252,13.618054,5.5386,8.079454000000002,263.28999999999996,100,0.65,99.35,533.5478194940001,200.39000000000001,1.5892535,198.8007465,2036.55,900,1.75,898.25,56.0996,41.28,0,41.28,104.17999999999999,72,0.02,71.98,238.91183800000002,163.416648,0.058638,163.35801,298,340,428
Ca5P3O12ClCe0.08Mn0.01,21.09,12,0.01,11.99,143,58,8,50,317.554805998,140.116,15.999,124.11700000000002,765,185,60,125,12.46,3.44,1,2.44,29,7,2,5,56.158143200000005,13.618054,5.5386,8.079454000000002,262.89,100,0.25,99.75,532.5079464340001,200.39000000000001,0.54938044,199.84061956000002,2036.2,900,1.4000000000000001,898.6,56.115100000000005,41.28,0.015500000000000002,41.2645,104.22999999999999,72,0.07,71.93,238.92754018000002,163.416648,0.07434018,163.34230782,298,340,428
Ca5P3O12ClCe0.08Mn0.03,21.11,12,0.03,11.97,143,58,8,50,317.554805998,140.116,15.999,124.11700000000002,765,185,60,125,12.46,3.44,1,2.44,29,7,2,5,56.158143200000005,13.618054,5.5386,8.079454000000002,263.39,100,0.75,99.25,533.6067073140001,200.39000000000001,1.64814132,198.74185868,2039,900,4.2,895.8,56.146100000000004,41.28,0.0465,41.2335,104.36999999999999,72,0.16,71.84,239.07622054,163.416648,0.22302054,163.19362746000002,298,340,428
Ca5P3O12ClCe0.08Mn0.05,21.13,12,0.05,11.95,143,58,8,50,317.554805998,140.116,15.999,124.11700000000002,765,185,60,125,12.46,3.44,1,2.44,29,7,2,5,56.158143200000005,13.618054,5.5386,8.079454000000002,263.89,100,1.25,98.75,534.7054681940001,200.39000000000001,2.7469022,197.64309780000002,2041.8,900,7,893,56.1771,41.28,0.07750000000000001,41.2025,104.50999999999999,72,0.16,71.84,239.22490090000002,163.416648,0.3717009,163.0449471,298,340,428
Ca5P3O12ClCe0.08Mn0.08,21.159999999999997,12,0.08,11.92,143,58,8,50,317.554805998,140.116,15.999,124.11700000000002,765,185,60,125,12.46,3.44,1,2.44,29,7,2,5,56.158143200000005,13.618054,5.5386,8.079454000000002,264.64,100,2,98,536.353609514,200.39000000000001,4.39504352,195.99495648,2046,900,11.200000000000001,888.8,56.223600000000005,41.28,0.08960000000000001,41.190400000000004,104.72,72,0.16,71.84,239.44792144000002,163.416648,0.443088,162.97356000000002,298,340,428
Ca11Si4O22B2Ce0.02,39.02,22,0.02,21.98,105,58,5,53,235.08800000000002,140.116,10.81,129.306,620,185,60,125,9.5,3.44,1,2.44,17,6,2,4,41.7195112,13.618054,5.5386,8.079454000000002,463.16,220,1.16,218.84,929.5983200000002,440.85800000000006,2.8023200000000004,438.05568000000005,3913.7,1980,3.7,1976.3,98.3824,75.67999999999999,0.022400000000000003,75.65759999999999,176.04,132,0.04,131.96,416.15543720000005,299.597188,0.110772,299.486416,298,353,430
KSr0.995Eu0.005,2,1,0.005,0.995,120,63,19,44,278.6823,151.964,39.0983,112.8657,605,220,185,35,1.77,0.95,0,0.95,5,2,1,1,15.70591574,5.6948672,4.34066354,1.3542036599999996,57.125,37.81,0.315,37.495000000000005,127.04002000000001,87.1819,0.75982,86.42208,419.925,220,0.925,219.075,1.76525,0.9452499999999999,0,0.9452499999999999,3,1.99,0.01,1.98,10.035408329000001,5.666392864,0.028351925,5.638040939,298,365,430
Ca1.99Gd7.6Si6O26Ce0.05Mn0.005,41.645,26,0.005,25.995,189,64,8,56,436.466044,157.25,15.999,141.251,855,185,60,125,10.21,3.44,1,2.44,23,7,2,5,47.00530620000001,13.618054,5.5386,8.079454000000002,821.2249999999999,486.4,0.125,486.275,1866.6197102199997,1195.1,0.27469022,1194.82530978,3956.1499999999996,1560,0.7000000000000001,1559.3,112.01374999999999,89.44,0.007750000000000001,89.43225,199.315,156,0.035,155.965,462.19723053800004,354.069404,0.03717009,354.03223391,298,352,430
Ca1.98Gd7.6Si6O26Ce0.05Mn0.01,41.63999999999999,26,0.01,25.99,189,64,8,56,436.466044,157.25,15.999,141.251,855,185,60,125,10.21,3.44,1,2.44,23,7,2,5,47.00530620000001,13.618054,5.5386,8.079454000000002,821.15,486.4,0.25,486.15,1866.4936204399999,1195.1,0.54938044,1194.5506195599999,3955.05,1560,1.4000000000000001,1558.6,112.0115,89.44,0.015500000000000002,89.4245,199.32999999999998,156,0.07,155.93,462.173269076,354.069404,0.07434018,353.99506382000004,298,352,430
Ca1.97Gd7.6Si6O26Ce0.05Mn0.015,41.635,26,0.015,25.985,189,64,8,56,436.466044,157.25,15.999,141.251,855,185,60,125,10.21,3.44,1,2.44,23,7,2,5,47.00530620000001,13.618054,5.5386,8.079454000000002,821.0749999999999,486.4,0.375,486.025,1866.3675306599996,1195.1,0.82407066,1194.27592934,3953.95,1560,2.1,1557.9,112.00925,89.44,0.02325,89.41675,199.34499999999997,156,0.1,155.9,462.149307614,354.069404,0.11151027,353.95789373,298,352,430
Ca1.96Gd7.6Si6O26Ce0.05Mn0.02,41.63,26,0.02,25.98,189,64,8,56,436.466044,157.25,15.999,141.251,855,185,60,125,10.21,3.44,1,2.44,23,7,2,5,47.00530620000001,13.618054,5.5386,8.079454000000002,821,486.4,0.5,485.9,1866.2414408799998,1195.1,1.09876088,1194.0012391199998,3952.8500000000004,1560,2.8000000000000003,1557.2,112.00699999999999,89.44,0.031000000000000003,89.40899999999999,199.35999999999999,156,0.1,155.9,462.125346152,354.069404,0.14868036,353.92072364,298,352,430
Ca1.94Gd7.6Si6O26Ce0.05Mn0.03,41.62,26,0.03,25.97,189,64,8,56,436.466044,157.25,15.999,141.251,855,185,60,125,10.21,3.44,1,2.44,23,7,2,5,47.00530620000001,13.618054,5.5386,8.079454000000002,820.8499999999999,486.4,0.75,485.65,1865.9892613199997,1195.1,1.64814132,1193.45185868,3950.6499999999996,1560,4.2,1555.8,112.00249999999998,89.44,0.0465,89.3935,199.39,156,0.1,155.9,462.07742322800004,354.069404,0.22302054,353.84638346,298,352,430
Ca1.9Gd7.6Si6O26Ce0.05Mn0.05,41.599999999999994,26,0.05,25.95,189,64,8,56,436.466044,157.25,15.999,141.251,855,185,60,125,10.21,3.44,1,2.44,23,7,2,5,47.00530620000001,13.618054,5.5386,8.079454000000002,820.55,486.4,1.25,485.15,1865.4849021999999,1195.1,2.7469022,1192.3530978,3946.25,1560,7,1553,111.9935,89.44,0.05600000000000001,89.384,199.45,156,0.1,155.9,461.98157738000003,354.069404,0.27693,353.792474,298,352,430
Ca1.8Gd7.6Si6O26Ce0.05Mn0.1,41.55,26,0.05,25.95,189,64,8,56,436.466044,157.25,15.999,141.251,855,185,60,125,10.21,3.44,1,2.44,23,7,2,5,47.00530620000001,13.618054,5.5386,8.079454000000002,819.8,486.4,2.5,483.9,1864.2240043999998,1195.1,5.4938044,1189.6061955999999,3935.25,1560,9.25,1550.75,111.97099999999999,89.44,0.05600000000000001,89.384,199.6,156,0.1,155.9,461.74196276000004,354.069404,0.27693,353.792474,298,352,430
Ca1.64Gd7.6Si6O26Ce0.05Mn0.18,41.47,26,0.05,25.95,189,64,8,56,436.466044,157.25,15.999,141.251,855,185,60,125,10.21,3.44,1,2.44,23,7,2,5,47.00530620000001,13.618054,5.5386,8.079454000000002,818.5999999999999,486.4,2.9000000000000004,483.5,1862.2065679199998,1195.1,7.005800000000001,1188.0942,3917.6499999999996,1560,9.25,1550.75,111.93499999999999,89.44,0.05600000000000001,89.384,199.84,156,0.1,155.9,461.35857936800005,354.069404,0.27693,353.792474,298,352,430
Ca1.5Gd7.6Si6O26Ce0.05Mn0.25,41.4,26,0.05,25.95,189,64,8,56,436.466044,157.25,15.999,141.251,855,185,60,125,10.21,3.44,1,2.44,23,7,2,5,47.00530620000001,13.618054,5.5386,8.079454000000002,817.55,486.4,2.9000000000000004,483.5,1860.4413109999998,1195.1,7.005800000000001,1188.0942,3902.25,1560,9.25,1550.75,111.9035,89.44,0.05600000000000001,89.384,200.04999999999998,156,0.1,155.9,461.0231189,354.069404,0.27693,353.792474,298,352,430
NaBa4Al2B8O18Cl3Ce0.09,36.09,18,0.09,17.91,168,58,5,53,389.67330777999996,140.116,10.81,129.306,950,215,60,155,13.190000000000001,3.44,0.89,2.55,24,7,1,6,56.7588121,13.618054,5.1390767,8.4789773,501.22,224,5.22,218.78,1119.68328628,549.308,12.61044,536.69756,3366.65,1080,16.65,1063.35,95.53080000000001,61.92,0.1008,61.8192,168.18,108,0.18,107.82,388.8677575,245.124972,0.498474,244.62649800000003,298,323,430
NaBa4Al2B8O18Cl3Ce0.09Tb0.01,36.1,18,0.01,17.99,233,65,5,60,548.5986577799999,158.92535,10.81,148.11535,1125,215,60,155,13.190000000000001,3.44,0,3.44,26,7,1,6,62.6226121,13.618054,5.1390767,8.4789773,501.87,224,0.65,223.35,1121.27253978,549.308,1.5892535,547.7187465,3368.4,1080,1.75,1078.25,95.53080000000001,61.92,0,61.92,168.20000000000002,108,0.02,107.98,388.92639549999996,245.124972,0.058638,245.066334,298,323,430
Ca10.78Si4O22B2Ce0.02,38.800000000000004,22,0.02,21.98,105,58,5,53,235.08800000000002,140.116,10.81,129.306,620,185,60,125,9.5,3.44,1,2.44,17,6,2,4,41.7195112,13.618054,5.5386,8.079454000000002,458.76000000000005,215.6,1.16,214.44,920.7811600000001,432.04084,2.8023200000000004,429.23852,3874.0999999999995,1940.3999999999999,3.7,1936.6999999999998,98.16239999999999,75.67999999999999,0.022400000000000003,75.65759999999999,175.6,132,0.04,131.96,414.81054305600003,299.597188,0.110772,299.486416,298,353,430
BaGd2O4Bi0.08,7.08,4,0.08,3.92,211,83,8,75,519.5564,208.9804,15.999,192.9814,615,215,60,155,7.43,3.44,0.89,2.55,15,6,2,4,32.26503,13.618054,5.211664,8.406390000000002,222.64,128,6.640000000000001,121.36,532.541432,314.5,16.718432,297.781568,827.8,360,12.8,347.2,17.202,13.76,0.152,13.608,30.4,24,0.4,23.6,72.56631328,54.472216,0.58284128,53.889374720000006,298,337,432
BaGd2O4Bi0.08Eu0.01,7.09,4,0.01,3.99,274,83,8,75,671.5204000000001,208.9804,15.999,192.9814,800,215,60,155,7.43,3.44,0,3.44,17,6,2,4,37.935415000000006,13.618054,5.211664,8.406390000000002,223.26999999999998,128,0.63,127.37,534.061072,314.5,1.51964,312.98036,829.65,360,1.85,358.15,17.202,13.76,0,13.76,30.419999999999998,24,0.02,23.98,72.62301713000001,54.472216,0.05670385,54.415512150000005,298,337,432
BaGd2O4Bi0.08Eu0.02,7.1,4,0.02,3.98,274,83,8,75,671.5204000000001,208.9804,15.999,192.9814,800,215,60,155,7.43,3.44,0,3.44,17,6,2,4,37.935415000000006,13.618054,5.211664,8.406390000000002,223.89999999999998,128,1.26,126.74,535.580712,314.5,3.03928,311.46072,831.5,360,3.7,356.3,17.202,13.76,0,13.76,30.439999999999998,24,0.04,23.96,72.67972098,54.472216,0.1134077,54.3588083,298,337,432
BaGd2O4Bi0.08Eu0.08,7.16,4,0.08,3.92,274,83,8,75,671.5204000000001,208.9804,15.999,192.9814,800,215,60,155,7.43,3.44,0,3.44,17,6,2,4,37.935415000000006,13.618054,5.211664,8.406390000000002,227.67999999999998,128,5.04,122.96,544.698552,314.5,12.15712,302.34288,842.5999999999999,360,12.8,347.2,17.202,13.76,0,13.76,30.56,24,0.16,23.84,73.01994408,54.472216,0.4536308,54.018585200000004,298,337,432
K0.9Na0.1Sr0.995Eu0.005,2,0.995,0.005,0.99,131,63,11,52,301.67206928,151.964,22.98976928,128.97423072,785,220,180,40,2.7,0.95,0,0.95,6,2,1,1,20.844992440000002,5.6948672,4.34066354,1.3542036599999996,56.325,37.81,0.315,37.495000000000005,125.42916692800001,87.1819,0.75982,86.42208,415.925,199,0.925,198.075,1.7762499999999999,0.9452499999999999,0,0.9452499999999999,3,1.99,0.01,1.98,10.115249645,5.666392864,0.028351925,5.638040939,298,365,434
Sr3B2O6Ce0.01,11.01,6,0.01,5.99,109,58,5,53,254.54500000000002,140.116,10.81,129.306,530,200,60,140,7.55,3.44,0.95,2.49,13,6,2,4,33.149540200000004,13.618054,5.5386,8.079454000000002,172.58,114,0.58,113.42,381.87516000000005,262.86,1.4011600000000002,261.45884,1131.85,600,1.85,598.15,27.5812,20.64,0.011200000000000002,20.628800000000002,48.02,36,0.02,35.98,115.44434960000001,81.708324,0.055386,81.652938,298,351,434
Sr3B2O6Ce0.01Eu0.001,11.011,6,0.001,5.999,172,63,5,58,406.509,151.964,10.81,141.154,715,200,60,140,7.55,3.44,0,3.44,15,6,2,4,38.8199252,13.618054,5.5386,8.079454000000002,172.643,114,0.063,113.937,382.0271240000001,262.86,0.151964,262.708036,1132.0349999999999,600,0.185,599.815,27.5812,20.64,0,20.64,48.022000000000006,36,0.002,35.998,115.45001998500001,81.708324,0.005670385,81.702653615,298,351,434
Sr3B2O6Ce0.01Eu0.0015,11.0115,6,0.0015,5.9985,172,63,5,58,406.509,151.964,10.81,141.154,715,200,60,140,7.55,3.44,0,3.44,15,6,2,4,38.8199252,13.618054,5.5386,8.079454000000002,172.67450000000002,114,0.0945,113.9055,382.103106,262.86,0.227946,262.63205400000004,1132.1274999999998,600,0.2775,599.7225,27.5812,20.64,0,20.64,48.023,36,0.003,35.997,115.45285517750001,81.708324,0.0085055775,81.6998184225,298,351,434
Sr3B2O6Ce0.01Eu0.002,11.012,6,0.002,5.998,172,63,5,58,406.509,151.964,10.81,141.154,715,200,60,140,7.55,3.44,0,3.44,15,6,2,4,38.8199252,13.618054,5.5386,8.079454000000002,172.70600000000002,114,0.126,113.874,382.17908800000004,262.86,0.303928,262.55607200000003,1132.2199999999998,600,0.37,599.63,27.5812,20.64,0,20.64,48.024,36,0.004,35.996,115.45569037000001,81.708324,0.01134077,81.69698323,298,351,434
Sr3B2O6Ce0.01Eu0.0025,11.0125,6,0.0025,5.9975,172,63,5,58,406.509,151.964,10.81,141.154,715,200,60,140,7.55,3.44,0,3.44,15,6,2,4,38.8199252,13.618054,5.5386,8.079454000000002,172.7375,114,0.1575,113.8425,382.25507000000005,262.86,0.37991,262.48009,1132.3125,600,0.4625,599.5375,27.5812,20.64,0,20.64,48.025000000000006,36,0.005,35.995,115.45852556250001,81.708324,0.0141759625,81.6941480375,298,351,434
Ba2Y2.97Si3O12FCe0.03,21,12,0.03,11.97,184,58,8,50,429.431243163,140.116,15.999,124.11700000000002,800,215,50,165,12.55,3.98,0.89,3.09,24,7,2,5,56.160081000000005,17.42282,5.211664,12.211156000000003,376.57000000000005,115.83000000000001,1.74,114.09000000000002,838.1492279629999,274.654,4.20348,270.45052,2070.15,720,5.55,714.45,56.397,41.28,0.033600000000000005,41.2464,103.97,72,0.06,71.94,234.34926520000002,163.416648,0.16615799999999997,163.25049,298,355,435
Ca4ZrGe3O12Eu0.04,20.04,12,0.04,11.96,163,63,8,55,371.895,151.964,15.999,135.965,705,185,60,125,7.779999999999999,3.44,0,3.44,18,6,2,4,39.9349292,13.618054,5.670385,7.947669000000001,314.52,96,2.52,93.48,667.49256,217.89,6.07856,211.81143999999998,1977.4,720,7.4,712.6,52.64,41.28,0,41.28,96.08,72,0.08,71.92,218.4282892,163.416648,0.2268154,163.18983260000002,298,370,435
Ca4ZrGe3O12Eu0.16,20.16,12,0.16,11.84,163,63,8,55,371.895,151.964,15.999,135.965,705,185,60,125,7.779999999999999,3.44,0,3.44,18,6,2,4,39.9349292,13.618054,5.670385,7.947669000000001,322.08,96,10.08,85.92,685.72824,217.89,24.31424,193.57575999999997,1999.6,720,29.6,690.4,52.64,41.28,0,41.28,96.32,72,0.32,71.68,219.1087354,163.416648,0.9072616,162.5093864,298,370,435
