Formula,Atomic Ratio_sum,Atomic Ratio_max,Atomic Ratio_min,Atomic Ratio_diff,Atomic Number_sum,Atomic Number_max,Atomic Number_min,Atomic Number_diff,Atomic Weight_sum,Atomic Weight_max,Atomic Weight_min,Atomic Weight_diff,Atomic Radius_sum,Atomic Radius_max,Atomic Radius_min,Atomic Radius_diff,EN pauling_sum,EN pauling_max,EN pauling_min,EN pauling_diff,Valence Electron_sum,Valence Electron_max,Valence Electron_min,Valence Electron_diff,Ionization Energy_sum,Ionization Energy_max,Ionization Energy_min,Ionization Energy_diff,ARW_Atomic Number_sum,ARW_Atomic Number_max,ARW_Atomic Number_min,ARW_Atomic Number_diff,ARW_Atomic Weight_sum,ARW_Atomic Weight_max,ARW_Atomic Weight_min,ARW_Atomic Weight_diff,ARW_Atomic Radius_sum,ARW_Atomic Radius_max,ARW_Atomic Radius_min,ARW_Atomic Radius_diff,ARW_EN pauling_sum,ARW_EN pauling_max,ARW_EN pauling_min,ARW_EN pauling_diff,ARW_Valence Electron_sum,ARW_Valence Electron_max,ARW_Valence Electron_min,ARW_Valence Electron_diff,ARW_Ionization Energy_sum,ARW_Ionization Energy_max,ARW_Ionization Energy_min,ARW_Ionization Energy_diff,Temperature (K),Excitation source (nm),CIE coordinate (Y)
Ca9Bi0.92P7O28Ce0.08,45,28,0.08,27.92,184,83,8,75,436.147161998,208.9804,15.999,192.9814,685,185,60,125,9.649999999999999,3.44,1,2.44,20,6,2,4,43.042011200000005,13.618054,5.5386,8.079454000000002,590,224,4.64,219.36,1228.961581986,447.97200000000004,11.209280000000001,436.76272000000006,4162,1680,14.8,1665.2,122.4876,96.32,0.08960000000000001,96.23039999999999,225.76,168,0.16,167.84,516.87647352,381.305512,0.443088,380.86242400000003,298,292,0.011
Li6Lu0.97B3O9Ce0.03,19,9,0.03,8.97,145,71,3,68,348.83180000000004,174.9668,6.94,168.0268,650,185,60,125,8.579999999999998,3.44,0.98,2.46,14,6,1,5,38.272258761,13.618054,5.391714761,8.226339239000001,175.61,72,1.74,70.26,391.98227600000007,169.717796,4.20348,165.51431599999998,1840.3,870,5.55,864.45,43.9636,30.96,0.033600000000000005,30.9264,71,54,0.06,53.94,185.236084436,122.562486,0.16615799999999997,122.39632800000001,298,350,0.015
Gd0.99BO3Ce0.01,5,3,0.01,2.99,135,64,5,59,324.175,157.25,10.81,146.44,510,185,60,125,7.8,3.44,1.12,2.32,13,6,2,4,33.604469,13.618054,5.5386,8.079454000000002,92.94,63.36,0.58,62.78,215.88566000000003,155.6775,1.4011600000000002,154.27634,445.05,180,1.85,178.15,13.5592,10.32,0.011200000000000002,10.3088,23,18,0.02,17.98,55.29586504,40.854162,0.055386,40.798776000000004,298,356,0.018
K2CaP2O7Ce0.02,12.02,7,0.02,6.98,120,58,8,50,266.265061998,140.116,15.999,124.11700000000002,745,220,60,160,8.57,3.44,0.82,2.62,16,6,1,5,40.097158740000005,13.618054,4.34066354,9.27739046,145.16,56,1.16,54.84,295.017443996,111.99300000000001,2.8023200000000004,109.19068000000001,1243.7,440,3.7,436.3,31.1224,24.08,0.022400000000000003,24.057599999999997,56.04,42,0.04,41.96,131.20500428,95.326378,0.110772,95.21560600000001,298,316,0.0187
LiCa0.99GeO4Ce0.01,7,4,0.01,3.99,121,58,3,55,275.76300000000003,140.116,6.94,133.17600000000002,695,185,60,125,8.55,3.44,0.98,2.46,15,6,1,5,38.560958961000004,13.618054,5.391714761,8.226339239000001,87.38,32,0.58,31.42,184.64438,72.63,1.4011600000000002,71.22883999999999,690.0500000000001,240,1.85,238.15,17.751199999999997,13.76,0.011200000000000002,13.7488,31,24,0.02,23.98,73.870775409,54.472216,0.055386,54.416830000000004,298,353,0.022
Sr4.99P3O12ClEu0.01,21.000000000000004,12,0.01,11.99,141,63,8,55,322.006761998,151.964,15.999,135.965,645,200,60,140,9.74,3.44,0,3.44,22,7,2,5,48.43762219999999,13.618054,5.670385,7.947669000000001,348.25,189.62,0.63,188.99,759.1027259940001,437.22380000000004,1.51964,435.70416000000006,2119.85,998,1.85,996.15,55.7505,41.28,0,41.28,104,72,0.02,71.98,236.318427178,163.416648,0.05670385,163.35994415000002,298,277,0.023
CaZrO3Bi0.009,5.009,3,0.009,2.991,151,83,8,75,356.2814,208.9804,15.999,192.9814,555,180,60,120,7.67,3.44,1,2.44,17,6,2,4,33.6506252,13.618054,6.1131552,7.504898800000001,84.747,40,0.747,39.253,181.17982360000005,91.224,1.8808235999999998,89.3431764,516.44,180,1.44,178.56,12.6671,10.32,0.017099999999999997,10.302900000000001,24.045,18,0.045,17.955,53.666786844,40.854162,0.065569644,40.788592356,298,310,0.0254
KSrSc2P3O12Ce0.03,19.03,12,0.03,11.97,159,58,8,50,358.762969998,140.116,15.999,124.11700000000002,925,220,60,160,9.879999999999999,3.44,0.82,2.62,19,6,1,5,46.24036074000001,13.618054,4.34066354,9.27739046,241.74,96,1.74,94.26,505.742881994,191.988,4.20348,187.78452,1765.55,720,5.55,714.45,52.3736,41.28,0.033600000000000005,41.2464,96.06,72,0.06,71.94,218.20137474,163.416648,0.16615799999999997,163.25049,298,310,0.027
MgYSi2O5NCe0.01,10.01,5,0.01,4.99,138,58,7,51,311.41784,140.116,14.007,126.10900000000001,750,185,60,125,12.030000000000001,3.44,1.12,2.32,22,6,2,4,55.705962,14.53413,5.5386,8.995529999999999,126.58,40,0.58,39.42,264.784,88.90584,1.4011600000000002,87.50468,916.85,300,1.85,298.15,26.5812,17.2,0.011200000000000002,17.1888,48.02,30,0.02,29.98,112.846647,68.09027,0.055386,68.034884,298,365,0.029
RbCaGdP2O8Ce0.1,13.1,8,0.1,7.9,202,64,8,56,469.884561998,157.25,15.999,141.251,940,235,60,175,9.77,3.44,0.82,2.62,18,6,1,5,46.0834192,13.618054,4.177128,9.440926000000001,220.8,64,5.800000000000001,58.2,486.74692399599996,157.25,14.011600000000001,143.2384,1293.5,480,18.5,461.5,35.032000000000004,27.52,0.11200000000000002,27.408,63.2,48,0.2,47.8,146.9117432,108.944432,0.55386,108.390572,298,334,0.0294
NaCaPO4Ce0.02,7.02,4,0.02,3.98,112,58,8,50,250.15653127800002,140.116,15.999,124.11700000000002,705,185,60,125,8.68,3.44,0.93,2.51,16,6,1,5,40.89557190000001,13.618054,5.1390767,8.4789773,79.16,32,1.16,30.84,160.83985127800003,63.996,2.8023200000000004,61.19368,703.7,240,3.7,236.3,17.9024,13.76,0.022400000000000003,13.7376,32.04,24,0.04,23.96,76.3219059,54.472216,0.110772,54.361444000000006,298,328,0.03
Ca0.96ScAlSiO6Ce0.04,10,6,0.04,5.96,134,58,8,50,296.2154465,140.116,15.999,124.11700000000002,820,185,60,125,10.43,3.44,1,2.44,20,6,2,4,45.96875060000001,13.618054,5.5386,8.079454000000002,117.52,48,2.32,45.68,240.0959665,95.994,5.604640000000001,90.38936,935.1999999999999,360,7.4,352.6,26.514799999999997,20.64,0.044800000000000006,20.595200000000002,48,36,0.08,35.92,108.49743839199999,81.708324,0.221544,81.48678000000001,298,330,0.03
NaCa0.98PO4Ce0.02,7,4,0.02,3.98,112,58,8,50,250.15653127800002,140.116,15.999,124.11700000000002,705,185,60,125,8.68,3.44,0.93,2.51,16,6,1,5,40.89557190000001,13.618054,5.1390767,8.4789773,78.75999999999999,32,1.16,30.84,160.038291278,63.996,2.8023200000000004,61.19368,700.1,240,3.7,236.3,17.8824,13.76,0.022400000000000003,13.7376,32,24,0.04,23.96,76.199642796,54.472216,0.110772,54.361444000000006,298,328,0.03
NaCa0.99BO3Ce0.01,6,3,0.01,2.99,102,58,5,53,229.99276928,140.116,10.81,129.306,690,185,60,125,8.530000000000001,3.44,0.93,2.51,14,6,1,5,38.706904900000005,13.618054,5.1390767,8.4789773,60.379999999999995,24,0.58,23.42,122.87514928000002,47.997,1.4011600000000002,46.59584,625.0500000000001,180,1.85,178.15,14.291200000000002,10.32,0.011200000000000002,10.3088,24,18,0.02,17.98,60.398667348000004,40.854162,0.055386,40.798776000000004,298,360,0.031
Ca1.92Ga2SiO7Ce0.04Li0.04,11.999999999999998,7,0.04,6.96,134,58,3,55,300.941,140.116,6.94,133.17600000000002,810,185,60,125,10.25,3.44,0.98,2.46,18,6,1,5,44.812508761000004,13.618054,5.391714761,8.226339239000001,172.84,62,0.12,61.88,362.35600000000005,139.446,0.2776,139.1684,1148.8,420,5.8,414.2,31.603999999999996,24.08,0.0392,24.040799999999997,55.96,42,0.04,41.96,127.65113517444,95.326378,0.21566859044,95.11070940956,298,330,0.032
K2YWPO8Tm0.01,13.01,8,0.01,7.99,224,74,8,66,527.751121998,183.84,15.999,167.841,870,220,60,160,10.62,3.44,0.82,2.62,23,6,1,5,48.71100354000001,13.618054,4.34066354,9.27739046,230.69,74,0.6900000000000001,73.31,511.59754419800004,183.84,1.6893422000000002,182.1506578,1336.75,480,1.75,478.25,34.2825,27.52,0.0125,27.5075,64.02,48,0.02,47.98,142.25557818000001,108.944432,0.0618431,108.8825889,298,360,0.036
KBaSc2P3O12Ce0.04,19.04,12,0.04,11.96,177,58,8,50,408.469969998,140.116,15.999,124.11700000000002,940,220,60,160,9.82,3.44,0.82,2.62,19,6,1,5,45.75715754,13.618054,4.34066354,9.27739046,260.32,96,2.32,93.68,556.8510419940001,191.988,5.604640000000001,186.38336,1782.4,720,7.4,712.6,52.3248,41.28,0.044800000000000006,41.2352,96.08,72,0.08,71.92,217.77355754,163.416648,0.221544,163.19510400000001,298,320,0.036
KNaCa2P2O8Ce0.04Na0.04,14.079999999999998,8,0.04,7.96,142,58,8,50,312.244600558,140.116,15.999,124.11700000000002,1105,220,60,160,10.43,3.44,0.82,2.62,18,6,1,5,50.375312140000005,13.618054,4.34066354,9.27739046,166.76,64,0.44,63.56,338.7078240472,127.992,0.9195907712000001,127.0724092288,1454.6000000000001,480,7.2,472.8,35.732,27.52,0.037200000000000004,27.4828,64.12,48,0.04,47.96,152.050961708,108.944432,0.20556306800000002,108.738868932,298,270,0.04
Sr7.76ZnLaP7O28Eu0.03,44.79,28,0.03,27.97,211,63,8,55,490.84223199800005,151.964,15.999,135.965,875,200,60,140,9.33,3.44,0,3.44,30,12,2,10,50.4410912,13.618054,5.5769,8.041154,712.77,294.88,1.89,292.99,1553.563923986,679.9312,4.55892,675.37228,4267.55,1680,5.55,1674.45,121.77199999999999,96.32,0,96.32,233.57999999999998,168,0.06,167.94,514.045694022,381.305512,0.17011154999999997,381.13540045,298,350,0.04
Sr1.925MgB2O6Ce0.05,10.975000000000001,6,0.05,5.95,121,58,5,53,278.85,140.116,10.81,129.306,680,200,60,140,8.86,3.44,0.95,2.49,15,6,2,4,40.7957752,13.618054,5.5386,8.079454000000002,146.05,73.15,2.9000000000000004,70.25,317.59330000000006,168.66850000000002,7.005800000000001,161.66270000000003,1074.25,385,9.25,375.75,27.91475,20.64,0.05600000000000001,20.584,47.95,36,0.1,35.9,117.19014636,81.708324,0.27693,81.43139400000001,298,323,0.0404
La1.92LiSbO6Tm0.08,10,6,0.08,5.92,188,69,3,66,452.5386900000001,168.93422,6.94,161.99422,720,195,60,135,8.82,3.44,0.98,2.46,17,6,1,5,39.379367761,13.618054,5.391714761,8.226339239000001,216.96,109.44,3,106.44,504.90724,266.6985024,6.94,259.7585024,1038.4,374.4,14,360.4,25.882,20.64,0.1,20.54,47.919999999999995,36,0.16,35.84,106.91082056100001,81.708324,0.4947448,81.2135792,298,359,0.041
CaAl4O7Eu0.01Dy0.002,12.012,7,0.002,6.998,170,66,8,58,397.5225385,162.5,15.999,146.501,725,185,60,125,7.2700000000000005,3.44,0,3.44,15,6,2,4,37.3264126,13.618054,5.670385,7.947669000000001,128.762,56,0.132,55.868,261.841794,111.99300000000001,0.325,111.668,1102.1999999999998,500,0.35000000000000003,499.65,31.52244,24.08,0,24.08,56.024,42,0.004,41.996,125.45118875000001,95.326378,0.0118781,95.3144999,298,341,0.043
Ca7MgSi4O16Ce0.04,28.04,16,0.04,15.96,112,58,8,50,248.58300000000003,140.116,15.999,124.11700000000002,685,185,60,125,8.77,3.44,1,2.44,16,6,2,4,41.0677272,13.618054,5.5386,8.079454000000002,338.32,140,2.32,137.68,678.7796400000001,280.54600000000005,5.604640000000001,274.94136000000003,2817.4,1260,7.4,1252.6,70.9948,55.04,0.044800000000000006,54.9952,128.08,96,0.08,95.92,301.15546140000004,217.888864,0.221544,217.66732000000002,298,365,0.044
Ca2Sb2O7Bi0.015,11.015,7,0.015,6.985,162,83,8,75,386.8174,208.9804,15.999,192.9814,545,180,60,120,8.39,3.44,1,2.44,18,6,2,4,35.6251142,13.618054,6.1131552,7.504898800000001,199.245,102,1.2449999999999999,100.755,438.80370600000003,243.52,3.134706,240.38529400000002,1072.4,420,2.4,417.6,30.2085,24.08,0.028499999999999998,24.051499999999997,56.075,42,0.075,41.925,124.87874914,95.326378,0.10928274,95.21709526000001,298,337,0.0446
Ca1.9PO4ClCe0.03Eu0.07,8,4,0.03,3.97,181,63,8,55,414.580761998,151.964,15.999,135.965,810,185,60,125,10.91,3.44,0,3.44,24,7,2,5,54.3945102,13.618054,5.5386,8.079454000000002,108.14999999999999,38,1.74,36.26,221.408921998,76.1482,4.20348,71.94472,800.5,342,5.55,336.45,21.0436,13.76,0,13.76,40,24,0.06,23.94,90.10461183,54.472216,0.16615799999999997,54.306058,298,334,0.0448
Ca11.76Al14O32F2Eu0.24,60,32,0.24,31.76,113,63,8,55,254.020941663,151.964,15.999,135.965,600,185,50,135,10.030000000000001,3.98,0,3.98,20,7,2,5,48.810182600000005,17.42282,5.670385,11.752435000000002,706.32,256,15.12,240.88,1435.4949853260002,511.968,36.47136,475.49664,5931.2,2116.8,44.4,2072.4,152.34,110.08,0,110.08,272,192,0.48,191.52,627.675723152,435.777728,1.3608923999999998,434.4168356,298,330,0.045
Ca2Al3O6FCe0.08,12.08,6,0.08,5.92,108,58,8,50,242.17294166300002,140.116,15.999,124.11700000000002,600,185,50,135,11.150000000000002,3.98,1,2.98,20,7,2,5,48.678397600000004,17.42282,5.5386,11.884220000000003,140.64,48,4.64,43.36,287.302298663,95.994,11.209280000000001,84.78472,1159.8,375,14.8,360.2,31.5396,20.64,0.08960000000000001,20.5504,56.16,36,0.16,35.84,129.7578476,81.708324,0.443088,81.265236,298,350,0.047
La5.95Ba4Si6O24F2Ce0.05,42,24,0.05,23.95,202,58,8,50,479.430873163,140.116,15.999,124.11700000000002,815,215,50,165,12.43,3.98,0.89,3.09,24,7,2,5,55.519721000000004,17.42282,5.211664,12.211156000000003,860.0500000000001,339.15000000000003,2.9000000000000004,336.25000000000006,1973.2841528259999,826.4875465000001,7.005800000000001,819.4817465000001,4229.5,1440,9.25,1430.75,112.08099999999999,82.56,0.05600000000000001,82.504,207.95,144,0.1,143.9,464.895175,326.833296,0.27693,326.556366,298,280,0.0482
Sr2La7.93Si6O24F2Ce0.07,42,24,0.07,23.93,184,58,8,50,429.723873163,140.116,15.999,124.11700000000002,800,200,50,150,12.489999999999998,3.98,0.95,3.0300000000000002,24,7,2,5,56.0029242,17.42282,5.5386,11.884220000000003,826.0699999999999,452.01,4.0600000000000005,447.95,1877.0513034260002,1101.5203771000001,9.808120000000002,1091.7122571000002,4159.3,1546.35,12.950000000000001,1533.3999999999999,112.6214,82.56,0.07840000000000001,82.4816,209.92999999999998,144,0.14,143.86,466.59128740000006,326.833296,0.38770200000000005,326.445594,298,279,0.049
CaSb2O6Bi0.75,9.75,6,0.75,5.25,162,83,8,75,386.8174,208.9804,15.999,192.9814,545,180,60,120,8.39,3.44,1,2.44,18,6,2,4,35.6251142,13.618054,6.1131552,7.504898800000001,232.25,102,20,82,536.3272999999999,243.52,40.078,203.442,950,360,120,240,27.165000000000003,20.64,1,19.64,51.75,36,2,34,110.5023942,81.708324,5.464137,76.24418700000001,298,336,0.049
NaSrBO3Ce0.01,6.01,3,0.01,2.99,120,58,5,53,277.53476928000003,140.116,10.81,129.306,710,200,60,140,8.48,3.44,0.93,2.51,14,6,1,5,38.28861690000001,13.618054,5.1390767,8.4789773,78.58,38,0.58,37.42,170.81792928000002,87.62,1.4011600000000002,86.21884,646.85,200,1.85,198.15,14.2512,10.32,0.011200000000000002,10.3088,24.02,18,0.02,17.98,60.041510900000006,40.854162,0.055386,40.798776000000004,298,355,0.0493
Ba0.99Al12O19Eu0.01,32,19,0.01,18.99,140,63,8,55,332.2715385,151.964,15.999,135.965,585,215,60,155,5.9399999999999995,3.44,0,3.44,13,6,2,4,30.4858714,13.618054,5.211664,8.406390000000002,364.07,156,0.63,155.37,765.2328319999999,323.778462,1.51964,322.258822,2854.7,1500,1.85,1498.15,85.5611,65.36,0,65.36,152,114,0.02,113.98,335.78849801,258.743026,0.05670385,258.68632214999997,298,350,0.0499
Ba2Y0.97B2O6ClCe0.03,11.999999999999998,6,0.03,5.97,183,58,5,53,428.60784,140.116,10.81,129.306,825,215,60,155,11.870000000000001,3.44,0.89,2.55,23,7,2,5,51.851227,13.618054,5.211664,8.406390000000002,226.57,112,1.74,110.26,518.1601448,274.654,4.20348,270.45052,1240.1499999999999,430,5.55,424.45,30.877,20.64,0.033600000000000005,20.6064,55.97,36,0.06,35.94,127.8922202,81.708324,0.16615799999999997,81.54216600000001,298,360,0.05
Na3Sc1.94P3O12Ce0.03,19.97,12,0.03,11.97,113,58,8,50,255.034439278,140.116,15.999,124.11700000000002,685,185,60,125,9.04,3.44,0.93,2.51,17,6,1,5,41.343906700000005,13.618054,5.1390767,8.4789773,216.48000000000002,96,1.74,94.26,445.296535354,191.988,4.20348,187.78452,1875.95,720,5.55,714.45,53.312000000000005,41.28,0.033600000000000005,41.2464,95.88,72,0.06,71.94,223.1893847,163.416648,0.16615799999999997,163.25049,298,320,0.05
Gd2MoO6,9,6,1,5,114,64,8,56,269.199,157.25,15.999,141.251,385,180,60,120,6.800000000000001,3.44,1.2,2.24,14,6,2,4,26.860280000000003,13.618054,6.149796,7.4682580000000005,218,128,42,86,506.44399999999996,314.5,95.95,218.55,865,360,145,215,25.200000000000003,20.64,2.16,18.48,46,36,4,32,101.100346,81.708324,7.09243,74.615894,298,290,0.05
Ba0.97Al12O19Eu0.03,32,19,0.03,18.97,140,63,8,55,332.2715385,151.964,15.999,135.965,585,215,60,155,5.9399999999999995,3.44,0,3.44,13,6,2,4,30.4858714,13.618054,5.211664,8.406390000000002,364.21,156,1.89,154.11,765.5255719999999,323.778462,4.55892,319.219542,2854.1000000000004,1500,5.55,1494.45,85.5433,65.36,0,65.36,152,114,0.06,113.94,335.79767243,258.743026,0.17011154999999997,258.57291445,298,350,0.0505
CaSb2O6Bi0.75Na0.75,10.5,6,0.75,5.25,173,83,8,75,409.80716928000004,208.9804,15.999,192.9814,725,180,60,120,9.32,3.44,0.93,2.51,19,6,1,5,40.7641909,13.618054,5.1390767,8.4789773,240.5,102,8.25,93.75,553.5696269599999,243.52,17.24232696,226.27767304000002,1085,360,120,240,27.862500000000004,20.64,0.6975,19.9425,52.5,36,0.75,35.25,114.356701725,81.708324,3.8543075250000003,77.85401647500001,298,336,0.0509
Ba2GdB2O6ClTm0.01,12.01,6,0.01,5.99,219,69,5,64,525.77022,168.93422,10.81,158.12422,815,215,60,155,11.98,3.44,0.89,2.55,22,7,2,5,52.429473,13.618054,5.211664,8.406390000000002,251.69,112,0.6900000000000001,111.31,586.6573422000001,274.654,1.6893422000000002,272.9646578,1241.75,430,1.75,428.25,30.872500000000002,20.64,0.0125,20.6275,55.02,36,0.02,35.98,127.90695910000001,81.708324,0.0618431,81.6464809,298,358,0.051
CaSb2O6Bi0.75K0.75,10.5,6,0.75,5.25,181,83,8,75,425.9157,208.9804,15.999,192.9814,765,220,60,160,9.21,3.44,0.82,2.62,19,6,1,5,39.96577774,13.618054,4.34066354,9.27739046,246.5,102,14.25,87.75,565.6510249999999,243.52,29.323725000000003,214.196275,1115,360,120,240,27.78,20.64,0.615,20.025000000000002,52.5,36,0.75,35.25,113.757891855,81.708324,3.255497655,78.452826345,298,336,0.0518
Ba0.95Al12O19Eu0.05,32,19,0.05,18.95,140,63,8,55,332.2715385,151.964,15.999,135.965,585,215,60,155,5.9399999999999995,3.44,0,3.44,13,6,2,4,30.4858714,13.618054,5.211664,8.406390000000002,364.34999999999997,156,3.1500000000000004,152.85,765.818312,323.778462,7.5982,316.18026199999997,2853.5,1500,9.25,1490.75,85.5255,65.36,0,65.36,152,114,0.1,113.9,335.80684685,258.743026,0.28351925,258.45950675,298,350,0.0519
CaSb2O6Bi0.75Li0.75,10.5,6,0.75,5.25,165,83,3,80,393.7574,208.9804,6.94,202.0404,690,180,60,120,9.370000000000001,3.44,0.98,2.46,19,6,1,5,41.016828961,13.618054,5.391714761,8.226339239000001,234.5,102,2.25,99.75,541.5323,243.52,5.205,238.315,1058.75,360,108.75,251.25,27.900000000000002,20.64,0.735,19.905,52.5,36,0.75,35.25,114.54618027075,81.708324,4.04378607075,77.66453792925,298,336,0.0529
Ba0.93Al12O19Eu0.07,32,19,0.07,18.93,140,63,8,55,332.2715385,151.964,15.999,135.965,585,215,60,155,5.9399999999999995,3.44,0,3.44,13,6,2,4,30.4858714,13.618054,5.211664,8.406390000000002,364.49000000000007,156,4.41,151.59,766.111052,323.778462,10.63748,313.140982,2852.8999999999996,1500,12.950000000000001,1487.05,85.5077,65.36,0,65.36,152,114,0.14,113.86,335.81602127,258.743026,0.39692695,258.34609904999996,298,350,0.053
Sr0.394Ca1.576Sb2O7Bi0.03,11,7,0.03,6.97,200,83,8,75,474.4374,208.9804,15.999,192.9814,745,200,60,140,9.34,3.44,0.95,2.49,20,6,2,4,41.3199814,13.618054,5.6948672,7.923186800000001,206.98200000000003,102,2.4899999999999998,99.51,459.46762,243.52,6.269412,237.25058800000002,1077.28,420,4.8,415.2,30.187299999999997,24.08,0.056999999999999995,24.023,56.089999999999996,42,0.15,41.85,124.639831752,95.326378,0.21856548,95.10781252000001,298,372,0.053
Ba0.9Al12O19Eu0.1,32,19,0.1,18.9,140,63,8,55,332.2715385,151.964,15.999,135.965,585,215,60,155,5.9399999999999995,3.44,0,3.44,13,6,2,4,30.4858714,13.618054,5.211664,8.406390000000002,364.7,156,6.300000000000001,149.7,766.550162,323.778462,15.1964,308.582062,2852,1500,18.5,1481.5,85.481,65.36,0,65.36,152,114,0.2,113.8,335.8297829,258.743026,0.5670385,258.17598749999996,298,350,0.054
NaGdW2O8Tm0.01,12.01,8,0.01,7.99,226,74,8,66,549.01298928,183.84,15.999,167.841,730,180,60,120,8.52,3.44,0.93,2.51,17,6,1,5,38.955266699999996,13.618054,5.1390767,8.4789773,287.69,148,0.6900000000000001,147.31,677.60111148,367.68,1.6893422000000002,365.9906578,1111.75,480,1.75,478.25,33.0625,27.52,0.0125,27.5075,63.02,48,0.02,47.98,136.0232078,108.944432,0.0618431,108.8825889,298,359,0.054
Ba2Y1.94Si4O13Bi0.03,20.97,13,0.03,12.97,200,83,8,75,479.29724,208.9804,15.999,192.9814,725,215,60,155,9.35,3.44,0.89,2.55,20,6,2,4,40.484177,13.618054,5.211664,8.406390000000002,350.15,112,2.4899999999999998,109.51,773.7277416,274.654,6.269412,268.384588,2004,780,4.8,775.2,56.5238,44.72,0.056999999999999995,44.663,103.97,78,0.15,77.85,232.34481188,177.034702,0.21856548,176.81613652000001,298,373,0.055
Mg3B7O13ClEu0.03,24.03,13,0.03,12.97,105,63,5,58,238.52800000000002,151.964,10.81,141.154,580,185,60,125,9.95,3.44,0,3.44,20,7,2,5,48.200323,13.618054,5.670385,7.947669000000001,193.89,104,1.89,102.11,396.58092,207.987,4.55892,203.42808,1930.55,780,5.55,774.45,66.09,44.72,0,44.72,112.06,78,0.06,77.94,271.19728155,177.034702,0.17011154999999997,176.86459045,298,385,0.055
La0.97MgAl11O19Tm0.03,32,19,0.03,18.97,159,69,8,61,375.12522850000005,168.93422,15.999,152.93522000000002,705,195,60,135,8.71,3.44,1.1,2.34,16,6,2,4,39.011267399999994,13.618054,5.5769,8.041154,364.35999999999996,152,2.07,149.93,764.889256,303.981,5.0680266000000005,298.9129734,2859.4,1375,5.25,1369.75,85.4845,65.36,0.0375,65.3225,151.97,114,0.06,113.94,337.8278357,258.743026,0.18552929999999998,258.5574967,298,359,0.0553
Zn2PO4FEu0.02,8.02,4,0.02,3.98,125,63,8,55,283.315165161,151.964,15.999,135.965,530,185,50,135,11.26,3.98,0,3.98,32,12,2,10,56.592144000000005,17.42282,5.670385,11.752435000000002,117.26,60,1.26,58.74,247.76744516099998,130.76,3.03928,127.72071999999999,663.7,270,3.7,266.3,23.23,13.76,0,13.76,60.04,24,0.04,23.96,101.2835277,54.472216,0.1134077,54.3588083,298,355,0.0565
Sr0.788Ca1.182Sb2O7Bi0.03,10.999999999999998,7,0.03,6.97,200,83,8,75,474.4374,208.9804,15.999,192.9814,745,200,60,140,9.34,3.44,0.95,2.49,20,6,2,4,41.3199814,13.618054,5.6948672,7.923186800000001,214.074,102,2.4899999999999998,99.51,478.199168,243.52,6.269412,237.25058800000002,1085.16,420,4.8,415.2,30.167599999999997,24.08,0.056999999999999995,24.023,56.089999999999996,42,0.15,41.85,124.47502628000001,95.326378,0.21856548,95.10781252000001,298,372,0.0573
Sr0.99Zn2P2O8Eu0.01,13,8,0.01,7.99,154,63,8,55,351.93676199799995,151.964,15.999,135.965,680,200,60,140,8.229999999999999,3.44,0,3.44,27,12,2,10,44.86419120000001,13.618054,5.670385,7.947669000000001,192.25,64,0.63,63.37,408.96296399600004,130.76,1.51964,129.24035999999998,1149.85,480,1.85,478.15,36.1405,27.52,0,27.52,84,48,0.02,47.98,154.400824378,108.944432,0.05670385,108.88772815,298,365,0.06
NaGdW2O8Tm0.05,12.05,8,0.05,7.95,226,74,8,66,549.01298928,183.84,15.999,167.841,730,180,60,120,8.52,3.44,0.93,2.51,17,6,1,5,38.955266699999996,13.618054,5.1390767,8.4789773,290.45,148,3.45,144.55,684.35848028,367.68,8.446711,359.233289,1118.75,480,8.75,471.25,33.1125,27.52,0.0625,27.4575,63.1,48,0.1,47.9,136.27058019999998,108.944432,0.30921550000000003,108.63521650000001,298,361,0.06
LiGdW2O8Tm0.05,12.05,8,0.05,7.95,218,74,3,71,532.96322,183.84,6.94,176.9,695,180,60,120,8.57,3.44,0.98,2.46,17,6,1,5,39.207904760999995,13.618054,5.391714761,8.226339239000001,282.45,148,3,145,668.308711,367.68,6.94,360.74,1083.75,480,8.75,471.25,33.1625,27.52,0.0625,27.4575,63.1,48,0.1,47.9,136.523218261,108.944432,0.30921550000000003,108.63521650000001,298,360,0.061
BaLu5.82Si7O24Ce0.18,38,24,0.18,23.82,207,71,8,63,496.4938000000001,174.9668,15.999,158.9678,745,215,60,155,8.350000000000001,3.44,0.89,2.55,16,6,2,4,37.945872,13.618054,5.211664,8.406390000000002,769.6600000000001,413.22,10.44,402.78000000000003,1761.4256560000001,1018.3067760000001,25.22088,993.0858960000002,3476.8,1440,33.3,1406.7,102.77159999999999,82.56,0.2016,82.3584,186,144,0.36,143.64,421.68225822,326.833296,0.996948,325.83634800000004,298,350,0.061
Ca3YGa3B4O15Ce0.01,26.01,15,0.01,14.99,161,58,5,53,365.63184,140.116,10.81,129.306,820,185,60,125,10.629999999999999,3.44,1,2.44,19,6,2,4,45.78439,13.618054,5.5386,8.079454000000002,332.58,120,0.58,119.42,702.9350000000001,239.985,1.4011600000000002,238.58384,2351.85,900,1.85,898.15,69.4212,51.6,0.011200000000000002,51.5888,120.02,90,0.02,89.98,280.072903,204.27081,0.055386,204.215424,298,365,0.061
