Formula,Atomic Ratio_sum,Atomic Ratio_max,Atomic Ratio_min,Atomic Ratio_diff,Atomic Number_sum,Atomic Number_max,Atomic Number_min,Atomic Number_diff,Atomic Weight_sum,Atomic Weight_max,Atomic Weight_min,Atomic Weight_diff,Atomic Radius_sum,Atomic Radius_max,Atomic Radius_min,Atomic Radius_diff,EN pauling_sum,EN pauling_max,EN pauling_min,EN pauling_diff,Valence Electron_sum,Valence Electron_max,Valence Electron_min,Valence Electron_diff,Ionization Energy_sum,Ionization Energy_max,Ionization Energy_min,Ionization Energy_diff,ARW_Atomic Number_sum,ARW_Atomic Number_max,ARW_Atomic Number_min,ARW_Atomic Number_diff,ARW_Atomic Weight_sum,ARW_Atomic Weight_max,ARW_Atomic Weight_min,ARW_Atomic Weight_diff,ARW_Atomic Radius_sum,ARW_Atomic Radius_max,ARW_Atomic Radius_min,ARW_Atomic Radius_diff,ARW_EN pauling_sum,ARW_EN pauling_max,ARW_EN pauling_min,ARW_EN pauling_diff,ARW_Valence Electron_sum,ARW_Valence Electron_max,ARW_Valence Electron_min,ARW_Valence Electron_diff,ARW_Ionization Energy_sum,ARW_Ionization Energy_max,ARW_Ionization Energy_min,ARW_Ionization Energy_diff,Temperature (K),Excitation source (nm),CIE coordinate (Y)
La4.65Si3O12NCe0.06Tb0.01,20.72,12,0.01,11.99,209,65,7,58,496.03782,158.92535,14.007,144.91835,790,195,60,135,10.600000000000001,3.44,0,3.44,22,6,2,4,53.283167,14.53413,5.5386,8.995529999999999,414.18,265.05,0.65,264.40000000000003,946.1566490000001,645.9104355000001,1.5892535,644.321182,2034.6,906.7500000000001,1.75,905.0000000000001,55.2022,41.28,0,41.28,103.09,72,0.02,71.98,228.729366,163.416648,0.058638,163.35801,298,365,0.2277
LiY7Si6O26Ce2,42,26,1,25,122,58,3,55,280.04584,140.116,6.94,133.17600000000002,680,185,60,125,8.66,3.44,0.98,2.46,16,6,1,5,38.917311761,13.618054,5.391714761,8.226339239000001,684,273,3,270,1493.99688,622.34088,6.94,615.4008799999999,3995,1560,145,1415,112.6,89.44,0.98,88.46,206,156,1,155,462.96923676100005,354.069404,5.391714761,348.677689239,298,305,0.228
Ca2.94Mg2.7P4O16Eu0.06Mn0.3,26,16,0.06,15.94,143,63,8,55,318.257805998,151.964,15.999,135.965,815,185,60,125,9.49,3.44,0,3.44,24,7,2,5,50.9685332,13.618054,5.670385,7.947669000000001,290.47999999999996,128,3.78,124.22,588.9311211920001,255.984,9.11784,246.86616,2347.2999999999997,960,11.1,948.9,70.742,55.04,0,55.04,129.5,96,0.12,95.88,301.023547288,217.888864,0.34022309999999995,217.5486409,298,365,0.228
Y2Mg1.97Al2Si2O12Eu0.03,20,12,0.03,11.97,149,63,8,55,336.2403785,151.964,15.999,135.965,810,185,60,125,9.48,3.44,0,3.44,20,6,2,4,47.2893854,13.618054,5.670385,7.947669000000001,253.52999999999997,96,1.89,94.11,532.372527,191.988,4.55892,187.42908,1851.05,720,5.55,714.45,53.3207,41.28,0,41.28,96,72,0.06,71.94,219.3592653,163.416648,0.17011154999999997,163.24653645,298,370,0.228
Mg2Y8Si6O26Ce0.01,42.01,26,0.01,25.99,131,58,8,50,297.41084,140.116,15.999,124.11700000000002,685,185,60,125,8.989999999999998,3.44,1.12,2.32,17,6,2,4,41.171832,13.618054,5.5386,8.079454000000002,628.58,312,0.58,311.42,1345.7418799999998,711.24672,1.4011600000000002,709.84556,3961.85,1560,1.85,1558.15,113.2312,89.44,0.011200000000000002,89.4288,208.02,156,0.02,155.98,468.06543800000003,354.069404,0.055386,354.014018,298,324,0.229
MgYSi2O5NCe0.01Tb0.02,10.03,5,0.01,4.99,203,65,7,58,470.34319000000005,158.92535,14.007,144.91835,925,185,60,125,12.030000000000001,3.44,0,3.44,24,6,2,4,61.569762,14.53413,5.5386,8.995529999999999,127.88,40,0.58,39.42,267.962507,88.90584,1.4011600000000002,87.50468,920.35,300,1.85,298.15,26.5812,17.2,0,17.2,48.06,30,0.02,29.98,112.96392300000001,68.09027,0.055386,68.034884,298,365,0.229
KSrSc2P3O12Eu0.03Tb0.1,19.130000000000003,12,0.03,11.97,229,65,8,57,529.536319998,158.92535,15.999,142.92635,1100,220,60,160,8.76,3.44,0,3.44,21,6,1,5,52.235945740000005,13.618054,4.34066354,9.27739046,248.39,96,1.89,94.11,521.990856994,191.988,4.55892,187.42908,1783.05,720,5.55,714.45,52.34,41.28,0,41.28,96.26,72,0.06,71.94,218.79170829,163.416648,0.17011154999999997,163.24653645,298,300,0.229
Li2Ca0.97GeO4Ce0.01Dy0.02,7.999999999999999,4,0.01,3.99,187,66,3,63,438.26300000000003,162.5,6.94,155.56,870,185,60,125,9.770000000000001,3.44,0.98,2.46,17,6,1,5,44.500008961000006,13.618054,5.391714761,8.226339239000001,91.3,32,0.58,31.42,194.03282000000002,72.63,1.4011600000000002,71.22883999999999,834.95,290,1.85,288.15,18.735599999999998,13.76,0.011200000000000002,13.7488,31.999999999999996,24,0.02,23.98,79.25900806599999,54.472216,0.055386,54.416830000000004,298,353,0.23
YP0.85V0.15O4Dy0.01,6.01,4,0.01,3.99,151,66,8,58,349.320101998,162.5,15.999,146.501,650,180,60,120,9.700000000000001,3.44,1.22,2.2199999999999998,21,6,2,4,43.007237,13.618054,5.93905,7.679004000000001,87.86,39,0.66,38.34,188.4957626983,88.90584,1.625,87.28084,527,240,1.75,238.25,17.0982,13.76,0.0122,13.7478,32.02,24,0.02,23.98,70.67447765,54.472216,0.0593905,54.412825500000004,298,270,0.23
Ca3YNaP3O12FCe0.03Mn0.03,21.060000000000002,12,0.03,11.97,185,58,8,50,412.998818441,140.116,15.999,124.11700000000002,1075,185,50,135,15.43,3.98,0.93,3.05,33,7,1,6,71.9696699,17.42282,5.1390767,12.283743300000001,262.49,96,0.75,95.25,541.888919757,191.988,1.64814132,190.33985868,1979.75,720,4.2,715.8,57.0601,41.28,0.033600000000000005,41.2464,104.27,72,0.06,71.94,242.38450684,163.416648,0.16615799999999997,163.25049,298,300,0.23
Ca2.94Mg2.5P4O16Eu0.06Mn0.5,25.999999999999996,16,0.06,15.94,143,63,8,55,318.257805998,151.964,15.999,135.965,815,185,60,125,9.49,3.44,0,3.44,24,7,2,5,50.9685332,13.618054,5.670385,7.947669000000001,293.08,128,3.78,124.22,595.0577299920001,255.984,9.11784,246.86616,2345.2999999999997,960,11.1,948.9,70.79,55.04,0,55.04,130.5,96,0.12,95.88,300.98110388800006,217.888864,0.34022309999999995,217.5486409,298,365,0.23
Sr3GdP3O12Ce0.006Mn0.06,19.066,12,0.006,11.994,208,64,8,56,486.896805998,157.25,15.999,141.251,865,200,60,140,10.45,3.44,0.95,2.49,24,7,2,5,48.9220212,13.618054,5.5386,8.079454000000002,320.848,114,0.34800000000000003,113.652,709.156264634,262.86,0.8406960000000001,262.01930400000003,1809.51,720,1.11,718.89,51.99972000000001,41.28,0.006720000000000001,41.27328,95.432,72,0.012,71.988,218.59037628,163.416648,0.0332316,163.38341640000002,298,310,0.2301
Ca9.5KP7O28Eu0.01Mn0.04,45.55,28,0.01,27.99,150,63,8,55,333.05110599799997,151.964,15.999,135.965,885,220,60,160,9,3.44,0,3.44,23,7,1,6,47.66296174000001,13.618054,4.34066354,9.27739046,539.63,224,0.63,223.37,1088.344795746,447.97200000000004,1.51964,446.45236000000006,4317.450000000001,1710,1.85,1708.15,122.032,96.32,0,96.32,223.3,168,0.02,167.98,517.48201651,381.305512,0.05670385,381.24880815,298,347,0.2317
Ca2.94Mg2.6P4O16Eu0.06Mn0.4,25.999999999999996,16,0.06,15.94,143,63,8,55,318.257805998,151.964,15.999,135.965,815,185,60,125,9.49,3.44,0,3.44,24,7,2,5,50.9685332,13.618054,5.670385,7.947669000000001,291.78,128,3.78,124.22,591.994425592,255.984,9.11784,246.86616,2346.2999999999997,960,11.1,948.9,70.766,55.04,0,55.04,130,96,0.12,95.88,301.002325588,217.888864,0.34022309999999995,217.5486409,298,365,0.232
CaWO4Eu0.01Tb0.01,6.02,4,0.01,3.99,230,74,8,66,550.80635,183.84,15.999,167.841,735,185,60,125,6.140000000000001,3.44,0,3.44,18,6,2,4,39.1294242,13.618054,5.670385,7.947669000000001,127.28,74,0.63,73.37,291.02289349999995,183.84,1.51964,182.32036,558.6,240,1.75,238.25,16.46,13.76,0,13.76,32.040000000000006,24,0.02,23.98,68.56474305,54.472216,0.05670385,54.415512150000005,298,264,0.232
NaCa0.97BO3Ce0.01Mn0.02,5.999999999999999,3,0.01,2.99,127,58,5,53,284.93081328,140.116,10.81,129.306,830,185,60,125,10.080000000000002,3.44,0.93,2.51,21,7,1,6,46.14092290000001,13.618054,5.1390767,8.4789773,60.48,24,0.5,23.5,123.17235016000001,47.997,1.09876088,46.89823912,624.25,180,1.85,178.15,14.302200000000001,10.32,0.011200000000000002,10.3088,24.099999999999998,18,0.02,17.98,60.425084604000006,40.854162,0.055386,40.798776000000004,298,360,0.232
Ca1.97Gd7.6Si6O26Ce0.05Mn0.015,41.635,26,0.015,25.985,189,64,8,56,436.466044,157.25,15.999,141.251,855,185,60,125,10.21,3.44,1,2.44,23,7,2,5,47.00530620000001,13.618054,5.5386,8.079454000000002,821.0749999999999,486.4,0.375,486.025,1866.3675306599996,1195.1,0.82407066,1194.27592934,3953.95,1560,2.1,1557.9,112.00925,89.44,0.02325,89.41675,199.34499999999997,156,0.1,155.9,462.149307614,354.069404,0.11151027,353.95789373,298,352,0.233
Ca2.94Mg2.4P4O16Eu0.06Mn0.6,26,16,0.06,15.94,143,63,8,55,318.257805998,151.964,15.999,135.965,815,185,60,125,9.49,3.44,0,3.44,24,7,2,5,50.9685332,13.618054,5.670385,7.947669000000001,294.38,128,3.78,124.22,598.1210343920001,255.984,9.11784,246.86616,2344.2999999999997,960,11.1,948.9,70.81400000000001,55.04,0,55.04,131,96,0.12,95.88,300.959882188,217.888864,0.34022309999999995,217.5486409,298,365,0.233
Ca1.99Gd7.6Si6O26Ce0.05Mn0.005,41.645,26,0.005,25.995,189,64,8,56,436.466044,157.25,15.999,141.251,855,185,60,125,10.21,3.44,1,2.44,23,7,2,5,47.00530620000001,13.618054,5.5386,8.079454000000002,821.2249999999999,486.4,0.125,486.275,1866.6197102199997,1195.1,0.27469022,1194.82530978,3956.1499999999996,1560,0.7000000000000001,1559.3,112.01374999999999,89.44,0.007750000000000001,89.43225,199.315,156,0.035,155.965,462.19723053800004,354.069404,0.03717009,354.03223391,298,313,0.234
Ca8.73LuP7O28Mn0.03,44.760000000000005,28,0.03,27.97,139,71,8,63,316.955605998,174.9668,15.999,158.9678,655,180,60,120,9.18,3.44,1,2.44,22,7,2,5,43.0777842,13.618054,5.425871,8.192183,575.35,224,0.75,223.25,1191.284215306,447.97200000000004,1.64814132,446.32385868000006,4130.599999999999,1680,4.2,1675.8,121.42649999999999,96.32,0.0465,96.2735,222.67000000000002,168,0.21,167.79,513.729050436,381.305512,0.22302054,381.08249146,298,275,0.235
Ca8MgSi4O16Cl2Tb0.02Ce0.009,31.029,16,0.009,15.991,194,65,8,57,442.95835,158.92535,15.999,142.92635,960,185,60,125,11.93,3.44,0,3.44,25,7,2,5,59.8991572,13.618054,5.5386,8.079454000000002,391.822,160,0.5219999999999999,159.478,788.592551,320.624,1.261044,319.362956,3195.165,1440,1.6649999999999998,1438.335,78.28008000000001,55.04,0,55.04,144.058,96,0.018,95.982,333.14945599999993,217.888864,0.04984739999999999,217.8390166,298,359,0.236
Sr2.92MgSi2O8Ce0.01Dy0.07,14,8,0.01,7.99,196,66,8,58,458.625,162.5,15.999,146.501,880,200,60,140,9.94,3.44,0.95,2.49,18,6,2,4,46.588489200000005,13.618054,5.5386,8.079454000000002,220.16,110.96,0.58,110.38,477.09356,255.8504,1.4011600000000002,254.44924,1448.1,584,1.85,582.15,35.5006,27.52,0.011200000000000002,27.5088,64,48,0.02,47.98,149.994164724,108.944432,0.055386,108.88904600000001,298,338,0.236
Ca9.2KP7O28Eu0.01Mn0.07,45.28,28,0.01,27.99,150,63,8,55,333.05110599799997,151.964,15.999,135.965,885,220,60,160,9,3.44,0,3.44,23,7,1,6,47.66296174000001,13.618054,4.34066354,9.27739046,534.38,224,0.63,223.37,1077.969537066,447.97200000000004,1.51964,446.45236000000006,4267.650000000001,1680,1.85,1678.15,121.7785,96.32,0,96.32,222.91000000000003,168,0.02,167.98,515.87109049,381.305512,0.05670385,381.24880815,298,347,0.2368
Ca8.9KP7O28Eu0.01Mn0.1,45.01,28,0.01,27.99,150,63,8,55,333.05110599799997,151.964,15.999,135.965,885,220,60,160,9,3.44,0,3.44,23,7,1,6,47.66296174000001,13.618054,4.34066354,9.27739046,529.13,224,0.63,223.37,1067.594278386,447.97200000000004,1.51964,446.45236000000006,4217.85,1680,1.85,1678.15,121.52499999999999,96.32,0,96.32,222.52,168,0.02,167.98,514.2601644700001,381.305512,0.05670385,381.24880815,298,347,0.2376
Sr3In0.93P3O12Ce0.07,19,12,0.07,11.93,168,58,8,50,389.526761998,140.116,15.999,124.11700000000002,700,200,60,140,9.48,3.44,0.95,2.49,18,6,2,4,41.1245624,13.618054,5.5386,8.079454000000002,304.63,114,4.0600000000000005,109.94,664.3581459940001,262.86,9.808120000000002,253.05188,1777.1000000000001,720,12.950000000000001,707.05,52.433800000000005,41.28,0.07840000000000001,41.2016,95.92999999999999,72,0.14,71.86,217.730319936,163.416648,0.38770200000000005,163.02894600000002,298,375,0.238
KNaCa2P2O8Eu0.008,14.008,8,0.008,7.992,136,63,8,55,301.102831278,151.964,15.999,135.965,925,220,60,160,8.379999999999999,3.44,0,3.44,17,6,1,5,45.368020439999995,13.618054,4.34066354,9.27739046,164.504,64,0.504,63.496,333.399305276,127.992,1.215712,126.77628800000001,1441.48,480,1.48,478.52,35.65,27.52,0,27.52,64.016,48,0.016,47.984,151.66921771999998,108.944432,0.04536308,108.89906892,298,365,0.2389
Ba3Lu1.54B6O15Ce0.03Tb0.2,25.77,15,0.03,14.97,263,71,5,66,638.1441500000001,174.9668,10.81,164.1568,895,215,60,155,8.49,3.44,0,3.44,17,6,2,4,43.956008,13.618054,5.211664,8.406390000000002,442.08000000000004,168,1.74,166.26,1022.263422,411.981,4.20348,407.77752,2365.05,900,5.55,894.45,68.0836,51.6,0,51.6,117.54,90,0.06,89.94,279.38867534,204.27081,0.16615799999999997,204.10465200000002,298,373,0.239
MgY3.8Si3O13Ce0.2,21,13,0.2,12.8,131,58,8,50,297.41084,140.116,15.999,124.11700000000002,685,185,60,125,8.989999999999998,3.44,1.12,2.32,17,6,2,4,41.171832,13.618054,5.5386,8.079454000000002,317.8,148.2,11.600000000000001,136.6,682.412392,337.84219199999995,24.305,313.53719199999995,1981,780,37,743,56.589999999999996,44.72,0.22400000000000003,44.496,103.80000000000001,78,0.4,77.6,233.869294,177.034702,1.10772,175.926982,298,330,0.24
BaBeSiO4Eu0.05,7.05,4,0.05,3.95,145,63,4,59,342.3871831,151.964,9.0121831,142.9518169,675,215,60,155,7.799999999999999,3.44,0,3.44,16,6,2,4,41.974485,13.618054,5.211664,8.406390000000002,109.15,56,3.1500000000000004,52.85,246.0183831,137.327,7.5982,129.7288,679.25,240,9.25,230.75,18.119999999999997,13.76,0,13.76,32.1,24,0.1,23.9,77.44178125,54.472216,0.28351925,54.188696750000005,298,337,0.24
Sr3B2O6Ce0.01Eu0.0015,11.0115,6,0.0015,5.9985,172,63,5,58,406.509,151.964,10.81,141.154,715,200,60,140,7.55,3.44,0,3.44,15,6,2,4,38.8199252,13.618054,5.5386,8.079454000000002,172.67450000000002,114,0.0945,113.9055,382.103106,262.86,0.227946,262.63205400000004,1132.1274999999998,600,0.2775,599.7225,27.5812,20.64,0,20.64,48.023,36,0.003,35.997,115.45285517750001,81.708324,0.0085055775,81.6998184225,298,351,0.24
Y10Al2Si3O18N4Ce0.05,37.05,18,0.05,17.95,139,58,7,51,314.0943785,140.116,14.007,126.10900000000001,725,185,60,125,12.330000000000002,3.44,1.12,2.32,23,6,2,4,54.0454954,14.53413,5.5386,8.995529999999999,632.9,390,2.9000000000000004,387.1,1378.2922769999998,889.0584,7.005800000000001,882.0526,3729.25,1800,9.25,1790.75,95.25599999999999,61.92,0.05600000000000001,61.864000000000004,176.1,108,0.1,107.9,402.1376078,245.124972,0.27693,244.84804200000002,298,365,0.24
Ca8.73Y0.85P7O28Ce0.15Mn0.03,44.76,28,0.03,27.97,165,58,8,50,371.010645998,140.116,15.999,124.11700000000002,845,185,60,125,10.52,3.44,1,2.44,25,7,2,5,49.4077732,13.618054,5.5386,8.079454000000002,546.2,224,0.75,223.25,1112.904779306,447.97200000000004,1.64814132,446.32385868000006,4136.349999999999,1680,4.2,1675.8,121.6315,96.32,0.0465,96.2735,223.52,168,0.21,167.79,514.4186404359999,381.305512,0.22302054,381.08249146,298,254,0.24
Ca5B3O9FBi0.15Eu0.03,18.18,9,0.03,8.97,188,83,5,78,446.829803163,208.9804,10.81,198.1704,720,185,50,135,12.360000000000001,3.98,0,3.98,25,7,2,5,58.407949200000004,17.42282,5.670385,11.752435000000002,210.33999999999997,100,1.89,98.11,431.715383163,200.39000000000001,4.55892,195.83108000000001,1774.55,900,5.55,894.45,46.34499999999999,30.96,0,30.96,80.81,54,0.06,53.94,196.70807795000002,122.562486,0.17011154999999997,122.39237445,298,322,0.24
Ca0.76ScAlSiO6Ce0.04Mn0.2,9.999999999999998,6,0.04,5.96,159,58,8,50,351.1534905,140.116,15.999,124.11700000000002,960,185,60,125,11.98,3.44,1,2.44,27,7,2,5,53.40276860000001,13.618054,5.5386,8.079454000000002,118.52,48,2.32,45.68,243.0679753,95.994,5.604640000000001,90.38936,927.1999999999999,360,7.4,352.6,26.6248,20.64,0.044800000000000006,20.595200000000002,48.99999999999999,36,0.08,35.92,108.76161095200001,81.708324,0.221544,81.48678000000001,298,330,0.24
Li2SrSiO4Eu0.01Ce0.0075,8.0175,4,0.0075,3.9925,184,63,3,60,430.72400000000005,151.964,6.94,145.024,885,200,60,140,8.39,3.44,0,3.44,17,6,1,5,44.065303961,13.618054,5.391714761,8.226339239000001,91.065,38,0.435,37.565,196.15151000000003,87.62,1.05087,86.56913,843.2375000000001,290,1.3875,288.6125,18.578400000000002,13.76,0,13.76,32.035000000000004,24,0.015,23.985,79.20043907200001,54.472216,0.04153949999999999,54.430676500000004,298,361,0.24
Sr7.76Mg0.5Zn0.5LaP7O28Eu0.03,44.79,28,0.03,27.97,223,63,8,55,515.147231998,151.964,15.999,135.965,1025,200,60,140,10.639999999999999,3.44,0,3.44,32,12,2,10,58.08732620000001,13.618054,5.5769,8.041154,703.77,294.88,1.89,292.99,1533.026423986,679.9312,4.55892,675.37228,4275.05,1680,5.55,1674.45,121.60199999999999,96.32,0,96.32,228.57999999999998,168,0.06,167.94,513.1717120220001,381.305512,0.17011154999999997,381.13540045,298,350,0.24
Mg3P2O8Eu0.04Mn0.15,13.19,8,0.04,7.96,123,63,8,55,278.179805998,151.964,15.999,135.965,635,185,60,125,8.49,3.44,0,3.44,22,7,2,5,44.855378,13.618054,5.670385,7.947669000000001,136.27,64,2.52,61.48,277.173790596,127.992,6.07856,121.91344000000001,1158.4,480,7.4,472.6,36.0625,27.52,0,27.52,65.13,48,0.08,47.92,154.1984271,108.944432,0.2268154,108.7176166,298,378,0.24
Ca8.01LuP7O28Eu0.01Mn0.1,44.12,28,0.01,27.99,202,71,8,63,468.919605998,174.9668,15.999,158.9678,840,185,60,125,9.18,3.44,0,3.44,24,7,2,5,48.7481692,13.618054,5.425871,8.192183,563.33,224,0.63,223.37,1167.7933583860001,447.97200000000004,1.51964,446.45236000000006,4012.65,1680,1.85,1678.15,120.815,96.32,0,96.32,221.73999999999998,168,0.02,167.98,509.904663802,381.305512,0.05670385,381.24880815,298,355,0.24
Mg2Y8Si6O26Ce0.01Tb0.01,42.019999999999996,26,0.01,25.99,196,65,8,57,456.33619,158.92535,15.999,142.92635,860,185,60,125,8.989999999999998,3.44,0,3.44,19,6,2,4,47.035632,13.618054,5.5386,8.079454000000002,629.23,312,0.58,311.42,1347.3311334999999,711.24672,1.4011600000000002,709.84556,3963.6,1560,1.75,1558.25,113.2312,89.44,0,89.44,208.04000000000002,156,0.02,155.98,468.124076,354.069404,0.055386,354.014018,298,292,0.241
Ca9NaZnP7O28Eu0.036,46.036,28,0.036,27.964,147,63,8,55,327.38453127799994,151.964,15.999,135.965,840,185,60,125,9.209999999999999,3.44,0,3.44,28,12,1,11,50.4215559,13.618054,5.1390767,8.4789773,552.268,224,2.268,221.732,1119.3308072660002,447.97200000000004,5.470704,442.501296,4321.66,1680,6.659999999999999,1673.34,123.22999999999999,96.32,0,96.32,234.072,168,0.072,167.928,524.46812036,381.305512,0.20413385999999997,381.10137814,298,378,0.241
Ca5P3O12ClCe0.08Tb0.005,21.084999999999997,12,0.005,11.995,183,65,8,57,421.542111998,158.92535,15.999,142.92635,800,185,60,125,10.91,3.44,0,3.44,24,7,2,5,54.5879252,13.618054,5.5386,8.079454000000002,262.965,100,0.325,99.675,532.7531927440001,200.39000000000001,0.79462675,199.59537325000002,2035.675,900,0.875,899.125,56.0996,41.28,0,41.28,104.17,72,0.01,71.99,238.882519,163.416648,0.029319,163.38732900000002,298,340,0.241
Ba9Lu1.9Si6O24Ce0.1,41,24,0.1,23.9,207,71,8,63,496.4938000000001,174.9668,15.999,158.9678,745,215,60,155,8.350000000000001,3.44,0.89,2.55,16,6,2,4,37.945872,13.618054,5.211664,8.406390000000002,920.6999999999999,504,5.800000000000001,498.2,2134.8775199999995,1235.943,14.011600000000001,1221.9314,4386,1935,18.5,1916.5,103.982,82.56,0.11200000000000002,82.44800000000001,190,144,0.2,143.8,433.5113849,326.833296,0.55386,326.27943600000003,298,333,0.241
Y1.999Mg1.99Al2Si2O12Eu0.01Ce0.001,20.000000000000004,12,0.001,11.999,207,63,8,55,476.3563785,151.964,15.999,135.965,995,185,60,125,10.600000000000001,3.44,0,3.44,22,6,2,4,52.8279854,13.618054,5.5386,8.079454000000002,252.529,96,0.058,95.942,529.8705571600001,191.988,0.14011600000000002,191.847884,1850.3549999999998,720,0.185,719.815,53.3468,41.28,0,41.28,95.999,72,0.002,71.998,219.39810364,163.416648,0.0055386,163.41110940000002,298,365,0.242
Ca5P3O12ClCe0.08Mn0.05,21.13,12,0.05,11.95,143,58,8,50,317.554805998,140.116,15.999,124.11700000000002,765,185,60,125,12.46,3.44,1,2.44,29,7,2,5,56.158143200000005,13.618054,5.5386,8.079454000000002,263.89,100,1.25,98.75,534.7054681940001,200.39000000000001,2.7469022,197.64309780000002,2041.8,900,7,893,56.1771,41.28,0.07750000000000001,41.2025,104.50999999999999,72,0.16,71.84,239.22490090000002,163.416648,0.3717009,163.0449471,298,340,0.242
Ca5P3O12ClEu0.02Tb0.04,21.06,12,0.02,11.98,188,65,8,57,433.39011199799995,158.92535,15.999,142.92635,800,185,60,125,9.79,3.44,0,3.44,24,7,2,5,54.719710199999994,13.618054,5.670385,7.947669000000001,261.86,100,1.26,98.74,530.1455799940001,200.39000000000001,3.03928,197.35072000000002,2030.7,900,3.7,896.3,56.010000000000005,41.28,0,41.28,104.12,72,0.04,71.96,238.75807170000004,163.416648,0.1134077,163.3032403,298,400,0.243
Sr3Sc0.92P3O12Dy0.07Eu0.01,19.000000000000004,12,0.01,11.99,211,66,8,58,494.01266999800004,162.5,15.999,146.501,880,200,60,140,9.16,3.44,0,3.44,20,6,2,4,47.97053220000001,13.618054,5.670385,7.947669000000001,279.57,114,0.63,113.37,602.023361354,262.86,1.51964,261.34036000000003,1781.3,720,1.85,718.15,52.0366,41.28,0,41.28,95.91999999999999,72,0.02,71.98,218.47031575,163.416648,0.05670385,163.35994415000002,298,394,0.2435
KSrSc2P3O12Eu0.03Tb0.12,19.150000000000002,12,0.03,11.97,229,65,8,57,529.536319998,158.92535,15.999,142.92635,1100,220,60,160,8.76,3.44,0,3.44,21,6,1,5,52.235945740000005,13.618054,4.34066354,9.27739046,249.69,96,1.89,94.11,525.169363994,191.988,4.55892,187.42908,1786.55,720,5.55,714.45,52.34,41.28,0,41.28,96.3,72,0.06,71.94,218.90898429,163.416648,0.17011154999999997,163.24653645,298,300,0.244
Mg2Y8Si6O26Ce0.003Mn0.05,42.053,26,0.003,25.997,156,58,8,50,352.348884,140.116,15.999,124.11700000000002,825,185,60,125,10.54,3.44,1.12,2.32,24,7,2,5,48.605850000000004,13.618054,5.5386,8.079454000000002,629.424,312,0.17400000000000002,311.826,1347.5079702,711.24672,0.42034800000000005,710.826372,3967.555,1560,0.555,1559.445,113.30086,89.44,0.0033600000000000006,89.43664,208.356,156,0.006,155.994,468.39836870000005,354.069404,0.0166158,354.0527882,298,292,0.245
Mg2Y8Si6O26Ce0.01Mn0.01,42.019999999999996,26,0.01,25.99,156,58,8,50,352.348884,140.116,15.999,124.11700000000002,825,185,60,125,10.54,3.44,1.12,2.32,24,7,2,5,48.605850000000004,13.618054,5.5386,8.079454000000002,628.83,312,0.25,311.75,1346.2912604399999,711.24672,0.54938044,710.6973395599999,3963.25,1560,1.4000000000000001,1558.6,113.2467,89.44,0.011200000000000002,89.4288,208.09,156,0.02,155.98,468.13977818,354.069404,0.055386,354.014018,298,324,0.245
KBaSc2P3O12Eu0.04Tb0.09,19.13,12,0.04,11.96,247,65,8,57,579.2433199980001,158.92535,15.999,142.92635,1115,220,60,160,8.7,3.44,0,3.44,21,6,1,5,51.75274254,13.618054,4.34066354,9.27739046,266.37,96,2.52,93.48,571.6282434940001,191.988,6.07856,185.90944,1798.15,720,7.4,712.6,52.28,41.28,0,41.28,96.26,72,0.08,71.92,218.30657094,163.416648,0.2268154,163.18983260000002,298,300,0.245
MgYSi2O5NCe0.01Tb0.03,10.04,5,0.01,4.99,203,65,7,58,470.34319000000005,158.92535,14.007,144.91835,925,185,60,125,12.030000000000001,3.44,0,3.44,24,6,2,4,61.569762,14.53413,5.5386,8.995529999999999,128.53,40,0.58,39.42,269.5517605,88.90584,1.4011600000000002,87.50468,922.1,300,1.85,298.15,26.5812,17.2,0,17.2,48.080000000000005,30,0.02,29.98,113.02256100000001,68.09027,0.055386,68.034884,298,365,0.246
NaCa0.89BO3Ce0.01Mn0.1,6,3,0.01,2.99,127,58,5,53,284.93081328,140.116,10.81,129.306,830,185,60,125,10.080000000000002,3.44,0.93,2.51,21,7,1,6,46.14092290000001,13.618054,5.1390767,8.4789773,60.879999999999995,24,0.58,23.42,124.36115368000002,47.997,1.4011600000000002,46.59584,621.0500000000001,180,1.85,178.15,14.3462,10.32,0.011200000000000002,10.3088,24.5,18,0.02,17.98,60.530753628,40.854162,0.055386,40.798776000000004,298,360,0.246
Mg2Y8Si6O26Ce0.001Mn0.05,42.050999999999995,26,0.001,25.999,156,58,8,50,352.348884,140.116,15.999,124.11700000000002,825,185,60,125,10.54,3.44,1.12,2.32,24,7,2,5,48.605850000000004,13.618054,5.5386,8.079454000000002,629.308,312,0.058,311.942,1347.2277382,711.24672,0.14011600000000002,711.106604,3967.185,1560,0.185,1559.815,113.29862,89.44,0.0011200000000000001,89.43888,208.352,156,0.002,155.998,468.38729150000006,354.069404,0.0055386,354.0638654,298,292,0.247
NaCaBO3Ce0.01Mn0.03,6.04,3,0.01,2.99,127,58,5,53,284.93081328,140.116,10.81,129.306,830,185,60,125,10.080000000000002,3.44,0.93,2.51,21,7,1,6,46.14092290000001,13.618054,5.1390767,8.4789773,61.33,24,0.58,23.42,124.92407060000001,47.997,1.4011600000000002,46.59584,631.0500000000001,180,1.85,178.15,14.347700000000001,10.32,0.011200000000000002,10.3088,24.23,18,0.02,17.98,60.68281944,40.854162,0.055386,40.798776000000004,298,347,0.247
