Formula,Atomic Ratio_sum,Atomic Ratio_max,Atomic Ratio_min,Atomic Ratio_diff,Atomic Number_sum,Atomic Number_max,Atomic Number_min,Atomic Number_diff,Atomic Weight_sum,Atomic Weight_max,Atomic Weight_min,Atomic Weight_diff,Atomic Radius_sum,Atomic Radius_max,Atomic Radius_min,Atomic Radius_diff,EN pauling_sum,EN pauling_max,EN pauling_min,EN pauling_diff,Valence Electron_sum,Valence Electron_max,Valence Electron_min,Valence Electron_diff,Ionization Energy_sum,Ionization Energy_max,Ionization Energy_min,Ionization Energy_diff,ARW_Atomic Number_sum,ARW_Atomic Number_max,ARW_Atomic Number_min,ARW_Atomic Number_diff,ARW_Atomic Weight_sum,ARW_Atomic Weight_max,ARW_Atomic Weight_min,ARW_Atomic Weight_diff,ARW_Atomic Radius_sum,ARW_Atomic Radius_max,ARW_Atomic Radius_min,ARW_Atomic Radius_diff,ARW_EN pauling_sum,ARW_EN pauling_max,ARW_EN pauling_min,ARW_EN pauling_diff,ARW_Valence Electron_sum,ARW_Valence Electron_max,ARW_Valence Electron_min,ARW_Valence Electron_diff,ARW_Ionization Energy_sum,ARW_Ionization Energy_max,ARW_Ionization Energy_min,ARW_Ionization Energy_diff,Excitation source (nm),T50 (K)
SrSi5N8Eu0.5,14.5,8,0.5,7.5,122,63,7,56,281.67600000000004,151.964,14.007,137.957,560,200,65,135,5.89,3.04,0,3.04,13,5,2,3,34.0510652,14.53413,5.670385,8.863745,195.5,70,31.5,38.5,416.08299999999997,140.425,75.982,64.44300000000001,1362.5,550,92.5,457.5,34.769999999999996,24.32,0,24.32,63,40,1,39,165.5615147,116.27304,2.8351925,113.43784749999999,450,378
Ba0.8Sr1.2B2O5Ce0.005,9.005,5,0.005,4.995,165,58,5,53,391.872,140.116,10.81,129.306,745,215,60,155,8.440000000000001,3.44,0.89,2.55,15,6,2,4,38.3612042,13.618054,5.211664,8.406390000000002,140.69,45.6,0.29,45.31,317.32118,109.86160000000001,0.7005800000000001,109.16102000000001,882.925,300,0.925,299.075,23.1376,17.2,0.005600000000000001,17.194399999999998,40.01,30,0.01,29.99,95.71717284,68.09027,0.027693,68.062577,360,380
Gd1.4MoO6Eu0.3,8.700000000000001,6,0.3,5.7,177,64,8,56,421.163,157.25,15.999,141.251,570,185,60,125,6.800000000000001,3.44,0,3.44,16,6,2,4,32.530665,13.618054,5.670385,7.947669000000001,198.5,89.6,18.9,70.69999999999999,457.68319999999994,220.14999999999998,45.5892,174.56079999999997,812.5,360,55.5,304.5,24.48,20.64,0,20.64,45.4,36,0.6,35.4,99.1115839,81.708324,1.7011154999999998,80.0072085,360,380
Sr1.925MgB2O6Ce0.05,10.975000000000001,6,0.05,5.95,121,58,5,53,278.85,140.116,10.81,129.306,680,200,60,140,8.86,3.44,0.95,2.49,15,6,2,4,40.7957752,13.618054,5.5386,8.079454000000002,146.05,73.15,2.9000000000000004,70.25,317.59330000000006,168.66850000000002,7.005800000000001,161.66270000000003,1074.25,385,9.25,375.75,27.91475,20.64,0.05600000000000001,20.584,47.95,36,0.1,35.9,117.19014636,81.708324,0.27693,81.43139400000001,323,380
Sr3NaNbO6Mn0.005,11.005,6,0.005,5.995,123,41,8,33,274.45318328,92.90637,15.999,76.90737,725,200,60,140,8.47,3.44,0.93,2.51,21,7,1,6,38.6448659,13.618054,5.1390767,8.4789773,214.125,114,0.125,113.875,475.0248295,262.86,0.27469022,262.58530978,1285.7,600,0.7000000000000001,599.3,26.02775,20.64,0.007750000000000001,20.63225,48.035,36,0.035,35.965,110.72802239,81.708324,0.03717009,81.67115391,370,380
Sr9Mg1.5P7O28Eu0.06,45.56,28,0.06,27.94,136,63,8,55,310.861761998,151.964,15.999,135.965,695,200,60,140,7.889999999999999,3.44,0,3.44,17,6,2,4,43.1162272,13.618054,5.670385,7.947669000000001,692.78,342,3.78,338.22,1498.943673986,788.58,9.11784,779.46216,4416.1,1800,11.1,1788.9,122.16499999999999,96.32,0,96.32,224.12,168,0.12,167.88,517.7756944,381.305512,0.34022309999999995,380.9652889,460,382
BaLaZnTaO6Mn0.008,10.008,6,0.008,5.992,249,73,8,65,593.497394,180.94788,15.999,164.94888,890,215,60,155,10.13,3.44,0.89,2.55,35,12,2,10,48.784405,13.618054,5.211664,8.406390000000002,264.2,73,0.2,72.8,618.993854352,180.94788,0.439504352,180.508375648,1051.12,360,1.12,358.88,25.7924,20.64,0.012400000000000001,20.6276,58.056,36,0.056,35.944,109.500129144,81.708324,0.059472144000000005,81.64885185600001,365,383
Gd2MoO6Eu0.3,9.3,6,0.3,5.7,177,64,8,56,421.163,157.25,15.999,141.251,570,185,60,125,6.800000000000001,3.44,0,3.44,16,6,2,4,32.530665,13.618054,5.670385,7.947669000000001,236.9,128,18.9,109.1,552.0332,314.5,45.5892,268.9108,920.5,360,55.5,304.5,25.200000000000003,20.64,0,20.64,46.6,36,0.6,35.4,102.8014615,81.708324,1.7011154999999998,80.0072085,360,383
LiScP2O7Cr0.06Yb0.005,11.065000000000001,7,0.005,6.995,141,70,3,67,323.909769998,173.045,6.94,166.105,780,175,60,115,9.629999999999999,3.44,0,3.44,23,6,1,5,49.078614761,13.618054,5.391714761,8.226339239000001,111.78999999999999,56,0.35000000000000003,55.65,229.821422996,111.99300000000001,0.8652249999999999,111.12777500000001,934.275,420,0.875,419.125,30.899599999999996,24.08,0,24.08,56.37,42,0.01,41.99,128.690216161,95.326378,0.0312708,95.2951072,450,383
Ba2Lu4.48La0.02B5O17Eu0.5,29,17,0.02,16.98,260,71,5,66,629.9722700000001,174.9668,10.81,164.1568,915,215,60,155,8.47,3.44,0,3.44,18,6,2,4,43.800893,13.618054,5.211664,8.406390000000002,623.72,318.08000000000004,1.1400000000000001,316.94000000000005,1463.2983734,783.8512640000001,2.7781094000000004,781.0731546000002,2755.4,1020,3.9,1016.1,74.96199999999999,58.48,0,58.48,131.02,102,0.06,101.94,310.67497358,231.506918,0.11153800000000001,231.39538000000002,396,385
BaGd2O4Bi0.08Eu0.2,7.28,4,0.08,3.92,274,83,8,75,671.5204000000001,208.9804,15.999,192.9814,800,215,60,155,7.43,3.44,0,3.44,17,6,2,4,37.935415000000006,13.618054,5.211664,8.406390000000002,235.23999999999998,128,6.640000000000001,121.36,562.934232,314.5,16.718432,297.781568,864.8,360,12.8,347.2,17.202,13.76,0,13.76,30.799999999999997,24,0.4,23.6,73.70039028000001,54.472216,0.58284128,53.889374720000006,337,387
Mg0.10Zn0.84MoO4Eu0.05Bi0.01,5.999999999999999,4,0.01,3.99,238,83,8,75,562.5784,208.9804,15.999,192.9814,835,185,60,125,10.46,3.44,0,3.44,33,12,2,10,50.706818999999996,13.618054,5.670385,7.947669000000001,104.38000000000001,42,0.8300000000000001,41.17,226.983704,95.95,2.089804,93.860196,524.25,240,1.6,238.4,17.456,13.76,0,13.76,40.43,24,0.05,23.95,70.57677107,54.472216,0.07285516,54.39936084,395,387
Sr1.4Zn0.3CeO4Eu0.3,7,4,0.3,3.7,197,63,8,55,461.079,151.964,15.999,135.965,765,200,60,140,7.16,3.44,0,3.44,24,12,2,10,39.916105200000004,13.618054,5.5386,8.079454000000002,171.1,58,9,49,391.9832,140.116,19.613999999999997,120.50200000000001,801,280,40.5,239.5,16.705,13.76,0,13.76,33,24,0.6,23.4,72.50300528000001,54.472216,1.7011154999999998,52.7711005,400,388
CaMg2La2W2O12Mn0.008,19.008,12,0.008,11.992,196,74,8,66,458.065514,183.84,15.999,167.841,860,195,60,135,10.100000000000001,3.44,1,2.44,26,7,2,5,48.2523922,13.618054,5.5769,8.041154,402.2,148,0.2,147.8,926.606444352,367.68,0.439504352,367.24049564800004,1861.12,720,1.12,718.88,50.5124,41.28,0.012400000000000001,41.2676,96.056,72,0.056,71.944,211.763605344,163.416648,0.059472144000000005,163.357175856,352,388
Ca5Mg4V6O24,39,24,4,20,63,23,8,15,131.3235,50.9415,15.999,34.942499999999995,525,180,60,120,7.38,3.44,1,2.44,15,6,2,4,34.1236312,13.618054,6.1131552,7.504898800000001,478,192,48,144,987.235,383.976,97.22,286.756,3750,1440,600,840,102.58,82.56,5,77.56,192,144,8,136,428.461134,326.833296,30.565776,296.26752,320,388
Ca3La2W1.984O12Mn0.008,18.992,12,0.008,11.992,184,74,8,66,433.76051400000006,183.84,15.999,167.841,710,195,60,135,8.790000000000001,3.44,1,2.44,24,7,2,5,40.606157200000006,13.618054,5.5769,8.041154,417.016,146.816,0.2,146.616,955.211004352,364.73856,0.439504352,364.29905564800004,1918.9599999999998,720,1.12,718.88,49.8652,41.28,0.012400000000000001,41.2676,95.96,72,0.056,71.944,208.57162126400002,163.416648,0.059472144000000005,163.357175856,360,390
Ca2YZr2Al3O12Ce0.04Tb0.9,20.939999999999998,12,0.04,11.96,243,65,8,57,562.2297285,158.92535,15.999,142.92635,1060,185,60,125,9.719999999999999,3.44,0,3.44,22,6,2,4,49.9705376,13.618054,5.5386,8.079454000000002,354.82,96,2.32,93.68,773.0799105000001,191.988,5.604640000000001,186.38336,2109.9,720,7.4,712.6,52.034800000000004,41.28,0,41.28,97.88,72,0.08,71.92,218.5842876,163.416648,0.221544,163.19510400000001,408,390
Na2Y1.3B2O7Eu0.35,12.65,7,0.35,6.65,126,63,5,58,290.66860928,151.964,10.81,141.154,690,185,60,125,7.629999999999999,3.44,0,3.44,15,6,1,5,38.94279469999999,13.618054,5.1390767,8.4789773,160.75,56,10,46,348.35753056,115.577592,21.62,93.95759199999999,1248.75,420,64.75,355.25,31.605999999999998,24.08,0,24.08,54.6,42,0.7,41.3,132.26764215,95.326378,1.9846347499999997,93.34174325000001,395,393
Cd2V2O7Eu0.02,11.02,7,0.02,6.98,142,63,8,55,331.3185,151.964,15.999,135.965,535,185,60,125,6.76,3.44,0,3.44,25,12,2,10,35.028448,13.618054,5.670385,7.947669000000001,199.26,96,1.26,94.74,441.74328,224.828,3.03928,221.78872,1003.7,420,3.7,416.3,30.72,24.08,0,24.08,76.04,42,0.04,41.96,126.9198037,95.326378,0.1134077,95.21297030000001,375,393
Lu2Ca0.97Mg2Si3O12Eu0.03,20,12,0.03,11.97,188,71,8,63,435.3978,174.9668,15.999,158.9678,860,185,60,125,8.65,3.44,0,3.44,18,6,2,4,46.6253832,13.618054,5.425871,8.192183,325.28999999999996,142,1.89,140.11,718.22118,349.9336,4.55892,345.37468,1880.1499999999999,720,5.55,714.45,52.57,41.28,0,41.28,94,72,0.06,71.94,220.115781094,163.416648,0.17011154999999997,163.24653645,365,393
Ba3ZrNb4O15Sm0.03,23.03,15,0.03,14.97,207,62,8,54,487.81637,150.36,15.999,134.36100000000002,760,215,60,155,8.43,3.44,0.89,2.55,19,6,2,4,37.866178,13.618054,5.211664,8.406390000000002,493.86,168,1.8599999999999999,166.14,1119.32628,411.981,4.510800000000001,407.4702,2285.55,900,5.55,894.45,62.0351,51.6,0.0351,51.5649,120.06,90,0.06,89.94,253.74441330000002,204.27081,0.16931129999999997,204.1014987,407,398
La0.98Lu0.02Al0.998Mg0.001O3Mn0.001,5,3,0.001,2.999,186,71,8,63,436.09585250000003,174.9668,15.999,158.9678,845,195,60,135,10.01,3.44,1,2.44,23,7,2,5,45.6868464,13.618054,5.425871,8.192183,94.29100000000001,55.86,0.012,55.848,214.630515067,136.1273606,0.024305,136.1030556,499.64,191.1,0.14,190.96,13.02764,10.32,0.0013100000000000002,10.31869,23.983,18,0.002,17.998,52.4169185362,40.854162,0.007434018000000001,40.846727982000004,337,398
Sr6.2La2.9P2.5Si3B1.5O26Ce0.01Mn0.08,42.19,26,0.01,25.99,220,58,5,53,507.447275998,140.116,10.81,129.306,1075,200,60,140,14.29,3.44,0.95,2.49,32,7,2,5,64.79882719999999,13.618054,5.5386,8.079454000000002,698.48,235.6,0.58,235.01999999999998,1545.7444715149998,543.244,1.4011600000000002,541.84284,4086.0499999999997,1560,1.85,1558.15,112.8902,89.44,0.011200000000000002,89.4288,206.68,156,0.02,155.98,469.31949058000004,354.069404,0.055386,354.014018,351,398
LiScP2O7Cr0.06Yb0.01,11.07,7,0.01,6.99,141,70,3,67,323.909769998,173.045,6.94,166.105,780,175,60,115,9.629999999999999,3.44,0,3.44,23,6,1,5,49.078614761,13.618054,5.391714761,8.226339239000001,112.14,56,0.7000000000000001,55.3,230.68664799599998,111.99300000000001,1.7304499999999998,110.26255,935.15,420,1.75,418.25,30.899599999999996,24.08,0,24.08,56.38,42,0.02,41.98,128.721486961,95.326378,0.0625416,95.2638364,450,398
Cd2V2O7Eu0.02Li0.04,11.059999999999999,7,0.02,6.98,145,63,3,60,338.25849999999997,151.964,6.94,145.024,680,185,60,125,7.74,3.44,0,3.44,26,12,1,11,40.420162761,13.618054,5.391714761,8.226339239000001,199.38,96,0.12,95.88,442.02088000000003,224.828,0.2776,224.5504,1009.5,420,3.7,416.3,30.7592,24.08,0,24.08,76.08000000000001,42,0.04,41.96,127.13547229044,95.326378,0.1134077,95.21297030000001,375,398
Sr0.94Ga2S4Eu0.06,6.999999999999999,4,0.06,3.94,148,63,16,47,341.367,151.964,32.06,119.904,615,200,100,100,5.34,2.58,0,2.58,13,6,2,4,27.724563999999997,10.36001,5.670385,4.689625000000001,165.5,64,3.78,60.22,359.16664000000003,139.446,9.11784,130.32816,859.1,400,11.1,388.9,14.833,10.32,0,10.32,32,24,0.12,23.88,59.132041868,41.44004,0.34022309999999995,41.0998169,400,400
SrBi2Ta2O9Eu0.2,14.2,9,0.2,8.8,265,83,8,75,645.51128,208.9804,15.999,192.9814,750,200,60,140,7.789999999999999,3.44,0,3.44,20,6,2,4,39.818392200000005,13.618054,5.670385,7.947669000000001,434.6,166,12.600000000000001,153.4,1041.8603600000001,417.9608,30.3928,387.568,1387,540,37,503,38.71,30.96,0,30.96,76.4,54,0.4,53.6,159.06160219999998,122.562486,1.134077,121.428409,465,400
La2Mg0.99Zr0.99O6Cr0.02,10,6,0.02,5.98,141,57,8,49,322.42957000000007,138.90547,15.999,122.90647000000001,700,195,60,135,8.84,3.44,1.1,2.34,21,6,2,4,40.241598999999994,13.618054,5.5769,8.041154,213.95999999999998,114,0.48,113.52,489.21857200000005,277.81094,1.039922,276.771018,1054.75,390,2.8000000000000003,387.2,25.486800000000002,20.64,0.0332,20.6068,48.059999999999995,36,0.12,35.88,107.13478785000001,81.708324,0.1353302,81.5729938,460,400
Ba2.99CaKP3O12Eu0.01,20.000000000000004,12,0.01,11.99,181,63,8,55,415.44006199800003,151.964,15.999,135.965,960,220,60,160,8.34,3.44,0,3.44,18,6,1,5,45.440607740000004,13.618054,4.34066354,9.27739046,348.07,167.44,0.63,166.81,776.2129559939999,410.60773,1.51964,409.08809,2064.7,720,1.85,718.15,52.331100000000006,41.28,0,41.28,96,72,0.02,71.98,220.97010395,163.416648,0.05670385,163.35994415000002,365,400
MgGa2S4Eu0.06,7.06,4,0.06,3.94,122,63,12,51,278.052,151.964,24.305,127.65899999999999,565,185,100,85,5.7,2.58,0,2.58,13,6,2,4,29.675931799999997,10.36001,5.670385,4.689625000000001,141.78,64,3.78,60.22,301.10884,139.446,9.11784,130.32816,821.1,400,11.1,388.9,15.25,10.32,0,10.32,32.12,24,0.12,23.88,61.425101700000006,41.44004,0.34022309999999995,41.0998169,430,402
Mg1.94Ga2S4Eu0.06,7.999999999999999,4,0.06,3.94,122,63,12,51,278.052,151.964,24.305,127.65899999999999,565,185,100,85,5.7,2.58,0,2.58,13,6,2,4,29.675931799999997,10.36001,5.670385,4.689625000000001,153.06,64,3.78,60.22,323.95554000000004,139.446,9.11784,130.32816,962.1,400,11.1,388.9,16.4814,10.32,0,10.32,33.99999999999999,24,0.12,23.88,68.6125626,41.44004,0.34022309999999995,41.0998169,430,402
SrBi1.4TeO7Eu0.3,10.700000000000001,7,0.3,6.7,244,83,8,75,592.1634000000001,208.9804,15.999,192.9814,745,200,60,140,8.389999999999999,3.44,0,3.44,21,6,2,4,41.2784822,13.618054,5.670385,7.947669000000001,281.09999999999997,116.19999999999999,18.9,97.29999999999998,665.37476,292.57256,45.5892,246.98336,1039.5,420,55.5,364.5,29.79,24.08,0,24.08,57.6,42,0.6,41.4,121.9317431,95.326378,1.7011154999999998,93.6252625,465,403
Ba0.98La2Si2S8Eu0.02,13,8,0.02,7.98,206,63,14,49,488.34147,151.964,28.085,123.87899999999999,805,215,100,115,6.470000000000001,2.58,0,2.58,17,6,2,4,34.970642,10.36001,5.211664,5.148346000000001,326.14,128,1.26,126.74,728.08068,277.81094,3.03928,274.77166,1624.4,800,3.7,796.3,27.5122,20.64,0,20.64,64,48,0.04,47.96,115.55808442,82.88008,0.1134077,82.76667230000001,405,403
NaCa0.99BO3Ce0.01,6,3,0.01,2.99,102,58,5,53,229.99276928,140.116,10.81,129.306,690,185,60,125,8.530000000000001,3.44,0.93,2.51,14,6,1,5,38.706904900000005,13.618054,5.1390767,8.4789773,60.379999999999995,24,0.58,23.42,122.87514928000002,47.997,1.4011600000000002,46.59584,625.0500000000001,180,1.85,178.15,14.291200000000002,10.32,0.011200000000000002,10.3088,24,18,0.02,17.98,60.398667348000004,40.854162,0.055386,40.798776000000004,347,403
Cs2HfF6Mn0.019,9.019,6,0.019,5.981,161,72,9,63,385.33189912299997,178.49,18.998403163,159.491596837,605,260,50,210,7.62,3.98,0.79,3.19,19,7,1,6,35.575813548,17.42282,3.893905548,13.528914452000002,236.475,110,0.475,109.525,559.335145734,265.81090392,1.043822836,264.767081084,977.66,520,2.66,517.34,26.78945,23.88,0.02945,23.85055,48.133,42,0.133,41.867,119.291047438,104.53692000000001,0.141246342,104.395673658,470,403
Ca18Li3Bi0.4P14O56Eu0.6,92,56,0.4,55.6,192,83,3,80,454.935161998,208.9804,6.94,202.0404,830,185,60,125,9.51,3.44,0,3.44,21,6,1,5,48.565510961,13.618054,5.391714761,8.226339239000001,1098,448,9,439,2246.571227972,895.9440000000001,20.82,875.124,8610,3360,64,3296,245,192.64,0,192.64,448.2,336,1.2,334.8,1041.953003283,762.611024,2.9142064000000003,759.6968176,394,403
Ba5P2SiO12Eu0.01,20.01,12,0.01,11.99,156,63,8,55,364.348761998,151.964,15.999,135.965,670,215,60,155,8.42,3.44,0,3.44,19,6,2,4,43.13847200000001,13.618054,5.211664,8.406390000000002,420.63,280,0.63,279.37,970.175163996,686.635,1.51964,685.11536,2106.85,1075,1.85,1073.15,52.010000000000005,41.28,0,41.28,96.02,72,0.02,71.98,218.65672685,163.416648,0.05670385,163.35994415000002,405,403
Ca2YSb0.997O6Mn0.003,10,6,0.003,5.997,143,51,8,43,321.680884,121.76,15.999,105.76100000000001,705,180,60,120,9.26,3.44,1,2.44,23,7,2,5,41.9908762,13.618054,6.1131552,7.504898800000001,177.922,50.847,0.075,50.772,386.615374132,121.39472,0.164814132,121.229905868,1044.9850000000001,360,0.42,359.58,25.9085,20.64,0.0046500000000000005,20.63535,48.006,36,0.021,35.979,108.75676028699999,81.708324,0.022302054,81.68602194600001,470,405
Sr1.6Mg3P4O15Eu0.4,24,15,0.4,14.6,136,63,8,55,310.861761998,151.964,15.999,135.965,695,200,60,140,7.889999999999999,3.44,0,3.44,17,6,2,4,43.1162272,13.618054,5.670385,7.947669000000001,302,120,25.200000000000003,94.8,637.7726479920001,239.985,60.7856,179.19940000000003,2144,900,74,826,65.81,51.6,0,51.6,120,90,0.8,89.2,280.53620051999997,204.27081,2.268154,202.002656,393,405
ZnGa2S4Eu0.05,7.05,4,0.05,3.95,140,63,16,47,319.127,151.964,32.06,119.904,550,185,100,85,6.04,2.58,0,2.58,23,12,2,10,31.4238958,10.36001,5.670385,4.689625000000001,159.15,64,3.1500000000000004,60.85,340.66420000000005,139.446,7.5982,131.8478,804.25,400,9.25,390.75,15.59,10.32,0,10.32,42.1,24,0.1,23.9,63.116361850000004,41.44004,0.28351925,41.156520750000006,460,407
Li2Sn0.996O3Mn0.004,6,3,0.004,2.996,86,50,3,47,196.587044,118.71,6.94,111.77,490,145,60,85,7.93,3.44,0.98,2.46,18,7,1,6,33.787703761,13.618054,5.391714761,8.226339239000001,79.89999999999999,49.8,0.1,49.699999999999996,180.331912176,118.23516,0.219752176,118.015407824,614.9799999999999,290,0.56,289.44,14.23836,10.32,0.006200000000000001,10.3138,24.012,18,0.028,17.972,58.981868926,40.854162,0.029736072000000002,40.824425928000004,330,408
Ba3Y0.5Lu0.5Al2O7.5Ce0.03,13.53,7.5,0.03,7.47,245,71,8,63,584.2961785000001,174.9668,15.999,158.9678,940,215,60,155,9.280000000000001,3.44,0.89,2.55,18,6,2,4,41.997217400000004,13.618054,5.211664,8.406390000000002,310.74,168,1.74,166.26,722.076377,411.981,4.20348,407.77752,1528.05,645,5.55,639.45,32.8336,25.8,0.033600000000000005,25.7664,59.56,45,0.06,44.94,135.7296573,102.135405,0.16615799999999997,101.96924700000001,375,410
Ca1.2SiO4Eu0.8,7,4,0.8,3.2,105,63,8,55,236.126,151.964,15.999,135.965,535,185,60,125,6.34,3.44,0,3.44,14,6,2,4,33.5532772,13.618054,5.670385,7.947669000000001,120.4,50.400000000000006,14,36.400000000000006,261.74580000000003,121.5712,28.085,93.4862,714,240,110,130,16.86,13.76,0,13.76,32,24,1.6,22.4,74.49599324,54.472216,4.536308,49.935908000000005,450,411
Ca1.98Ga2SiO7Eu0.02,12,7,0.02,6.98,136,63,8,55,305.849,151.964,15.999,135.965,665,185,60,125,8.15,3.44,0,3.44,17,6,2,4,39.552578999999994,13.618054,5.670385,7.947669000000001,172.85999999999999,62,1.26,60.74,361.91772000000003,139.446,3.03928,136.40672,1150.1000000000001,420,3.7,416.3,31.58,24.08,0,24.08,56,42,0.04,41.96,127.694119596,95.326378,0.1134077,95.21297030000001,330,412
Ba2Gd4.93B5O17Dy0.07,29,17,0.07,16.93,199,66,5,61,483.886,162.5,10.81,151.69,715,215,60,155,8.790000000000001,3.44,0.89,2.55,15,6,2,4,39.21658300000001,13.618054,5.211664,8.406390000000002,593.14,315.52,4.62,310.9,1387.3044999999997,775.2425,11.375000000000002,763.8675,2774.65,1020,12.250000000000002,1007.75,76.46140000000001,58.48,0.0854,58.3946,131,102,0.14,101.86,314.15456878,231.506918,0.41573350000000003,231.09118450000003,354,413
LiCa2.97ZnV3O12Sm0.01,19.98,12,0.01,11.99,146,62,3,59,329.69849999999997,150.36,6.94,143.42000000000002,840,185,60,125,9.87,3.44,0.98,2.46,28,12,1,11,46.907019961,13.618054,5.391714761,8.226339239000001,258.02,96,0.62,95.38,537.66776,191.988,1.5036000000000003,190.4844,1941.4499999999998,720,1.85,718.15,51.781699999999994,41.28,0.0117,41.2683,105.96,72,0.02,71.98,216.653630805,163.416648,0.0564371,163.3602109,343,413
Ba2Y5B5O17Ce0.25,29.25,17,0.25,16.75,166,58,5,53,393.15784,140.116,10.81,129.306,725,215,60,155,8.71,3.44,0.89,2.55,16,6,2,4,38.883597,13.618054,5.211664,8.406390000000002,482.5,195,14.5,180.5,1080.2451999999998,444.5292,35.029,409.5002,2821.25,1020,46.25,973.75,76.84,58.48,0.28,58.199999999999996,136.5,102,0.5,101.5,315.891291,231.506918,1.38465,230.12226800000002,363,413
Li1.05Sr3.9B3O9Ce0.05,17,9,0.05,8.95,112,58,3,55,261.485,140.116,6.94,133.17600000000002,675,200,60,140,8.530000000000001,3.44,0.95,2.49,14,6,1,5,38.54125496100001,13.618054,5.391714761,8.226339239000001,241.25,148.2,2.9000000000000004,145.29999999999998,532.4318000000001,341.718,7.005800000000001,334.7122,1736.5,780,9.25,770.75,41.87,30.96,0.05600000000000001,30.904,71.94999999999999,54,0.1,53.9,175.60475557905,122.562486,0.27693,122.28555600000001,342,413
CaLaGa3S7Eu0.15,12.15,7,0.15,6.85,187,63,16,47,432.73047,151.964,32.06,119.904,790,195,100,95,6.49,2.58,0,2.58,16,6,2,4,33.719752,10.36001,5.5769,4.783110000000001,291.45,112,9.45,102.55,635.36707,224.42000000000002,22.7946,201.6254,1492.75,700,27.75,672.25,25.590000000000003,18.060000000000002,0,18.060000000000002,56.3,42,0.3,41.7,103.05858835,72.52007,0.8505577499999999,71.66951225000001,405,414
Sr2.9LaNaP2SiO12Eu0.1,20,12,0.1,11.9,206,63,8,55,476.537001278,151.964,15.999,135.965,1030,200,60,140,10.51,3.44,0,3.44,23,6,1,5,54.3376519,13.618054,5.1390767,8.4789773,324.5,110.2,6.300000000000001,103.9,713.210163276,254.098,15.1964,238.9016,2003.5,720,18.5,701.5,52.345,41.28,0,41.28,96,72,0.2,71.8,220.33983308,163.416648,0.5670385,162.8496095,380,417
Ba4La5.64Si6O25Eu0.06,40.7,25,0.06,24.94,198,63,8,55,472.28047000000004,151.964,15.999,135.965,765,215,60,155,7.33,3.44,0,3.44,17,6,2,4,38.228685999999996,13.618054,5.211664,8.406390000000002,833.26,321.47999999999996,3.78,317.7,1910.3376908,783.4268508,9.11784,774.3090108,4130.900000000001,1500,11.1,1488.9,107.164,86,0,86,199.04000000000002,150,0.12,149.88,442.00204310000004,340.45135000000005,0.34022309999999995,340.11112690000004,394,418
LiScP2O7Cr0.06Yb0.03,11.09,7,0.03,6.97,141,70,3,67,323.909769998,173.045,6.94,166.105,780,175,60,115,9.629999999999999,3.44,0,3.44,23,6,1,5,49.078614761,13.618054,5.391714761,8.226339239000001,113.53999999999999,56,1.44,54.56,234.147547996,111.99300000000001,3.119766,108.87323400000001,938.65,420,5.25,414.75,30.899599999999996,24.08,0,24.08,56.42,42,0.06,41.94,128.84657016100002,95.326378,0.18762479999999998,95.13875320000001,450,418
LiScP2O7Cr0.06Yb0.05,11.110000000000001,7,0.05,6.95,141,70,3,67,323.909769998,173.045,6.94,166.105,780,175,60,115,9.629999999999999,3.44,0,3.44,23,6,1,5,49.078614761,13.618054,5.391714761,8.226339239000001,114.94,56,1.44,54.56,237.608447996,111.99300000000001,3.119766,108.87323400000001,942.15,420,8.4,411.6,30.899599999999996,24.08,0,24.08,56.46,42,0.1,41.9,128.971653361,95.326378,0.312708,95.01367,450,418
Ca9LaP5SiO24Cl2Eu0.08,42.08,24,0.08,23.92,194,63,8,55,441.455231998,151.964,15.999,135.965,930,195,60,135,12.79,3.44,0,3.44,29,7,2,5,62.5844932,13.618054,5.5769,8.041154,557.04,192,5.04,186.96,1149.5943999900003,383.976,12.15712,371.81888,4079.8,1620,14.8,1605.2,111.82999999999998,82.56,0,82.56,208.16,144,0.16,143.84,474.4025966,326.833296,0.4536308,326.37966520000003,345,418
MgY3.5Si3O13Eu0.05,20.55,13,0.05,12.95,136,63,8,55,309.25883999999996,151.964,15.999,135.965,685,185,60,125,7.869999999999999,3.44,0,3.44,17,6,2,4,41.303617,13.618054,5.670385,7.947669000000001,297.65,136.5,3.1500000000000004,133.35,635.31564,311.17044,7.5982,303.57223999999997,1899.25,780,9.25,770.75,56,44.72,0,44.72,102.6,78,0.1,77.9,231.17991525000002,177.034702,0.28351925,176.75118275,393,418
CaLaMgSbO6Mn0.007,10.007,6,0.007,5.993,173,57,8,49,395.985514,138.90547,15.999,122.90647000000001,870,195,60,135,10.450000000000001,3.44,1,2.44,25,7,2,5,48.996751200000006,13.618054,5.5769,8.041154,188.175,57,0.17500000000000002,56.825,421.42703630799997,138.90547,0.38456630799999997,138.52090369200002,1030.98,360,0.98,359.02,26.110850000000003,20.64,0.01085,20.62915,48.049,36,0.049,35.951,109.705041326,81.708324,0.052038126000000004,81.656285874,370,420
