Formula,Atomic Ratio_sum,Atomic Ratio_max,Atomic Ratio_min,Atomic Ratio_diff,Atomic Number_sum,Atomic Number_max,Atomic Number_min,Atomic Number_diff,Atomic Weight_sum,Atomic Weight_max,Atomic Weight_min,Atomic Weight_diff,Atomic Radius_sum,Atomic Radius_max,Atomic Radius_min,Atomic Radius_diff,EN pauling_sum,EN pauling_max,EN pauling_min,EN pauling_diff,Valence Electron_sum,Valence Electron_max,Valence Electron_min,Valence Electron_diff,Ionization Energy_sum,Ionization Energy_max,Ionization Energy_min,Ionization Energy_diff,ARW_Atomic Number_sum,ARW_Atomic Number_max,ARW_Atomic Number_min,ARW_Atomic Number_diff,ARW_Atomic Weight_sum,ARW_Atomic Weight_max,ARW_Atomic Weight_min,ARW_Atomic Weight_diff,ARW_Atomic Radius_sum,ARW_Atomic Radius_max,ARW_Atomic Radius_min,ARW_Atomic Radius_diff,ARW_EN pauling_sum,ARW_EN pauling_max,ARW_EN pauling_min,ARW_EN pauling_diff,ARW_Valence Electron_sum,ARW_Valence Electron_max,ARW_Valence Electron_min,ARW_Valence Electron_diff,ARW_Ionization Energy_sum,ARW_Ionization Energy_max,ARW_Ionization Energy_min,ARW_Ionization Energy_diff,Excitation source (nm),T50 (K)
Na0.5Gd0.25MoO4Eu0.25,6,4,0.25,3.75,188,64,8,56,444.15276928000003,157.25,15.999,141.251,750,185,60,125,7.73,3.44,0,3.44,17,6,1,5,37.6697417,13.618054,5.1390767,8.4789773,111.25,42,5.5,36.5,248.74438464000002,95.95,11.49488464,84.45511536000001,566.25,240,45,195,16.685,13.76,0,13.76,31.5,24,0.5,23.5,67.08922960000001,54.472216,1.41759625,53.05461975,395,448
Mg1.96Al4Si5O18Eu0.02,28.98,18,0.02,17.98,110,63,8,55,247.3345385,151.964,15.999,135.965,630,185,60,125,8.26,3.44,0,3.44,17,6,2,4,41.072125400000004,13.618054,5.670385,7.947669000000001,290.78,144,1.26,142.74,587.0102340000001,287.982,3.03928,284.94272,2427.7,1080,3.7,1076.3,80.4276,61.92,0,61.92,143.96,108,0.04,107.96,324.9264889,245.124972,0.1134077,245.0115643,365,448
Y2Mo4O15Eu0.75,21.75,15,0.75,14.25,152,63,8,55,352.81884,151.964,15.999,135.965,570,185,60,125,6.82,3.44,0,3.44,17,6,2,4,32.598129,13.618054,5.670385,7.947669000000001,413.25,168,47.25,120.75,915.56968,383.8,113.973,269.827,1978.75,900,138.75,761.25,62.68,51.6,0,51.6,121.5,90,1.5,88.5,249.32783875,204.27081,4.25278875,200.01802125,393.5,449
Ca1.92Ga2SiO7Ce0.04Li0.04,11.999999999999998,7,0.04,6.96,134,58,3,55,300.941,140.116,6.94,133.17600000000002,810,185,60,125,10.25,3.44,0.98,2.46,18,6,1,5,44.812508761000004,13.618054,5.391714761,8.226339239000001,172.84,62,0.12,61.88,362.35600000000005,139.446,0.2776,139.1684,1148.8,420,5.8,414.2,31.603999999999996,24.08,0.0392,24.040799999999997,55.96,42,0.04,41.96,127.65113517444,95.326378,0.21566859044,95.11070940956,330,450
K2BaGe8O18Mn0.002,29.002,18,0.002,17.998,140,56,8,48,319.992344,137.327,15.999,121.328,760,220,60,160,8.71,3.44,0.82,2.62,20,7,1,6,38.50383454,13.618054,4.34066354,9.27739046,494.05,256,0.05,255.95,1084.655476088,581.04,0.109876088,580.930123912,2735.28,1080,0.28,1079.72,80.5331,61.92,0.0031000000000000003,61.9169,144.014,108,0.014,107.986,322.22831111600004,245.124972,0.014868036000000001,245.11010396400002,330,450
LiSrBi0.6TeO6Eu0.4,10,6,0.4,5.6,247,83,3,80,599.1034,208.9804,6.94,202.0404,890,200,60,140,9.37,3.44,0,3.44,22,6,1,5,46.670196961,13.618054,5.391714761,8.226339239000001,216,52,3,49,504.32784,127.6,6.94,120.66,1015,360,74,286,25.810000000000002,20.64,0,20.64,48.8,36,0.8,35.2,108.444029561,81.708324,2.268154,79.44017000000001,465,450
Ba2Bi0.4V3O11Eu0.6,17,11,0.4,10.6,233,83,8,75,565.2119,208.9804,15.999,192.9814,755,215,60,155,7.859999999999999,3.44,0,3.44,20,6,2,4,38.531806,13.618054,5.211664,8.406390000000002,340,112,33.2,78.8,778.23806,274.654,83.59216,191.06184,1670,660,64,596,45.269999999999996,37.839999999999996,0,37.839999999999996,88.2,66,1.2,64.8,186.77692040000002,149.798594,2.9142064000000003,146.8843876,394,451
Ba2Lu5B5O17Ce0.25,29.25,17,0.25,16.75,198,71,5,66,479.2188000000001,174.9668,10.81,164.1568,720,215,60,155,8.49,3.44,0.89,2.55,15,6,2,4,38.092208,13.618054,5.211664,8.406390000000002,642.5,355,14.5,340.5,1510.55,874.8340000000001,35.029,839.8050000000001,2796.25,1020,46.25,973.75,75.74,58.48,0.28,58.199999999999996,131.5,102,0.5,101.5,311.93434600000006,231.506918,1.38465,230.12226800000002,363,452
Ca0.975Sr0.975SiO4Eu0.05,7,4,0.05,3.95,143,63,8,55,323.746,151.964,15.999,135.965,735,200,60,140,7.289999999999999,3.44,0,3.44,16,6,2,4,39.2481444,13.618054,5.670385,7.947669000000001,105.7,37.05,3.1500000000000004,33.9,224.18475,85.4295,7.5982,77.8313,729.75,240,9.25,230.75,17.56125,13.76,0,13.76,32,24,0.1,23.9,74.42024009000001,54.472216,0.28351925,54.188696750000005,385,453
Sr7.92MgYP7O28Eu0.01,44.93,28,0.01,27.99,175,63,8,55,399.76760199800003,151.964,15.999,135.965,875,200,60,140,9.11,3.44,0,3.44,20,6,2,4,49.33348719999999,13.618054,5.670385,7.947669000000001,681.59,300.96,0.63,300.33,1473.469213986,693.9504000000001,1.51964,692.4307600000001,4295.85,1680,1.85,1678.15,121.704,96.32,0,96.32,223.86,168,0.02,167.98,513.735861074,381.305512,0.05670385,381.24880815,400,453
Ga1.6In0.4O3Cr0.03,5.03,3,0.03,2.97,112,49,8,41,252.53609999999998,114.818,15.999,98.819,485,155,60,95,8.69,3.44,1.66,1.78,18,6,3,3,32.170221,13.618054,5.7863552,7.831698800000001,93.92,49.6,0.72,48.88,207.040883,111.55680000000001,1.559883,109.99691700000001,454.2,208,4.2,203.8,13.9778,10.32,0.0498,10.2702,24.18,18,0.18,17.82,52.97058226,40.854162,0.2029953,40.651166700000005,450,453
LiLaMgWO6Eu0.3,10.3,6,0.3,5.7,217,74,3,71,521.95347,183.84,6.94,176.9,870,195,60,135,8.53,3.44,0,3.44,20,6,1,5,45.767318761,13.618054,5.391714761,8.226339239000001,212.9,74,3,71,495.57367,183.84,6.94,176.9,1040.5,360,55.5,304.5,25.73,20.64,0,20.64,48.6,36,0.6,35.4,109.888319261,81.708324,1.7011154999999998,80.0072085,393,453
Li5La3Ta2O12Mn0.004,22.004,12,0.004,11.996,166,73,3,70,397.73039400000005,180.94788,6.94,174.00788,685,195,60,135,8.57,3.44,0.98,2.46,22,7,1,6,39.570256761,13.618054,5.391714761,8.226339239000001,428.1,171,0.1,170.9,1005.519922176,416.71641,0.219752176,416.496657824,2320.56,725,0.56,724.44,52.486200000000004,41.28,0.006200000000000001,41.2738,96.028,72,0.028,71.972,222.234797877,163.416648,0.029736072000000002,163.38691192800002,314,455
Na2Gd0.5PO8MoEu0.5,13,8,0.5,7.5,203,64,8,56,475.126531278,157.25,15.999,141.251,850,185,60,125,9.92,3.44,0,3.44,22,6,1,5,48.15642770000001,13.618054,5.1390767,8.4789773,206.5,64,15,49,455.502300558,127.992,30.973761998,97.018238002,1267.5,480,90,390,34.33,27.52,0,27.52,63,48,1,47,142.7117919,108.944432,2.8351925,106.1092395,396,455
SrLaZnTaO6Mn0.008,10.008,6,0.008,5.992,231,73,8,65,543.7903940000001,180.94788,15.999,164.94888,875,200,60,140,10.19,3.44,0.95,2.49,35,12,2,10,49.267608200000005,13.618054,5.5769,8.041154,246.2,73,0.2,72.8,569.286854352,180.94788,0.439504352,180.508375648,1036.12,360,1.12,358.88,25.8524,20.64,0.012400000000000001,20.6276,58.056,36,0.056,35.944,109.983332344,81.708324,0.059472144000000005,81.64885185600001,365,458
Na3Ga0.93F6Eu0.07,10,6,0.07,5.93,114,63,9,54,263.675172443,151.964,18.998403163,132.965596837,545,185,50,135,6.720000000000001,3.98,0,3.98,13,7,1,6,34.2315835,17.42282,5.1390767,12.283743300000001,120.24,54,4.41,49.59,258.439596818,113.990418978,10.63748,103.352938978,973.85,540,12.950000000000001,527.05,28.353299999999997,23.88,0,23.88,47.93,42,0.14,41.86,125.930427724,104.53692000000001,0.39692695,104.13999305000002,395,458
BaGe3.98O9Mn0.02,14,9,0.02,8.98,121,56,8,48,280.894044,137.327,15.999,121.328,540,215,60,155,7.89,3.44,0.89,2.55,19,7,2,5,34.163171,13.618054,5.211664,8.406390000000002,255.86,127.36,0.5,126.86,571.48416088,289.06739999999996,1.09876088,287.96863912,1255.3,540,2.8000000000000003,537.2,39.8808,30.96,0.031000000000000003,30.929000000000002,72.06,54,0.14,53.86,159.36258166,122.562486,0.14868036,122.41380564,440,458
Li2MgZr0.996O4Mn0.004,8,4,0.004,3.996,88,40,3,37,193.406044,91.224,6.94,84.284,650,155,60,95,8.610000000000001,3.44,0.98,2.46,20,7,1,6,40.72392176100001,13.618054,5.391714761,8.226339239000001,89.94,39.84,0.1,39.74,193.259856176,90.859104,0.219752176,90.639351824,834.9399999999999,290,0.56,289.44,18.36088,13.76,0.006200000000000001,13.7538,32.012,24,0.028,23.972,79.538980994,54.472216,0.029736072000000002,54.442479928000004,335,458
Ca2LuHf2Al3O12Ce0.02Tb0.5,20.52,12,0.02,11.98,307,72,8,64,735.5566885000001,178.49,15.999,162.491,1055,185,60,125,9.469999999999999,3.44,0,3.44,21,6,2,4,49.370318600000004,13.618054,5.425871,8.192183,423.66,144,1.16,142.84,967.3004105,356.98,2.8023200000000004,354.17768,2031.2,720,3.7,716.3,51.7324,41.28,0,41.28,96.04,72,0.04,71.96,215.7189466,163.416648,0.110772,163.305876,408,460
Rb3LuV2O8Eu0.08,14.08,8,0.08,7.92,202,71,8,63,479.33910000000003,174.9668,15.999,158.9678,790,235,60,175,6.89,3.44,0,3.44,16,6,1,5,35.637625,13.618054,4.177128,9.440926000000001,297.04,111,5.04,105.96,673.4023199999999,256.4034,12.15712,244.24627999999998,1644.8,705,14.8,690.2,34.24,27.52,0,27.52,63.16,48,0.16,47.84,140.84769180000004,108.944432,0.4536308,108.4908012,320,460
Sr1.6Mg3P3.6Si0.4O15Eu0.4,24,15,0.4,14.6,150,63,8,55,338.946761998,151.964,15.999,135.965,805,200,60,140,9.79,3.44,0,3.44,21,6,2,4,51.2679102,13.618054,5.670385,7.947669000000001,301.59999999999997,120,5.6000000000000005,114.4,636.6171431928,239.985,11.234000000000002,228.751,2148,900,44,856,65.694,51.6,0,51.6,119.6,90,0.8,89.2,279.60219932,204.27081,2.268154,202.002656,393,460
Ba0.99LuAl2Si2O2N5Eu0.01,13,5,0.01,4.99,232,71,7,64,549.3303385,174.9668,14.007,160.9598,935,215,60,155,11.879999999999999,3.44,0,3.44,24,6,2,4,58.597555400000005,14.53413,5.211664,9.322465999999999,232.07,71,0.63,70.37,524.6062469999999,174.9668,1.51964,173.44716,1304.6999999999998,325,1.85,323.15,30.981099999999998,15.2,0,15.2,55.00000000000001,25,0.02,24.98,138.82378300999997,72.67065,0.05670385,72.61394614999999,365,461
Gd2MgTiO6Bi0.002Cr0.001,10.003,6,0.001,5.999,213,83,8,75,506.3975,208.9804,15.999,192.9814,830,180,60,120,11.05,3.44,1.2,2.24,25,6,2,4,48.294230999999996,13.618054,6.149796,7.4682580000000005,210.19,128,0.024,127.976,483.13595690000005,314.5,0.051996099999999996,314.4480039,1010.46,360,0.14,359.86,25.89546,20.64,0.00166,20.63834,46.016,36,0.006,35.994,108.50360854200001,81.708324,0.006766510000000001,81.70155749,375,463
Gd2MgTiO6Cr0.001,10.001,6,0.001,5.999,130,64,8,56,297.4171,157.25,15.999,141.251,670,180,60,120,9.15,3.44,1.2,2.24,20,6,2,4,41.008714999999995,13.618054,6.149796,7.4682580000000005,210.024,128,0.024,127.976,482.71799610000005,314.5,0.051996099999999996,314.4480039,1010.14,360,0.14,359.86,25.89166,20.64,0.00166,20.63834,46.006,36,0.006,35.994,108.48903751,81.708324,0.006766510000000001,81.70155749,340,463
La2.7BrSi2S8Ce0.3,14,8,0.3,7.7,180,58,14,44,419.07047,140.116,28.085,112.031,705,195,100,95,9.66,2.96,1.1,1.8599999999999999,22,7,2,5,41.441003,11.81381,5.5386,6.27521,362.29999999999995,153.9,17.4,136.5,809.6335690000001,375.04476900000003,42.034800000000004,333.009969,1717,800,55.5,744.5,30.706,20.64,0.336,20.304000000000002,71.69999999999999,48,0.6,47.4,127.71646600000001,82.88008,1.6615799999999998,81.2185,375,463
NaBi0.6F4Eu0.4,6,4,0.4,3.6,166,83,9,74,402.932572443,208.9804,18.998403163,189.981996837,575,185,50,135,6.8100000000000005,3.98,0,3.98,15,7,1,6,35.5177977,17.42282,5.1390767,12.283743300000001,122,49.8,11,38.8,285.15722193199997,125.38824,22.98976928,102.39847071999999,550,200,74,126,17.99,15.92,0,15.92,32.8,28,0.8,27.2,81.4698203,69.69128,2.268154,67.42312600000001,394,465
NaGd0.7TiO4Eu0.3,7,4,0.3,3.7,168,64,8,56,396.06976927999995,157.25,15.999,141.251,745,185,60,125,7.109999999999999,3.44,0,3.44,15,6,1,5,37.4054317,13.618054,5.1390767,8.4789773,128.7,44.8,11,33.8,290.51696927999996,110.07499999999999,22.98976928,87.08523071999998,741.5,240,55.5,184.5,17.07,13.76,0,13.76,31,24,0.6,23.4,72.4453854,54.472216,1.7011154999999998,52.7711005,287,465
NaCa0.96BO3Ce0.01Mn0.03,6,3,0.01,2.99,127,58,5,53,284.93081328,140.116,10.81,129.306,830,185,60,125,10.080000000000002,3.44,0.93,2.51,21,7,1,6,46.14092290000001,13.618054,5.1390767,8.4789773,60.53,24,0.58,23.42,123.3209506,47.997,1.4011600000000002,46.59584,623.85,180,1.85,178.15,14.3077,10.32,0.011200000000000002,10.3088,24.150000000000002,18,0.02,17.98,60.438293232,40.854162,0.055386,40.798776000000004,360,465
Sr2.9725Al2O5Cl2Tb0.015Eu0.0125,12,5,0.0125,4.9875,204,65,8,57,476.9398885,158.92535,15.999,142.92635,845,200,60,140,9.16,3.44,0,3.44,22,7,2,5,49.8005046,13.618054,5.670385,7.947669000000001,214.7175,112.95500000000001,0.7875000000000001,112.16750000000002,469.59195725,260.45045000000005,1.89955,258.55090000000007,1349.4375,594.5,2.3125,592.1875,29.563875,17.2,0,17.2,56,30,0.025,29.975,123.0838963645,68.09027,0.0708798125,68.01939018750001,376,468
La3Si6N11Sm0.01,20.01,11,0.01,10.99,140,62,7,55,331.35747000000003,150.36,14.007,136.353,555,195,65,130,7.21,3.04,1.1,1.94,14,5,2,3,33.906423,14.53413,5.5769,8.95723,332.62,171,0.62,170.38,740.80701,416.71641,1.5036000000000003,415.21281,1961.85,715,1.85,713.15,48.1517,33.44,0.0117,33.4283,88.02,55,0.02,54.98,225.57266510000002,159.87543,0.0564371,159.81899289999998,369,468
Y1.9Si4N6CCe0.05,12.950000000000001,6,0.05,5.95,124,58,6,52,283.12484,140.116,12.011,128.10500000000002,610,185,65,120,9.830000000000002,3.04,1.12,1.92,18,5,2,3,45.701969000000005,14.53413,5.5386,8.995529999999999,181,74.1,2.9000000000000004,71.19999999999999,384.319896,168.92109599999998,7.005800000000001,161.91529599999998,1251.25,440,9.25,430.75,30.764000000000003,18.240000000000002,0.05600000000000001,18.184,55.800000000000004,30,0.1,29.9,143.161532,87.20478,0.27693,86.92785,384,468
Mg1.25Si1.25Al2.5O3N3Ce0.03Tb0.02,11.049999999999999,3,0.02,2.98,177,65,7,58,408.4188885,158.92535,14.007,144.91835,870,185,60,125,12.420000000000002,3.44,0,3.44,24,6,2,4,61.3382704,14.53413,5.5386,8.995529999999999,113.03999999999999,32.5,1.3,31.2,230.34133325000002,67.45384625,3.178507,64.27533925,1021.55,312.5,3.5,309,27.511100000000003,10.32,0,10.32,48.1,18,0.04,17.96,119.4518045,43.60239,0.117276,43.485114,335,468
Mg1.25Si1.25Al2.5O3N3Tb0.02,11.02,3,0.02,2.98,119,65,7,58,268.3028885,158.92535,14.007,144.91835,685,175,60,115,11.3,3.44,0,3.44,22,6,2,4,55.7996704,14.53413,5.8638,8.67033,111.3,32.5,1.3,31.2,226.13785325,67.45384625,3.178507,64.27533925,1016,312.5,3.5,309,27.477500000000003,10.32,0,10.32,48.04,18,0.04,17.96,119.2856465,43.60239,0.117276,43.485114,335,468
NaBa4Al2B8O18Cl3Ce0.09,36.09,18,0.09,17.91,168,58,5,53,389.67330777999996,140.116,10.81,129.306,950,215,60,155,13.190000000000001,3.44,0.89,2.55,24,7,1,6,56.7588121,13.618054,5.1390767,8.4789773,501.22,224,5.22,218.78,1119.68328628,549.308,12.61044,536.69756,3366.65,1080,16.65,1063.35,95.53080000000001,61.92,0.1008,61.8192,168.18,108,0.18,107.82,388.8677575,245.124972,0.498474,244.62649800000003,323,468
Ba3ZrNb4O15Sm0.005,23.005,15,0.005,14.995,207,62,8,54,487.81637,150.36,15.999,134.36100000000002,760,215,60,155,8.43,3.44,0.89,2.55,19,6,2,4,37.866178,13.618054,5.211664,8.406390000000002,492.31,168,0.31,167.69,1115.56728,411.981,0.7518000000000001,411.2292,2280.925,900,0.925,899.075,62.00585,51.6,0.00585,51.59415,120.01,90,0.01,89.99,253.60332055,204.27081,0.02821855,204.24259145000002,407,469
Na1.9MgPO4FEu0.1,9,4,0.1,3.9,118,63,8,55,265.22993444099995,151.964,15.999,135.965,725,185,50,135,11.85,3.98,0,3.98,23,7,1,6,59.9832567,17.42282,5.1390767,12.283743300000001,95.2,32,6.300000000000001,25.7,197.15012679300003,63.996,15.1964,48.7996,900.5,342,18.5,323.5,23.007,13.76,0,13.76,40.1,24,0.2,23.8,100.35924123000001,54.472216,0.5670385,53.9051775,395,470
Na2Lu0.4MoO8PEu0.6,13,8,0.4,7.6,210,71,8,63,492.843331278,174.9668,15.999,158.9678,845,185,60,125,9.719999999999999,3.44,0,3.44,22,6,1,5,47.4325027,13.618054,5.1390767,8.4789773,209.2,64,15,49,462.06042055800003,127.992,30.973761998,97.018238002,1266,480,70,410,34.129999999999995,27.52,0,27.52,63,48,0.8,47.2,142.3742808,108.944432,2.1703484,106.77408360000001,396,470
CaW4O16Tb0.5Eu0.5,22,16,0.5,15.5,230,74,8,66,550.8063500000001,183.84,15.999,167.841,735,185,60,125,6.140000000000001,3.44,0,3.44,18,6,2,4,39.1294242,13.618054,5.670385,7.947669000000001,508,296,20,276,1186.866675,735.36,40.078,695.282,1860,960,87.5,872.5,62.839999999999996,55.04,0,55.04,124,96,1,95,261.2252317,217.888864,2.8351925,215.0536715,380,470
Ca9La0.4P7O28Eu0.6,45,28,0.4,27.6,163,63,8,55,377.92023199799996,151.964,15.999,135.965,720,195,60,135,7.73,3.44,0,3.44,18,6,2,4,41.465180200000006,13.618054,5.5769,8.041154,569.5999999999999,224,22.8,201.2,1172.230921986,447.97200000000004,55.562188000000006,392.40981200000004,4189,1680,78,1602,121.08999999999999,96.32,0,96.32,223.39999999999998,168,1.2,166.8,515.3637018000001,381.305512,2.23076,379.07475200000005,261,470
Sr1.4Mg3P4O15Eu0.4,23.799999999999997,15,0.4,14.6,136,63,8,55,310.861761998,151.964,15.999,135.965,695,200,60,140,7.889999999999999,3.44,0,3.44,17,6,2,4,43.1162272,13.618054,5.670385,7.947669000000001,294.4,120,25.200000000000003,94.8,620.248647992,239.985,60.7856,179.19940000000003,2104,900,74,826,65.62,51.6,0,51.6,119.6,90,0.8,89.2,279.39722708,204.27081,2.268154,202.002656,393,470
Sr0.84Si2O2N2Eu0.16,7,2,0.16,1.84,130,63,7,56,297.675,151.964,14.007,137.957,620,200,60,140,9.329999999999998,3.44,0,3.44,19,6,2,4,47.6691192,14.53413,5.670385,8.863745,100,31.919999999999998,10.08,21.839999999999996,214.09704000000002,73.6008,24.31424,49.28656000000001,667.6,220,29.6,190.4,17.558,6.88,0,6.88,32,12,0.32,11.68,78.298684048,29.06826,0.9072616,28.160998399999997,450,471
Sr0.84Si2N2O2Eu0.16,7,2,0.16,1.84,130,63,7,56,297.675,151.964,14.007,137.957,620,200,60,140,9.33,3.44,0,3.44,19,6,2,4,47.6691192,14.53413,5.670385,8.863745,100,31.919999999999998,10.08,21.839999999999996,214.09704000000002,73.6008,24.31424,49.28656000000001,667.6,220,29.6,190.4,17.558,6.88,0,6.88,32,12,0.32,11.68,78.298684048,29.06826,0.9072616,28.160998399999997,450,471
K0.45Na0.45NbO3Eu0.05Bi0.05,5,3,0.05,2.95,225,83,8,75,531.93783928,208.9804,15.999,192.9814,950,220,60,160,8.69,3.44,0,3.44,20,6,1,5,42.812545240000006,13.618054,4.34066354,9.27739046,85.80000000000001,41,3.1500000000000004,37.85,186.89022117599998,92.90637,7.5982,85.30816999999999,522.25,180,8,172,12.8025,10.32,0,10.32,24.25,18,0.1,17.9,52.526690158,40.854162,0.28351925,40.570642750000005,465,473
Cd2V2O7Pr0.04Li0.04,11.079999999999998,7,0.04,6.96,141,59,3,56,327.20216,140.90766,6.94,133.96766,680,185,60,125,8.87,3.44,0.98,2.46,26,12,1,11,40.222777761,13.618054,5.391714761,8.226339239000001,200.48000000000002,96,0.12,95.88,444.61790640000004,224.828,0.2776,224.5504,1013.1999999999999,420,5.8,414.2,30.8044,24.08,0.0392,24.040799999999997,76.12,42,0.04,41.96,127.24098459044001,95.326378,0.21566859044,95.11070940956,380,473
Cd2V2O7Sm0.03Li0.04,11.069999999999999,7,0.03,6.97,144,62,3,59,336.65450000000004,150.36,6.94,143.42000000000002,680,185,60,125,8.91,3.44,0.98,2.46,26,12,1,11,40.393487761,13.618054,5.391714761,8.226339239000001,199.98000000000002,96,0.12,95.88,443.49240000000003,224.828,0.2776,224.5504,1011.3499999999999,420,5.55,414.45,30.7943,24.08,0.0351,24.0449,76.10000000000001,42,0.04,41.96,127.19137589044001,95.326378,0.16931129999999997,95.1570667,378,473
Na3Ga0.95F6Eu0.05,10,6,0.05,5.95,114,63,9,54,263.675172443,151.964,18.998403163,132.965596837,545,185,50,135,6.720000000000001,3.98,0,3.98,13,7,1,6,34.2315835,17.42282,5.1390767,12.283743300000001,119.60000000000001,54,3.1500000000000004,50.85,256.794776818,113.990418978,7.5982,106.39221897799999,972.75,540,9.25,530.75,28.389499999999998,23.88,0,23.88,47.95,42,0.1,41.9,125.93700606,104.53692000000001,0.28351925,104.25340075000001,395,473
Ga1.77In0.2O3Cr0.03,5,3,0.03,2.97,112,49,8,41,252.53609999999998,114.818,15.999,98.819,485,155,60,95,8.69,3.44,1.66,1.78,18,6,3,3,32.170221,13.618054,5.7863552,7.831698800000001,89.39,54.87,0.72,54.15,195.93019300000003,123.40971,1.559883,121.849827,445.3,230.1,4.2,225.9,13.929499999999999,10.32,0.0498,10.2702,24.09,18,0.18,17.82,52.833192526,40.854162,0.2029953,40.651166700000005,450,473
Gd6MoO12Eu0.25,19.25,12,0.25,11.75,177,64,8,56,421.163,157.25,15.999,141.251,570,185,60,125,6.800000000000001,3.44,0,3.44,16,6,2,4,32.530665,13.618054,5.670385,7.947669000000001,537.75,384,15.75,368.25,1269.429,943.5,37.991,905.509,1991.25,1080,46.25,1033.75,50.64,41.28,0,41.28,90.5,72,0.5,71.5,208.82545025000002,163.416648,1.41759625,161.99905175,394,473
Na0.34Ca0.66Al1.66Si2.34O8Eu0.07,13.07,8,0.07,7.93,129,63,8,55,286.09730778,151.964,15.999,135.965,840,185,60,125,8.879999999999999,3.44,0,3.44,18,6,1,5,44.6781223,13.618054,5.1390767,8.4789773,139.69,64,3.74,60.26,283.4057354652,127.992,7.8165215552000005,120.1754784448,1137.8500000000001,480,12.950000000000001,467.05,35.6148,27.52,0,27.52,64.14,48,0.14,47.86,144.134641224,108.944432,0.39692695,108.54750505000001,365,473
Rb1.09Ba0.82PO4Eu0.09,7,4,0.09,3.91,179,63,8,55,421.731561998,151.964,15.999,135.965,795,235,60,175,7.34,3.44,0,3.44,16,6,1,5,39.163917,13.618054,4.177128,9.440926000000001,138.92,45.919999999999995,5.67,40.24999999999999,314.41456399799995,112.60813999999999,13.67676,98.93137999999999,789.1,256.15000000000003,16.65,239.50000000000003,17.5736,13.76,0,13.76,31.91,24,0.18,23.82,74.29587065000001,54.472216,0.5103346499999999,53.961881350000006,392,473
Ba2Y2.95B5O17Ce0.01Tb0.4,27.36,17,0.01,16.99,231,65,5,60,552.0831900000001,158.92535,10.81,148.11535,900,215,60,155,8.71,3.44,0,3.44,18,6,2,4,44.747397,13.618054,5.211664,8.406390000000002,414.63,136,0.58,135.42,927.930528,274.654,1.4011600000000002,273.25284,2477.85,1020,1.85,1018.15,74.0702,58.48,0,58.48,130.67000000000002,102,0.02,101.98,304.162164,231.506918,0.055386,231.45153200000001,345,473
Ga1.8In0.2O3Cr0.03,5.03,3,0.03,2.97,112,49,8,41,252.53609999999998,114.818,15.999,98.819,485,155,60,95,8.69,3.44,1.66,1.78,18,6,3,3,32.170221,13.618054,5.7863552,7.831698800000001,90.32000000000001,55.800000000000004,0.72,55.080000000000005,198.021883,125.5014,1.559883,123.941517,449.2,234,4.2,229.8,13.9838,10.32,0.0498,10.2702,24.18,18,0.18,17.82,53.01317158,40.854162,0.2029953,40.651166700000005,450,473
SrBi2B2O7Eu0.06,12.06,7,0.06,6.94,197,83,5,78,475.37340000000006,208.9804,10.81,198.1704,690,200,60,140,8.33,3.44,0,3.44,18,6,2,4,40.5668412,13.618054,5.670385,7.947669000000001,273.78,166,3.78,162.22,648.31164,417.9608,9.11784,408.84296,1121.1,420,11.1,408.9,32.91,24.08,0,24.08,60.12,42,0.12,41.88,132.5285383,95.326378,0.34022309999999995,94.9861549,393,473
Ba3In3.86P6O24Tb0.015Eu0.02,36.895,24,0.015,23.985,256,65,8,57,610.007111998,158.92535,15.999,142.92635,890,215,60,155,8.299999999999999,3.44,0,3.44,20,6,2,4,46.6369442,13.618054,5.211664,8.406390000000002,641.375,192,0.975,191.025,1430.4202122379997,443.19748,2.3838802500000003,440.81359975,3289.625,1440,2.625,1437.375,105.24080000000001,82.56,0,82.56,191.64999999999998,144,0.03,143.97,427.925099772,326.833296,0.08795700000000001,326.745339,233,473
Ba2Y3.2La2.4Si6O26Eu2.4,42,26,2,24,237,63,8,55,561.18631,151.964,15.999,135.965,945,215,60,155,8.549999999999999,3.44,0,3.44,20,6,2,4,44.44594599999999,13.618054,5.211664,8.406390000000002,816.8,208,84,124,1841.723416,415.974,168.51,247.464,4138,1560,430,1130,109.16399999999999,89.44,0,89.44,205.60000000000002,156,4,152,460.29154600000004,354.069404,10.423328,343.646076,397,473
Li6Lu0.32B3O9Ce0.03Tb0.65,19,9,0.03,8.97,210,71,3,68,507.75715,174.9668,6.94,168.0268,825,185,60,125,8.579999999999998,3.44,0,3.44,16,6,1,5,44.136058761,13.618054,5.391714761,8.226339239000001,171.71,72,1.74,70.26,381.5553335000001,143.991,4.20348,139.78752,1840.3,870,5.55,864.45,43.3136,30.96,0,30.96,71,54,0.06,53.94,185.520738286,122.562486,0.16615799999999997,122.39632800000001,350,473
Li3BaSrLa0.3W8O32Eu0.9,46.199999999999996,32,0.3,31.7,299,74,3,71,722.59547,183.84,6.94,176.9,1135,215,60,155,9.06,3.44,0,3.44,22,6,1,5,49.027614961,13.618054,5.211664,8.406390000000002,1024.8,592,9,583,2406.894241,1470.72,20.82,1449.9,4075,1920,58.5,1861.5,128.79,110.08,0,110.08,249.70000000000002,192,0.8999999999999999,191.1,532.548059983,435.777728,1.67307,434.10465800000003,396,475
