Formula,Atomic Ratio_sum,Atomic Ratio_max,Atomic Ratio_min,Atomic Ratio_diff,Atomic Number_sum,Atomic Number_max,Atomic Number_min,Atomic Number_diff,Atomic Weight_sum,Atomic Weight_max,Atomic Weight_min,Atomic Weight_diff,Atomic Radius_sum,Atomic Radius_max,Atomic Radius_min,Atomic Radius_diff,EN pauling_sum,EN pauling_max,EN pauling_min,EN pauling_diff,Valence Electron_sum,Valence Electron_max,Valence Electron_min,Valence Electron_diff,Ionization Energy_sum,Ionization Energy_max,Ionization Energy_min,Ionization Energy_diff,ARW_Atomic Number_sum,ARW_Atomic Number_max,ARW_Atomic Number_min,ARW_Atomic Number_diff,ARW_Atomic Weight_sum,ARW_Atomic Weight_max,ARW_Atomic Weight_min,ARW_Atomic Weight_diff,ARW_Atomic Radius_sum,ARW_Atomic Radius_max,ARW_Atomic Radius_min,ARW_Atomic Radius_diff,ARW_EN pauling_sum,ARW_EN pauling_max,ARW_EN pauling_min,ARW_EN pauling_diff,ARW_Valence Electron_sum,ARW_Valence Electron_max,ARW_Valence Electron_min,ARW_Valence Electron_diff,ARW_Ionization Energy_sum,ARW_Ionization Energy_max,ARW_Ionization Energy_min,ARW_Ionization Energy_diff,Temperature (K),Excitation source (nm),IQE
KSrSc2P3O12Eu0.03Tb0.1,19.130000000000003,12,0.03,11.97,229,65,8,57,529.536319998,158.92535,15.999,142.92635,1100,220,60,160,8.76,3.44,0,3.44,21,6,1,5,52.235945740000005,13.618054,4.34066354,9.27739046,248.39,96,1.89,94.11,521.990856994,191.988,4.55892,187.42908,1783.05,720,5.55,714.45,52.34,41.28,0,41.28,96.26,72,0.06,71.94,218.79170829,163.416648,0.17011154999999997,163.24653645,298,300,39.2
Na3Bi0.75P3O12Eu0.25,19,12,0.25,11.75,180,83,8,75,430.906931278,208.9804,15.999,192.9814,685,185,60,125,8.459999999999999,3.44,0,3.44,19,6,1,5,42.19971770000001,13.618054,5.1390767,8.4789773,252,96,15.75,80.25,548.604893834,191.988,37.991,153.997,1726.25,720,46.25,673.75,52.065,41.28,0,41.28,94.25,72,0.5,71.5,217.17566935000002,163.416648,1.41759625,161.99905175,298,396,39.25
KSrSc2P3O12Eu0.03Tb0.15,19.18,12,0.03,11.97,229,65,8,57,529.536319998,158.92535,15.999,142.92635,1100,220,60,160,8.76,3.44,0,3.44,21,6,1,5,52.235945740000005,13.618054,4.34066354,9.27739046,251.64,96,1.89,94.11,529.937124494,191.988,4.55892,187.42908,1791.8,720,5.55,714.45,52.34,41.28,0,41.28,96.36,72,0.06,71.94,219.08489829,163.416648,0.17011154999999997,163.24653645,298,300,39.4
SrBi1.4TeO7Eu0.3,10.700000000000001,7,0.3,6.7,244,83,8,75,592.1634000000001,208.9804,15.999,192.9814,745,200,60,140,8.389999999999999,3.44,0,3.44,21,6,2,4,41.2784822,13.618054,5.670385,7.947669000000001,281.09999999999997,116.19999999999999,18.9,97.29999999999998,665.37476,292.57256,45.5892,246.98336,1039.5,420,55.5,364.5,29.79,24.08,0,24.08,57.6,42,0.6,41.4,121.9317431,95.326378,1.7011154999999998,93.6252625,298,465,39.42
Na3Bi0.75P2O8Eu0.1Sm0.15,14,8,0.1,7.9,242,83,8,75,581.266931278,208.9804,15.999,192.9814,870,185,60,125,9.629999999999999,3.44,0,3.44,21,6,1,5,47.84342770000001,13.618054,5.1390767,8.4789773,204.85000000000002,64,6.300000000000001,57.7,453.39453183599994,156.7353,15.1964,141.53889999999998,1386.25,540,18.5,521.5,36.290499999999994,27.52,0,27.52,65.25,48,0.2,47.8,152.2127661,108.944432,0.5670385,108.37739350000001,298,403,39.46
Na3Bi1.875P3O12Eu0.125,20,12,0.125,11.875,180,83,8,75,430.906931278,208.9804,15.999,192.9814,685,185,60,125,8.459999999999999,3.44,0,3.44,19,6,1,5,42.19971770000001,13.618054,5.1390767,8.4789773,337.5,155.625,7.875,147.75,764.712343834,391.83825,18.9955,372.84275,1883.125,720,23.125,696.875,54.2025,41.28,0,41.28,99.625,72,0.25,71.75,224.663076725,163.416648,0.708798125,162.70784987500002,298,396,39.54
Na3Bi0.88P2O8Eu0.02Sm0.1,13.999999999999998,8,0.02,7.98,242,83,8,75,581.266931278,208.9804,15.999,192.9814,870,185,60,125,9.629999999999999,3.44,0,3.44,21,6,1,5,47.84342770000001,13.618054,5.1390767,8.4789773,207.5,73.04,1.26,71.78,460.88686383600003,183.902752,3.03928,180.863472,1383,540,3.7,536.3,36.47899999999999,27.52,0,27.52,65.64000000000001,48,0.04,47.96,152.42406688000003,108.944432,0.1134077,108.83102430000001,298,396,39.56
Ca3.92Y6Si6O25Eu0.05Mn0.03,41,25,0.03,24.97,169,63,8,55,379.969884,151.964,15.999,135.965,855,185,60,125,9.11,3.44,0,3.44,24,7,2,5,47.204555199999994,13.618054,5.670385,7.947669000000001,600.3,234,0.75,233.25,1268.2721413199997,533.43504,1.64814132,531.7868986799999,3959.0499999999997,1500,4.2,1495.8,108.6865,86,0,86,200.15,150,0.1,149.9,451.135116174,340.45135000000005,0.22302054,340.22832946000005,298,432,39.6
Na3Bi1.8P3O12Eu0.2,20,12,0.2,11.8,180,83,8,75,430.906931278,208.9804,15.999,192.9814,685,185,60,125,8.459999999999999,3.44,0,3.44,19,6,1,5,42.19971770000001,13.618054,5.1390767,8.4789773,336,149.4,12.600000000000001,136.8,760.4361138339999,376.16472,30.3928,345.77191999999997,1885,720,37,683,54.06,41.28,0,41.28,99.4,72,0.4,71.6,224.5419419,163.416648,1.134077,162.28257100000002,298,396,39.61
Na3Bi0.84P2O8Eu0.06Sm0.1,14,8,0.06,7.94,242,83,8,75,581.266931278,208.9804,15.999,192.9814,870,185,60,125,9.629999999999999,3.44,0,3.44,21,6,1,5,47.84342770000001,13.618054,5.1390767,8.4789773,206.7,69.72,3.78,65.94,458.606207836,175.543536,9.11784,166.425696,1384,540,11.1,528.9,36.403,27.52,0,27.52,65.52000000000001,48,0.12,47.88,152.35946164,108.944432,0.34022309999999995,108.6042089,298,396,39.63
Sr2LiScB4O10Ce0.03Tb0.05,18.080000000000002,10,0.03,9.97,198,65,3,62,465.366258,158.92535,6.94,151.98535,1010,200,60,140,9.89,3.44,0,3.44,19,6,1,5,50.966544961,13.618054,5.391714761,8.226339239000001,204.99,80,1.74,78.26,442.5156555,175.24,4.20348,171.03652,1659.3,600,5.55,594.45,46.8336,34.4,0,34.4,80.16,60,0.06,59.94,193.174903161,136.18054,0.16615799999999997,136.014382,298,325,39.67
Gd2ZnTi0.998O6Mn0.002,10.000000000000002,6,0.002,5.998,149,64,8,56,341.43404400000003,157.25,15.999,141.251,655,180,60,120,9.38,3.44,1.2,2.24,31,12,2,10,43.424187,13.618054,6.149796,7.4682580000000005,228.006,128,0.05,127.95,523.755142088,314.5,0.109876088,314.390123912,995,360,0.28,359.72,26.23002,20.64,0.0031000000000000003,20.6369,56.00600000000001,36,0.014,35.986,110.231446796,81.708324,0.014868036000000001,81.69345596400001,298,365,39.7
Ba2Gd4.5B5O17Eu0.5,29,17,0.5,16.5,196,64,5,59,473.35,157.25,10.81,146.44,725,215,60,155,7.57,3.44,0,3.44,15,6,2,4,38.947918,13.618054,5.211664,8.406390000000002,592.5,288,25,263,1384.2939999999999,707.625,54.050000000000004,653.575,2777.5,1020,92.5,927.5,75.86,58.48,0,58.48,131,102,1,101,313.9296155,231.506918,2.8351925,228.6717255,298,396,39.7
Ca9LaP5O24SiF2Ce0.05,42.05,24,0.05,23.95,181,58,8,50,413.15563516099996,140.116,15.999,124.11700000000002,880,195,50,145,14.73,3.98,1,2.98,29,7,2,5,66.9078982,17.42282,5.5386,11.884220000000003,538.9,192,2.9000000000000004,189.1,1111.539886316,383.976,7.005800000000001,376.9702,3974.25,1620,9.25,1610.75,113.526,82.56,0.05600000000000001,82.504,208.1,144,0.1,143.9,483.1362758,326.833296,0.27693,326.556366,298,275,39.7
KBaSc2P3O12Eu0.04Tb0.18,19.22,12,0.04,11.96,247,65,8,57,579.2433199980001,158.92535,15.999,142.92635,1115,220,60,160,8.7,3.44,0,3.44,21,6,1,5,51.75274254,13.618054,4.34066354,9.27739046,272.21999999999997,96,2.52,93.48,585.9315249940001,191.988,6.07856,185.90944,1813.9,720,7.4,712.6,52.28,41.28,0,41.28,96.44,72,0.08,71.92,218.83431294000002,163.416648,0.2268154,163.18983260000002,298,300,39.7
Na3Bi0.82P2O8Eu0.1Sm0.08,14,8,0.08,7.92,242,83,8,75,581.266931278,208.9804,15.999,192.9814,870,185,60,125,9.629999999999999,3.44,0,3.44,21,6,1,5,47.84342770000001,13.618054,5.1390767,8.4789773,206.32000000000002,68.06,4.96,63.1,457.497959836,171.363928,12.028800000000002,159.335128,1384.5,540,14.8,525.2,36.3416,27.52,0,27.52,65.46,48,0.16,47.84,152.32769252,108.944432,0.4514968,108.4929352,298,403,39.83
Na0.95Sc0.85Si2O6Eu0.05Mn0.15,10.000000000000002,6,0.05,5.95,142,63,8,55,318.93172128,151.964,15.999,135.965,835,185,60,125,9.18,3.44,0,3.44,23,7,1,6,46.5747067,13.618054,5.1390767,8.4789773,111.2,48,3.1500000000000004,44.85,228.055709216,95.994,7.5982,88.3958,917.25,360,9.25,350.75,26.712000000000003,20.64,0,20.64,48.65,36,0.1,35.9,109.869701315,81.708324,0.28351925,81.42480475,298,365,39.9
Sr1.9ZnW0.6Mo0.4O6Eu0.05Li0.05,10.000000000000002,6,0.05,5.95,258,74,3,71,607.6930000000001,183.84,6.94,176.9,1005,200,60,140,10.88,3.44,0,3.44,35,12,1,11,54.725679961,13.618054,5.391714761,8.226339239000001,214.70000000000002,72.2,0.15000000000000002,72.05,484.48120000000006,166.478,0.34700000000000003,166.131,1030.5,380,7.25,372.75,26.028,20.64,0,20.64,57.949999999999996,36,0.05,35.95,110.03126566805,81.708324,0.26958573805,81.43873826195001,298,367,40
Sr1.9ZnW0.4Mo0.6O6Eu0.05Li0.05,10.000000000000002,6,0.05,5.95,258,74,3,71,607.6930000000001,183.84,6.94,176.9,1005,200,60,140,10.88,3.44,0,3.44,35,12,1,11,54.725679961,13.618054,5.391714761,8.226339239000001,208.3,72.2,0.15000000000000002,72.05,466.90319999999997,166.478,0.34700000000000003,166.131,1032.5,380,7.25,372.75,26.12,20.64,0,20.64,57.95,36,0.05,35.95,109.87694566805,81.708324,0.26958573805,81.43873826195001,298,367,40
Na0.95Sc0.9Si2O6Eu0.05Mn0.1,10,6,0.05,5.95,142,63,8,55,318.93172128,151.964,15.999,135.965,835,185,60,125,9.18,3.44,0,3.44,23,7,1,6,46.5747067,13.618054,5.1390767,8.4789773,111,48,2.5,45.5,227.55660241599998,95.994,5.4938044,90.5001956,918.25,360,9.25,350.75,26.7025,20.64,0,20.64,48.45,36,0.1,35.9,109.826074915,81.708324,0.28351925,81.42480475,298,365,40
Ba3Sc3.996O9Ce0.004,16,9,0.004,8.996,143,58,8,50,338.39790800000003,140.116,15.999,124.11700000000002,620,215,60,155,6.81,3.44,0.89,2.55,13,6,2,4,30.929807999999998,13.618054,5.211664,8.406390000000002,324.148,168,0.232,167.768,736.176272368,411.981,0.5604640000000001,411.42053599999997,1825.1000000000001,645,0.74,644.26,39.06904,30.96,0.0044800000000000005,30.95552,71.996,54,0.008,53.992,164.43934644,122.562486,0.0221544,122.5403316,298,430,40
Ca8.8CeP7O28Eu0.04Mn0.16,44.99999999999999,28,0.04,27.96,189,63,8,55,434.068805998,151.964,15.999,135.965,850,185,60,125,9.3,3.44,0,3.44,24,7,2,5,48.8608982,13.618054,5.5386,8.079454000000002,569.52,224,2.52,221.48,1172.4593810259998,447.97200000000004,6.07856,441.89344000000006,4178.799999999999,1680,7.4,1672.6,121.818,96.32,0,96.32,223.8,168,0.08,167.92,515.4629380399999,381.305512,0.2268154,381.0786966,298,320,40
LiLaMgWO6Eu0.5,10.5,6,0.5,5.5,217,74,3,71,521.95347,183.84,6.94,176.9,870,195,60,135,8.53,3.44,0,3.44,20,6,1,5,45.767318761,13.618054,5.391714761,8.226339239000001,225.5,74,3,71,525.96647,183.84,6.94,176.9,1077.5,360,92.5,267.5,25.73,20.64,0,20.64,49,36,1,35,111.02239626100001,81.708324,2.8351925,78.8731315,298,393,40
Ca5P3O12ClCe0.08Tb0.01,21.09,12,0.01,11.99,183,65,8,57,421.542111998,158.92535,15.999,142.92635,800,185,60,125,10.91,3.44,0,3.44,24,7,2,5,54.5879252,13.618054,5.5386,8.079454000000002,263.28999999999996,100,0.65,99.35,533.5478194940001,200.39000000000001,1.5892535,198.8007465,2036.55,900,1.75,898.25,56.0996,41.28,0,41.28,104.17999999999999,72,0.02,71.98,238.91183800000002,163.416648,0.058638,163.35801,298,340,40
Y2.85YSnNbO10.5Eu0.15,16.5,10.5,0.15,10.35,240,63,8,55,557.39105,151.964,15.999,135.965,895,185,60,125,9.44,3.44,0,3.44,23,6,2,4,45.825726,13.618054,5.670385,7.947669000000001,334.59999999999997,111.15,9.45,101.7,744.687954,253.381644,22.7946,230.587044,1640.75,630,27.75,602.25,44.376999999999995,36.12,0,36.12,83.85,63,0.3,62.7,181.87934275000003,142.98956700000002,0.8505577499999999,142.13900925000002,298,392,40.07
Ba0.99LuAl2Si2O2N5Eu0.01,13,5,0.01,4.99,232,71,7,64,549.3303385,174.9668,14.007,160.9598,935,215,60,155,11.879999999999999,3.44,0,3.44,24,6,2,4,58.597555400000005,14.53413,5.211664,9.322465999999999,232.07,71,0.63,70.37,524.6062469999999,174.9668,1.51964,173.44716,1304.6999999999998,325,1.85,323.15,30.981099999999998,15.2,0,15.2,55.00000000000001,25,0.02,24.98,138.82378300999997,72.67065,0.05670385,72.61394614999999,298,365,40.1
LiCa3ZnV3O12,20,12,1,11,84,30,3,27,179.33849999999998,65.38,6.94,58.44,655,180,60,120,8.7,3.44,0.98,2.46,26,12,1,11,41.263309961000004,13.618054,5.391714761,8.226339239000001,258,96,3,93,537.3665000000001,191.988,6.94,185.048,1945,720,135,585,51.8,41.28,0.98,40.300000000000004,106,72,1,71,216.780588361,163.416648,5.391714761,158.024933239,298,330,40.1
Gd2.85YSnNbO10.5Eu0.15,16.5,10.5,0.15,10.35,265,64,8,56,625.73521,157.25,15.999,141.251,895,185,60,125,9.42,3.44,0,3.44,22,6,2,4,45.758262,13.618054,5.670385,7.947669000000001,405.84999999999997,182.4,9.45,172.95000000000002,939.4688100000001,448.1625,22.7946,425.3679,1640.75,630,27.75,602.25,44.31999999999999,36.12,0,36.12,81,63,0.3,62.7,181.68707035000003,142.98956700000002,0.8505577499999999,142.13900925000002,298,392,40.1
Na3Bi0.82P2O8Eu0.08Sm0.1,14,8,0.08,7.92,242,83,8,75,581.266931278,208.9804,15.999,192.9814,870,185,60,125,9.629999999999999,3.44,0,3.44,21,6,1,5,47.84342770000001,13.618054,5.1390767,8.4789773,206.29999999999998,68.06,5.04,63.02,457.46587983600006,171.363928,12.15712,159.206808,1384.5,540,14.8,525.2,36.364999999999995,27.52,0,27.52,65.46,48,0.16,47.84,152.32715902,108.944432,0.4536308,108.4908012,298,396,40.23
Na3Bi0.7P2O8Eu0.2Dy0.1,13.999999999999998,8,0.1,7.9,246,83,8,75,593.406931278,208.9804,15.999,192.9814,860,185,60,125,9.68,3.44,0,3.44,21,6,1,5,48.13876770000001,13.618054,5.1390767,8.4789773,204.29999999999998,64,6.6000000000000005,57.4,451.83791183600005,146.28628,16.25,130.03628,1386.5,540,17.5,522.5,36.141999999999996,27.52,0,27.52,65.10000000000001,48,0.2,47.8,152.1628773,108.944432,0.593905,108.350527,298,396,40.26
Na3Bi0.6P2O8Eu0.3Dy0.1,14,8,0.1,7.9,246,83,8,75,593.406931278,208.9804,15.999,192.9814,860,185,60,125,9.68,3.44,0,3.44,21,6,1,5,48.13876770000001,13.618054,5.1390767,8.4789773,202.3,64,6.6000000000000005,57.4,446.13627183600005,127.992,16.25,111.742,1389,540,17.5,522.5,35.952,27.52,0,27.52,64.8,48,0.2,47.8,152.00136419999998,108.944432,0.593905,108.350527,298,396,40.27
Na3Bi0.7P2O8Eu0.2Sm0.1,13.999999999999998,8,0.1,7.9,242,83,8,75,581.266931278,208.9804,15.999,192.9814,870,185,60,125,9.629999999999999,3.44,0,3.44,21,6,1,5,47.84342770000001,13.618054,5.1390767,8.4789773,203.89999999999998,64,6.2,57.8,450.62391183600005,146.28628,15.036000000000001,131.25028,1387.5,540,18.5,521.5,36.13699999999999,27.52,0,27.52,65.10000000000001,48,0.2,47.8,152.13334329999998,108.944432,0.564371,108.38006100000001,298,396,40.32
Na3Bi0.8P2O8Eu0.1Dy0.1,14,8,0.1,7.9,246,83,8,75,593.406931278,208.9804,15.999,192.9814,860,185,60,125,9.68,3.44,0,3.44,21,6,1,5,48.13876770000001,13.618054,5.1390767,8.4789773,206.3,66.4,6.300000000000001,60.10000000000001,457.539551836,167.18432,15.1964,151.98792,1384,540,17.5,522.5,36.332,27.52,0,27.52,65.4,48,0.2,47.8,152.3243904,108.944432,0.5670385,108.37739350000001,298,392,40.45
LiScP2O7Cr0.05,11.05,7,0.05,6.95,71,24,3,21,150.86476999799999,51.9961,6.94,45.0561,605,160,60,100,9.629999999999999,3.44,0.98,2.46,21,6,1,5,42.824454761,13.618054,5.391714761,8.226339239000001,111.2,56,1.2000000000000002,54.8,228.436236996,111.99300000000001,2.599805,109.393195,932,420,7,413,30.882999999999996,24.08,0.083,23.997,56.3,42,0.30000000000000004,41.7,128.591280261,95.326378,0.33832550000000006,94.98805250000001,298,450,40.5
Na3Bi1.85P3O12Eu0.15,20,12,0.15,11.85,180,83,8,75,430.906931278,208.9804,15.999,192.9814,685,185,60,125,8.459999999999999,3.44,0,3.44,19,6,1,5,42.19971770000001,13.618054,5.1390767,8.4789773,337,153.55,9.45,144.10000000000002,763.2869338339999,386.61374,22.7946,363.81914,1883.75,720,27.75,692.25,54.155,41.28,0,41.28,99.55,72,0.3,71.7,224.62269845000003,163.416648,0.8505577499999999,162.56609025,298,396,40.58
Na3Bi0.6P2O8Eu0.3Sm0.1,14,8,0.1,7.9,242,83,8,75,581.266931278,208.9804,15.999,192.9814,870,185,60,125,9.629999999999999,3.44,0,3.44,21,6,1,5,47.84342770000001,13.618054,5.1390767,8.4789773,201.9,64,6.2,57.8,444.92227183600005,127.992,15.036000000000001,112.956,1390,540,18.5,521.5,35.946999999999996,27.52,0,27.52,64.8,48,0.2,47.8,151.97183019999997,108.944432,0.564371,108.38006100000001,298,396,40.58
Na3Bi0.8P3O12Eu0.2,19,12,0.2,11.8,180,83,8,75,430.906931278,208.9804,15.999,192.9814,685,185,60,125,8.459999999999999,3.44,0,3.44,19,6,1,5,42.19971770000001,13.618054,5.1390767,8.4789773,253,96,12.600000000000001,83.4,551.455713834,191.988,30.3928,161.5952,1725,720,37,683,52.160000000000004,41.28,0,41.28,94.4,72,0.4,71.6,217.2564259,163.416648,1.134077,162.28257100000002,298,396,40.67
Na3Bi0.78P2O8Eu0.1Sm0.12,14,8,0.1,7.9,242,83,8,75,581.266931278,208.9804,15.999,192.9814,870,185,60,125,9.629999999999999,3.44,0,3.44,21,6,1,5,47.84342770000001,13.618054,5.1390767,8.4789773,205.48000000000002,64.74000000000001,6.300000000000001,58.44000000000001,455.153143836,163.004712,15.1964,147.808312,1385.5,540,18.5,521.5,36.3124,27.52,0,27.52,65.34,48,0.2,47.8,152.26202028,108.944432,0.5670385,108.37739350000001,298,403,40.68
Ca2La0.88Hf2Al3O12Ce0.12,20,12,0.12,11.88,228,72,8,64,540.5700085000001,178.49,15.999,162.491,900,195,60,135,9.57,3.44,1,2.44,20,6,2,4,43.6575476,13.618054,5.5386,8.079454000000002,376.11999999999995,144,6.96,137.04,849.1193491000001,356.98,16.81392,340.16608,1958.8,720,22.2,697.8,51.8124,41.28,0.13440000000000002,41.1456,95.88,72,0.24,71.76,212.82270760000003,163.416648,0.6646319999999999,162.752016,298,408,40.8
Na3Bi0.78P2O8Eu0.12Sm0.1,14,8,0.1,7.9,242,83,8,75,581.266931278,208.9804,15.999,192.9814,870,185,60,125,9.629999999999999,3.44,0,3.44,21,6,1,5,47.84342770000001,13.618054,5.1390767,8.4789773,205.5,64.74000000000001,6.2,58.540000000000006,455.18522383600003,163.004712,15.036000000000001,147.968712,1385.5,540,18.5,521.5,36.288999999999994,27.52,0,27.52,65.34,48,0.2,47.8,152.26255378000002,108.944432,0.564371,108.38006100000001,298,396,40.89
BaLu1.5Si3O10Ce0.06Tb0.44,16,10,0.06,9.94,272,71,8,63,655.4191500000001,174.9668,15.999,158.9678,920,215,60,155,8.350000000000001,3.44,0,3.44,18,6,2,4,43.809672,13.618054,5.211664,8.406390000000002,316.58000000000004,106.5,3.48,103.02,722.356314,262.4502,8.40696,254.04324,1495.6,600,11.1,588.9,42.557199999999995,34.4,0,34.4,78,60,0.12,59.88,176.8984475,136.18054,0.33231599999999994,135.84822400000002,298,365,40.9
LiGd0.3Mo5O20Eu0.9,27.2,20,0.3,19.7,180,64,3,61,428.103,157.25,6.94,150.31,715,185,60,125,7.779999999999999,3.44,0,3.44,17,6,1,5,37.922379761,13.618054,5.391714761,8.226339239000001,448.9,210,3,207,990.6126,479.75,6.94,472.81,2290.5,1200,54,1146,80.94,68.8,0,68.8,153.4,120,0.6,119.4,320.163230061,272.36108,1.8449388,270.5161412,298,395,41
Ba2GdTaO6Mn0.008,10.008,6,0.008,5.992,226,73,8,65,546.4619240000001,180.94788,15.999,164.94888,740,215,60,155,8.58,3.44,0.89,2.55,22,7,2,5,39.963102,13.618054,5.211664,8.406390000000002,297.2,112,0.2,111.8,709.2853843519999,274.654,0.439504352,274.214495648,1116.12,430,1.12,428.88,25.1324,20.64,0.012400000000000001,20.6276,47.056,36,0.056,35.944,105.890490144,81.708324,0.059472144000000005,81.64885185600001,298,358,41
Na3Sc1.92P3O12Ce0.03Tb0.01,19.960000000000004,12,0.01,11.99,178,65,8,57,413.959789278,158.92535,15.999,142.92635,860,185,60,125,9.04,3.44,0,3.44,19,6,1,5,47.2077067,13.618054,5.1390767,8.4789773,216.71,96,0.65,95.35,445.986670694,191.988,1.5892535,190.3987465,1874.5,720,1.75,718.25,53.2848,41.28,0,41.28,95.83999999999999,72,0.02,71.98,223.1167929,163.416648,0.058638,163.35801,298,320,41
Y2Mg1.995Al2Si2O12Eu0.005,20,12,0.005,11.995,149,63,8,55,336.2403785,151.964,15.999,135.965,810,185,60,125,9.48,3.44,0,3.44,20,6,2,4,47.2893854,13.618054,5.670385,7.947669000000001,252.255,96,0.315,95.685,529.181052,191.988,0.75982,191.22818,1850.175,720,0.925,719.075,53.35345,41.28,0,41.28,96.00000000000001,72,0.01,71.99,219.40866155,163.416648,0.028351925,163.388296075,298,370,41
Na3Bi0.65P2O8Eu0.25Sm0.1,14,8,0.1,7.9,242,83,8,75,581.266931278,208.9804,15.999,192.9814,870,185,60,125,9.629999999999999,3.44,0,3.44,21,6,1,5,47.84342770000001,13.618054,5.1390767,8.4789773,202.89999999999998,64,6.2,57.8,447.77309183600005,135.83726000000001,15.036000000000001,120.80126000000001,1388.75,540,18.5,521.5,36.041999999999994,27.52,0,27.52,64.95,48,0.2,47.8,152.05258675000002,108.944432,0.564371,108.38006100000001,298,396,41.25
Na3Bi0.9P2O8Tb0.1,14,8,0.1,7.9,182,83,8,75,437.86828127800004,208.9804,15.999,192.9814,675,180,60,120,8.459999999999999,3.44,0,3.44,19,6,1,5,42.3931327,13.618054,5.1390767,8.4789773,208.2,74.7,6.5,68.2,462.88372683600005,188.08236,15.892535000000002,172.18982499999998,1381.5,540,17.5,522.5,36.4,27.52,0,27.52,65.7,48,0.2,47.8,152.4783785,108.944432,0.58638,108.358052,298,377,41.25
Ca14Zn6Ga9.97O35Mn0.03,65,35,0.03,34.97,114,31,8,23,246.11804399999997,69.723,15.999,53.724,645,180,60,120,9.450000000000001,3.44,1,2.44,30,12,2,10,42.558728,13.618054,5.9993018,7.618752200000001,1049.82,309.07,0.75,308.32,2210.12345132,695.13831,1.64814132,693.49016868,6730.3,2520,4.2,2515.8,162.3922,120.39999999999999,0.0465,120.3535,340.11999999999995,210,0.21,209.79,678.617316286,476.63189,0.22302054,476.40886946,298,310,41.3
KSrSc2P3O12Eu0.03Tb0.05,19.080000000000002,12,0.03,11.97,229,65,8,57,529.536319998,158.92535,15.999,142.92635,1100,220,60,160,8.76,3.44,0,3.44,21,6,1,5,52.235945740000005,13.618054,4.34066354,9.27739046,245.14,96,1.89,94.11,514.044589494,191.988,4.55892,187.42908,1774.3,720,5.55,714.45,52.34,41.28,0,41.28,96.16,72,0.06,71.94,218.49851829000002,163.416648,0.17011154999999997,163.24653645,298,300,41.3
Na3Bi0.75P2O8Eu0.15Dy0.1,14,8,0.1,7.9,246,83,8,75,593.406931278,208.9804,15.999,192.9814,860,185,60,125,9.68,3.44,0,3.44,21,6,1,5,48.13876770000001,13.618054,5.1390767,8.4789773,205.29999999999998,64,6.6000000000000005,57.4,454.688731836,156.7353,16.25,140.4853,1385.25,540,17.5,522.5,36.236999999999995,27.52,0,27.52,65.25,48,0.2,47.8,152.24363385000004,108.944432,0.593905,108.350527,298,396,41.35
Na3Bi0.65P2O8Eu0.25Dy0.1,14,8,0.1,7.9,246,83,8,75,593.406931278,208.9804,15.999,192.9814,860,185,60,125,9.68,3.44,0,3.44,21,6,1,5,48.13876770000001,13.618054,5.1390767,8.4789773,203.29999999999998,64,6.6000000000000005,57.4,448.98709183600005,135.83726000000001,16.25,119.58726000000001,1387.75,540,17.5,522.5,36.047,27.52,0,27.52,64.95,48,0.2,47.8,152.08212075000003,108.944432,0.593905,108.350527,298,396,41.38
Na3Bi0.6P2O8Eu0.3Tb0.1,14,8,0.1,7.9,245,83,8,75,589.832281278,208.9804,15.999,192.9814,860,185,60,125,8.459999999999999,3.44,0,3.44,21,6,1,5,48.063517700000006,13.618054,5.1390767,8.4789773,202.20000000000002,64,6.5,57.5,445.77880683600006,127.992,15.892535000000002,112.09946500000001,1389,540,17.5,522.5,35.83,27.52,0,27.52,64.8,48,0.2,47.8,151.99383919999997,108.944432,0.58638,108.358052,298,396,41.54
Na3Bi0.7P3O12Eu0.3,19,12,0.3,11.7,180,83,8,75,430.906931278,208.9804,15.999,192.9814,685,185,60,125,8.459999999999999,3.44,0,3.44,19,6,1,5,42.19971770000001,13.618054,5.1390767,8.4789773,251,96,18.9,77.1,545.754073834,191.988,45.5892,146.3988,1727.5,720,55.5,664.5,51.97,41.28,0,41.28,94.1,72,0.6,71.4,217.0949128,163.416648,1.7011154999999998,161.71553250000002,298,396,41.57
Ca5Mg4V6O24,39,24,4,20,63,23,8,15,131.3235,50.9415,15.999,34.942499999999995,525,180,60,120,7.38,3.44,1,2.44,15,6,2,4,34.1236312,13.618054,6.1131552,7.504898800000001,478,192,48,144,987.235,383.976,97.22,286.756,3750,1440,600,840,102.58,82.56,5,77.56,192,144,8,136,428.461134,326.833296,30.565776,296.26752,298,320,41.6
Na3Bi0.86P2O8Eu0.04Dy0.1,13.999999999999998,8,0.04,7.96,246,83,8,75,593.406931278,208.9804,15.999,192.9814,860,185,60,125,9.68,3.44,0,3.44,21,6,1,5,48.13876770000001,13.618054,5.1390767,8.4789773,207.5,71.38,2.52,68.86,460.96053583599996,179.723144,6.07856,173.64458399999998,1382.5,540,7.4,532.6,36.446,27.52,0,27.52,65.58,48,0.08,47.92,152.42129826000001,108.944432,0.2268154,108.7176166,298,396,41.68
