Formula,Atomic Ratio_sum,Atomic Ratio_max,Atomic Ratio_min,Atomic Ratio_diff,Atomic Number_sum,Atomic Number_max,Atomic Number_min,Atomic Number_diff,Atomic Weight_sum,Atomic Weight_max,Atomic Weight_min,Atomic Weight_diff,Atomic Radius_sum,Atomic Radius_max,Atomic Radius_min,Atomic Radius_diff,EN pauling_sum,EN pauling_max,EN pauling_min,EN pauling_diff,Valence Electron_sum,Valence Electron_max,Valence Electron_min,Valence Electron_diff,Ionization Energy_sum,Ionization Energy_max,Ionization Energy_min,Ionization Energy_diff,ARW_Atomic Number_sum,ARW_Atomic Number_max,ARW_Atomic Number_min,ARW_Atomic Number_diff,ARW_Atomic Weight_sum,ARW_Atomic Weight_max,ARW_Atomic Weight_min,ARW_Atomic Weight_diff,ARW_Atomic Radius_sum,ARW_Atomic Radius_max,ARW_Atomic Radius_min,ARW_Atomic Radius_diff,ARW_EN pauling_sum,ARW_EN pauling_max,ARW_EN pauling_min,ARW_EN pauling_diff,ARW_Valence Electron_sum,ARW_Valence Electron_max,ARW_Valence Electron_min,ARW_Valence Electron_diff,ARW_Ionization Energy_sum,ARW_Ionization Energy_max,ARW_Ionization Energy_min,ARW_Ionization Energy_diff,Temperature (K),Excitation source (nm),IQE
Mg2Y8Si6O26Mn0.18,42.18,26,0.18,25.82,98,39,8,31,212.23288399999998,88.90584,15.999,72.90684,640,180,60,120,9.42,3.44,1.22,2.2199999999999998,22,7,2,5,43.06725,13.618054,6.21726,7.400794000000001,632.5,312,4.5,307.5,1354.22956792,711.24672,9.88884792,701.35787208,3985.2,1560,25.2,1534.8,113.499,89.44,0.27899999999999997,89.161,209.26,156,1.26,154.74,469.34817524000005,354.069404,1.33812324,352.73128076,298,409,0.105
LaMgAl11O19Sm0.05Eu0.3,32.349999999999994,19,0.05,18.95,215,63,8,55,508.5150085,151.964,15.999,135.965,900,195,60,135,8.63,3.44,0,3.44,18,6,2,4,44.14105239999999,13.618054,5.5769,8.041154,386,152,3.1,148.9,817.0955935000001,303.981,7.518000000000001,296.46299999999997,2924.75,1375,9.25,1365.75,85.5385,65.36,0,65.36,152.7,114,0.1,113.9,339.79291440000003,258.743026,0.2821855,258.46084049999996,298,403,0.14
LaMgAl11O19Sm0.05Eu0.01,32.059999999999995,19,0.01,18.99,215,63,8,55,508.5150085,151.964,15.999,135.965,900,195,60,135,8.63,3.44,0,3.44,18,6,2,4,44.14105239999999,13.618054,5.5769,8.041154,367.73,152,0.63,151.37,773.0260335,303.981,1.51964,302.46136,2871.1,1375,1.85,1373.15,85.5385,65.36,0,65.36,152.12,114,0.02,113.98,338.14850275000003,258.743026,0.05670385,258.68632214999997,298,403,0.25
Ca4.1P2SiO12Ce0.03Mn0.15,19.28,12,0.03,11.97,140,58,8,50,310.189805998,140.116,15.999,124.11700000000002,775,185,60,125,11.2,3.44,1,2.44,26,7,2,5,51.342196200000004,13.618054,5.5386,8.079454000000002,227.49,96,1.74,94.26,458.784510596,191.988,4.20348,187.78452,1794.55,737.9999999999999,5.55,732.4499999999999,51.926100000000005,41.28,0.033600000000000005,41.2464,95.31,72,0.06,71.94,218.88690001999998,163.416648,0.16615799999999997,163.25049,298,307,0.287
LaMgAl11O19Sm0.05Eu0.05,32.099999999999994,19,0.05,18.95,215,63,8,55,508.5150085,151.964,15.999,135.965,900,195,60,135,8.63,3.44,0,3.44,18,6,2,4,44.14105239999999,13.618054,5.5769,8.041154,370.25,152,3.1,148.9,779.1045935000001,303.981,7.518000000000001,296.46299999999997,2878.5,1375,9.25,1365.75,85.5385,65.36,0,65.36,152.2,114,0.1,113.9,338.37531815,258.743026,0.2821855,258.46084049999996,298,403,0.29
LaMgAl11O19Sm0.05Eu0.03,32.08,19,0.03,18.97,215,63,8,55,508.5150085,151.964,15.999,135.965,900,195,60,135,8.63,3.44,0,3.44,18,6,2,4,44.14105239999999,13.618054,5.5769,8.041154,368.99,152,1.89,150.11,776.0653135,303.981,4.55892,299.42208,2874.8,1375,5.55,1369.45,85.5385,65.36,0,65.36,152.16,114,0.06,113.94,338.26191045,258.743026,0.17011154999999997,258.57291445,298,403,0.3
LaMgAl11O19Sm0.05Eu0.1,32.15,19,0.05,18.95,215,63,8,55,508.5150085,151.964,15.999,135.965,900,195,60,135,8.63,3.44,0,3.44,18,6,2,4,44.14105239999999,13.618054,5.5769,8.041154,373.40000000000003,152,3.1,148.9,786.7027935000001,303.981,7.518000000000001,296.46299999999997,2887.75,1375,9.25,1365.75,85.5385,65.36,0,65.36,152.29999999999998,114,0.1,113.9,338.65883740000004,258.743026,0.2821855,258.46084049999996,298,403,0.3
BaMgSi4O10Mn0.08,16.08,10,0.08,9.92,115,56,8,48,260.654044,137.327,15.999,121.328,675,215,60,155,9.09,3.44,0.89,2.55,21,7,2,5,42.061654000000004,13.618054,5.211664,8.406390000000002,206,80,2,78,438.35704352,159.99,4.39504352,155.59495648,1416.2,600,11.200000000000001,588.8,44.324000000000005,34.4,0.12400000000000001,34.275999999999996,80.56,60,0.56,59.44,182.23989244,136.18054,0.59472144,135.58581856,298,440,0.3
Ca4.35P2SiO12Ce0.03Mn0.1,19.480000000000004,12,0.03,11.97,140,58,8,50,310.189805998,140.116,15.999,124.11700000000002,775,185,60,125,11.2,3.44,1,2.44,26,7,2,5,51.342196200000004,13.618054,5.5386,8.079454000000002,231.24,96,1.74,94.26,466.057108396,191.988,4.20348,187.78452,1832.55,782.9999999999999,5.55,777.4499999999999,52.098600000000005,41.28,0.033600000000000005,41.2464,95.46000000000001,72,0.06,71.94,220.04348792,163.416648,0.16615799999999997,163.25049,298,307,0.318
LaMgAl11O19Eu0.1,32.1,19,0.1,18.9,153,63,8,55,358.1550085,151.964,15.999,135.965,715,195,60,135,7.460000000000001,3.44,0,3.44,16,6,2,4,38.497342399999994,13.618054,5.5769,8.041154,370.3,152,6.300000000000001,145.7,779.1847935000001,303.981,15.1964,288.7846,2878.5,1375,18.5,1356.5,85.48,65.36,0,65.36,152.2,114,0.2,113.8,338.3766519,258.743026,0.5670385,258.17598749999996,298,464,0.33
K0.45Na0.45NbO3Eu0.05Bi0.05,5,3,0.05,2.95,225,83,8,75,531.93783928,208.9804,15.999,192.9814,950,220,60,160,8.69,3.44,0,3.44,20,6,1,5,42.812545240000006,13.618054,4.34066354,9.27739046,85.80000000000001,41,3.1500000000000004,37.85,186.89022117599998,92.90637,7.5982,85.30816999999999,522.25,180,8,172,12.8025,10.32,0,10.32,24.25,18,0.1,17.9,52.526690158,40.854162,0.28351925,40.570642750000005,298,465,0.34
LaMgAl11O19Sm0.05,32.05,19,0.05,18.95,152,62,8,54,356.5510085,150.36,15.999,134.36100000000002,715,195,60,135,8.63,3.44,1.1,2.34,16,6,2,4,38.470667399999996,13.618054,5.5769,8.041154,367.1,152,3.1,148.9,771.5063935000001,303.981,7.518000000000001,296.46299999999997,2869.25,1375,9.25,1365.75,85.5385,65.36,0.058499999999999996,65.3015,152.1,114,0.1,113.9,338.0917989,258.743026,0.2821855,258.46084049999996,298,403,0.34
Ca4.5P2SiO12Ce0.03Mn0.07,19.6,12,0.03,11.97,140,58,8,50,310.189805998,140.116,15.999,124.11700000000002,775,185,60,125,11.2,3.44,1,2.44,26,7,2,5,51.342196200000004,13.618054,5.5386,8.079454000000002,233.49,96,1.74,94.26,470.42066707600003,191.988,3.84566308,188.14233692,1855.35,810,5.55,804.45,52.2021,41.28,0.033600000000000005,41.2464,95.55,72,0.06,71.94,220.73744066,163.416648,0.16615799999999997,163.25049,298,307,0.345
Ca4.6P2SiO12Ce0.03Mn0.05,19.680000000000003,12,0.03,11.97,140,58,8,50,310.189805998,140.116,15.999,124.11700000000002,775,185,60,125,11.2,3.44,1,2.44,26,7,2,5,51.342196200000004,13.618054,5.5386,8.079454000000002,234.99,96,1.25,94.75,473.329706196,191.988,2.7469022,189.2410978,1870.55,827.9999999999999,5.55,822.4499999999999,52.271100000000004,41.28,0.033600000000000005,41.2464,95.61,72,0.06,71.94,221.20007582,163.416648,0.16615799999999997,163.25049,298,307,0.371
Ca4.7P2SiO12Ce0.03Mn0.03,19.76,12,0.03,11.97,140,58,8,50,310.189805998,140.116,15.999,124.11700000000002,775,185,60,125,11.2,3.44,1,2.44,26,7,2,5,51.342196200000004,13.618054,5.5386,8.079454000000002,236.49,96,0.75,95.25,476.238745316,191.988,1.64814132,190.33985868,1885.75,846,4.2,841.8,52.34010000000001,41.28,0.033600000000000005,41.2464,95.67,72,0.06,71.94,221.66271097999999,163.416648,0.16615799999999997,163.25049,298,307,0.379
Ca4.35P2SiO12Ce0.03Tb0.1,19.480000000000004,12,0.03,11.97,180,65,8,57,414.177111998,158.92535,15.999,142.92635,810,185,60,125,9.649999999999999,3.44,0,3.44,21,6,2,4,49.7719782,13.618054,5.5386,8.079454000000002,235.24,96,1.74,94.26,476.455838996,191.988,4.20348,187.78452,1836.05,782.9999999999999,5.55,777.4499999999999,51.9436,41.28,0,41.28,94.96000000000001,72,0.06,71.94,219.88646612,163.416648,0.16615799999999997,163.25049,298,307,0.403
LaMgAl11O19Sm0.05Eu0.15,32.199999999999996,19,0.05,18.95,215,63,8,55,508.5150085,151.964,15.999,135.965,900,195,60,135,8.63,3.44,0,3.44,18,6,2,4,44.14105239999999,13.618054,5.5769,8.041154,376.55,152,3.1,148.9,794.3009935,303.981,7.518000000000001,296.46299999999997,2897,1375,9.25,1365.75,85.5385,65.36,0,65.36,152.4,114,0.1,113.9,338.94235665,258.743026,0.2821855,258.46084049999996,298,403,0.41
Ca4.8P2SiO12Ce0.03Mn0.01,19.840000000000003,12,0.01,11.99,140,58,8,50,310.189805998,140.116,15.999,124.11700000000002,775,185,60,125,11.2,3.44,1,2.44,26,7,2,5,51.342196200000004,13.618054,5.5386,8.079454000000002,237.99,96,0.25,95.75,479.147784436,192.3744,0.54938044,191.82501956000002,1900.95,864,1.4000000000000001,862.6,52.4091,41.28,0.015500000000000002,41.2645,95.72999999999999,72,0.06,71.94,222.12534614,163.416648,0.07434018,163.34230782,298,307,0.426
Ca4.5P2SiO12Ce0.03Tb0.07,19.6,12,0.03,11.97,180,65,8,57,414.177111998,158.92535,15.999,142.92635,810,185,60,125,9.649999999999999,3.44,0,3.44,21,6,2,4,49.7719782,13.618054,5.5386,8.079454000000002,236.29000000000002,96,1.74,94.26,477.699778496,191.988,4.20348,187.78452,1857.8,810,5.55,804.45,52.0936,41.28,0,41.28,95.2,72,0.06,71.94,220.62752540000002,163.416648,0.16615799999999997,163.25049,298,307,0.468
LaMgAl11O19Sm0.05Eu0.2,32.25,19,0.05,18.95,215,63,8,55,508.5150085,151.964,15.999,135.965,900,195,60,135,8.63,3.44,0,3.44,18,6,2,4,44.14105239999999,13.618054,5.5769,8.041154,379.70000000000005,152,3.1,148.9,801.8991935,303.981,7.518000000000001,296.46299999999997,2906.25,1375,9.25,1365.75,85.5385,65.36,0,65.36,152.5,114,0.1,113.9,339.2258759,258.743026,0.2821855,258.46084049999996,298,403,0.48
Ca4.8P2SiO12Ce0.03Tb0.01,19.840000000000003,12,0.01,11.99,180,65,8,57,414.177111998,158.92535,15.999,142.92635,810,185,60,125,9.649999999999999,3.44,0,3.44,21,6,2,4,49.7719782,13.618054,5.5386,8.079454000000002,238.39000000000001,96,0.65,95.35,480.187657496,192.3744,1.5892535,190.7851465,1901.3,864,1.75,862.25,52.3936,41.28,0,41.28,95.67999999999999,72,0.02,71.98,222.10964396,163.416648,0.058638,163.35801,298,307,0.494
Ca4.85P2SiO12Ce0.03,19.880000000000003,12,0.03,11.97,115,58,8,50,255.251761998,140.116,15.999,124.11700000000002,635,185,60,125,9.649999999999999,3.44,1,2.44,19,6,2,4,43.9081782,13.618054,5.5386,8.079454000000002,238.74,97,1.74,95.26,480.602303996,194.3783,4.20348,190.17481999999998,1908.55,872.9999999999999,5.55,867.4499999999999,52.4436,41.28,0.033600000000000005,41.2464,95.76,72,0.06,71.94,222.35666372,163.416648,0.16615799999999997,163.25049,298,307,0.498
Ba3V2O8,13,8,2,6,87,56,8,48,204.26749999999998,137.327,15.999,121.328,410,215,60,155,5.96,3.44,0.89,2.55,13,6,2,4,25.575905,13.618054,5.211664,8.406390000000002,278,168,46,122,641.856,411.981,101.883,310.098,1395,645,270,375,33.45,27.52,2.67,24.85,64,48,6,42,138.071798,108.944432,13.492374,95.45205800000001,298,350,0.5
Ca4.7P2SiO12Ce0.03Tb0.03,19.76,12,0.03,11.97,180,65,8,57,414.177111998,158.92535,15.999,142.92635,810,185,60,125,9.649999999999999,3.44,0,3.44,21,6,2,4,49.7719782,13.618054,5.5386,8.079454000000002,237.69,96,1.74,94.26,479.35836449600004,191.988,4.20348,187.78452,1886.8,846,5.25,840.75,52.293600000000005,41.28,0,41.28,95.52000000000001,72,0.06,71.94,221.61560444,163.416648,0.16615799999999997,163.25049,298,307,0.549
Ca4.6P2SiO12Ce0.03Tb0.05,19.680000000000003,12,0.03,11.97,180,65,8,57,414.177111998,158.92535,15.999,142.92635,810,185,60,125,9.649999999999999,3.44,0,3.44,21,6,2,4,49.7719782,13.618054,5.5386,8.079454000000002,236.99,96,1.74,94.26,478.529071496,191.988,4.20348,187.78452,1872.3,827.9999999999999,5.55,822.4499999999999,52.1936,41.28,0,41.28,95.36,72,0.06,71.94,221.12156492,163.416648,0.16615799999999997,163.25049,298,307,0.56
Ca3V2O8,13,8,2,6,51,23,8,15,107.01849999999999,50.9415,15.999,34.942499999999995,375,180,60,120,6.07,3.44,1,2.44,13,6,2,4,26.4773962,13.618054,6.1131552,7.504898800000001,170,64,46,18,350.10900000000004,127.992,101.883,26.10900000000001,1290,540,270,270,33.78,27.52,3,24.52,64,48,6,42,140.7762716,108.944432,13.492374,95.45205800000001,298,350,0.7
Sr4.95V3O12ClEu0.05,21,12,0.05,11.95,149,63,8,55,341.9745,151.964,15.999,135.965,680,200,60,140,9.18,3.44,0,3.44,22,7,2,5,44.69712319999999,13.618054,5.670385,7.947669000000001,373.25,188.1,3.1500000000000004,184.95,821.5797000000001,433.71900000000005,7.5982,426.12080000000003,2224.25,990,9.25,980.75,54.0325,41.28,0,41.28,104,72,0.1,71.9,225.09595089,163.416648,0.28351925,163.13312875,298,365,0.7
Bi4Si3O12Eu0.02,19.02,12,0.02,11.98,168,83,8,75,405.02840000000003,208.9804,15.999,192.9814,515,185,60,125,7.24,3.44,0,3.44,17,6,2,4,34.725638000000004,13.618054,5.670385,7.947669000000001,471.26,332,1.26,330.74,1115.20388,835.9216,3.03928,832.88232,1693.7,720,3.7,716.3,54.58,41.28,0,41.28,104.04,72,0.04,71.96,217.12716870000003,163.416648,0.1134077,163.3032403,298,273,1.6
Ca0.985TiO3Eu0.01,4.994999999999999,3,0.01,2.99,113,63,8,55,255.908,151.964,15.999,135.965,565,185,60,125,5.98,3.44,0,3.44,14,6,2,4,32.229714200000004,13.618054,5.670385,7.947669000000001,66.33,24,0.63,23.37,136.86047,47.997,1.51964,46.47736,499.15000000000003,180,1.85,178.15,12.845,10.32,0,10.32,23.99,18,0.02,17.98,53.760443722,40.854162,0.05670385,40.797458150000004,298,397,1.9
Ca0.98TiO3Eu0.01Li0.01,5,3,0.01,2.99,116,63,3,60,262.848,151.964,6.94,145.024,710,185,60,125,6.960000000000001,3.44,0,3.44,15,6,1,5,37.62142896100001,13.618054,5.391714761,8.226339239000001,66.25999999999999,24,0.03,23.97,136.72948000000002,47.997,0.0694,47.9276,499.7,180,1.45,178.55,12.8498,10.32,0,10.32,23.990000000000002,18,0.01,17.99,53.78379509361,40.854162,0.05391714761,40.80024485239,298,397,2
Ba3Gd0.55KP3O12FTb0.05Eu0.4,21,12,0.05,11.95,299,65,8,57,710.5358151610001,158.92535,15.999,142.92635,1185,220,50,170,12.52,3.98,0,3.98,27,7,1,6,68.76386854,17.42282,4.34066354,13.08215646,400.65,168,3.25,164.75,910.206356657,411.981,7.946267500000001,404.0347325,2116.75,720,8.75,711.25,55.98,41.28,0,41.28,102.99999999999999,72,0.1,71.9,238.21891334000003,163.416648,0.29319,163.123458,298,276,2.17
Sr4.9V3O12ClEu0.05Na0.05,21,12,0.05,11.95,160,63,8,55,364.96426928,151.964,15.999,135.965,860,200,60,140,10.11,3.44,0,3.44,23,7,1,6,49.8361999,13.618054,5.1390767,8.4789773,371.90000000000003,186.20000000000002,0.55,185.65,818.3481884640003,429.3380000000001,1.149488464,428.1885115360001,2223.25,980.0000000000001,9,971.0000000000001,54.0315,41.28,0,41.28,103.94999999999999,72,0.05,71.95,225.068161365,163.416648,0.256953835,163.15969416500002,298,365,2.5
Sr5V3O12Cl,21,12,1,11,86,38,8,30,190.01049999999998,87.62,15.999,71.62100000000001,495,200,60,140,9.18,3.44,0.95,2.49,20,7,2,5,39.0267382,13.618054,5.6948672,7.923186800000001,372,190,17,173,818.3625000000002,438.1,35.45,402.65000000000003,2225,1000,100,900,54.08,41.28,3.16,38.120000000000005,104,72,7,65,225.097175,163.416648,12.96763,150.44901800000002,298,365,2.7
Sr1.95VO4ClEu0.05,8,4,0.05,3.95,149,63,8,55,341.9745,151.964,15.999,135.965,680,200,60,140,9.18,3.44,0,3.44,22,7,2,5,44.69712319999999,13.618054,5.670385,7.947669000000001,149.25,74.1,3.1500000000000004,70.94999999999999,328.8447,170.859,7.5982,163.26080000000002,874.25,390,9.25,380.75,20.4025,13.76,0,13.76,40,24,0.1,23.9,85.57454329000001,54.472216,0.28351925,54.188696750000005,298,276,2.9
Ca20Li8Al39N55Eu0.005,122.005,55,0.005,54.995,106,63,3,60,239.9705385,151.964,6.94,145.024,700,185,65,120,6.63,3.04,0,3.04,13,5,1,4,37.695153360999996,14.53413,5.391714761,9.142415238999998,1316.315,507,0.315,506.685,2680.5048215000006,1052.2800015,0.75982,1051.5201815,13210.925,4875,0.925,4874.075,257.83,167.2,0,167.2,440.01,275,0.01,274.99,1198.2472916129998,799.3771499999999,0.028351925,799.3487980749999,298,450,3
Ba3Gd0.65KP3O12FTb0.05Eu0.3,21,12,0.05,11.95,299,65,8,57,710.5358151610001,158.92535,15.999,142.92635,1185,220,50,170,12.52,3.98,0,3.98,27,7,1,6,68.76386854,17.42282,4.34066354,13.08215646,400.75,168,3.25,164.75,910.7349566569999,411.981,7.946267500000001,404.0347325,2116.25,720,8.75,711.25,56.1,41.28,0,41.28,102.99999999999999,72,0.1,71.9,238.26685444000003,163.416648,0.29319,163.123458,298,276,3.29
Sr3V2O8,13,8,2,6,69,38,8,30,154.5605,87.62,15.999,71.62100000000001,395,200,60,140,6.02,3.44,0.95,2.49,13,6,2,4,26.0591082,13.618054,5.6948672,7.923186800000001,224,114,46,68,492.735,262.86,101.883,160.97700000000003,1350,600,270,330,33.629999999999995,27.52,2.8499999999999996,24.67,64,48,6,42,139.5214076,108.944432,13.492374,95.45205800000001,298,350,3.7
KVO3,5,3,1,2,50,23,8,15,106.0388,50.9415,15.999,34.942499999999995,415,220,60,160,5.89,3.44,0.82,2.62,12,6,1,5,24.70490454,13.618054,4.34066354,9.27739046,66,24,19,5,138.0368,50.9415,39.0983,11.843199999999996,535,220,135,85,12.77,10.32,0.82,9.5,24,18,1,17,51.94101254,40.854162,4.34066354,36.51349846,298,347,4
KVO3,5,3,1,2,50,23,8,15,106.0388,50.9415,15.999,34.942499999999995,415,220,60,160,5.89,3.44,0.82,2.62,12,6,1,5,24.70490454,13.618054,4.34066354,9.27739046,66,24,19,5,138.0368,50.9415,39.0983,11.843199999999996,535,220,135,85,12.77,10.32,0.82,9.5,24,18,1,17,51.94101254,40.854162,4.34066354,36.51349846,298,350,4
Ca20Li8Al39N55Eu0.005,122.005,55,0.005,54.995,106,63,3,60,239.9705385,151.964,6.94,145.024,700,185,65,120,6.63,3.04,0,3.04,13,5,1,4,37.695153360999996,14.53413,5.391714761,9.142415238999998,1316.315,507,0.315,506.685,2680.5048215000006,1052.2800015,0.75982,1051.5201815,13210.925,4875,0.925,4874.075,257.83,167.2,0,167.2,440.01,275,0.01,274.99,1198.2472916129998,799.3771499999999,0.028351925,799.3487980749999,298,390,4
Y1.95O2SEu0.05,5,2,0.05,1.95,126,63,8,55,288.92884,151.964,15.999,135.965,525,185,60,125,7.24,3.44,0,3.44,17,6,2,4,35.865708999999995,13.618054,5.670385,7.947669000000001,111.2,76.05,3.1500000000000004,72.89999999999999,245.02258799999998,173.366388,7.5982,165.768188,580.25,351,9.25,341.75,11.839,6.88,0,6.88,23.950000000000003,12,0.1,11.9,50.00329425,27.236108,0.28351925,26.95258875,298,395,4.2
Cs2SiF6Mn0.1075,9.1075,6,0.1075,5.8925,103,55,9,46,234.926899123,132.90545196,18.998403163,113.90704879699999,560,260,50,210,8.22,3.98,0.79,3.19,19,7,1,6,36.902426548,17.42282,3.893905548,13.528914452000002,180.6875,110,2.6875,107.3125,413.79216262799997,265.81090392,5.905839729999999,259.90506418999996,945.05,520,15.049999999999999,504.95,27.526625,23.88,0.166625,23.713375,48.7525,42,0.7525,41.2475,121.27557103100001,104.53692000000001,0.799156935,103.73776306500001,573,460,4.23
Ba3Gd0.75KP3O12FTb0.05Eu0.2,21,12,0.05,11.95,299,65,8,57,710.5358151610001,158.92535,15.999,142.92635,1185,220,50,170,12.52,3.98,0,3.98,27,7,1,6,68.76386854,17.42282,4.34066354,13.08215646,400.85,168,3.25,164.75,911.263556657,411.981,7.946267500000001,404.0347325,2115.75,720,8.75,711.25,56.22,41.28,0,41.28,103,72,0.1,71.9,238.31479554,163.416648,0.29319,163.123458,298,276,4.32
Ca1.64Gd8Si6O26Mn0.18,41.82,26,0.18,25.82,131,64,8,56,296.350044,157.25,15.999,141.251,670,180,60,120,9.09,3.44,1,2.44,21,7,2,5,41.466706200000004,13.618054,6.1131552,7.504898800000001,841.3,512,4.5,507.5,1918.10076792,1258,9.88884792,1248.11115208,3980.3999999999996,1560,25.2,1534.8,112.359,89.44,0.27899999999999997,89.161,200.54,156,1.26,154.74,463.54156776800005,354.069404,1.33812324,352.73128076,298,313,4.9
Ba3Gd0.85KP3O12FTb0.05Eu0.1,21.000000000000004,12,0.05,11.95,299,65,8,57,710.5358151610001,158.92535,15.999,142.92635,1185,220,50,170,12.52,3.98,0,3.98,27,7,1,6,68.76386854,17.42282,4.34066354,13.08215646,400.95,168,3.25,164.75,911.792156657,411.981,7.946267500000001,404.0347325,2115.25,720,8.75,711.25,56.339999999999996,41.28,0,41.28,103,72,0.1,71.9,238.36273664000004,163.416648,0.29319,163.123458,298,276,5.18
Ca10.945Si4O22B2Eu0.005,38.95,22,0.005,21.995,110,63,5,58,246.936,151.964,10.81,141.154,620,185,60,125,8.379999999999999,3.44,0,3.44,17,6,2,4,41.85129619999999,13.618054,5.670385,7.947669000000001,461.215,218.9,0.315,218.585,925.35153,438.65371000000005,0.75982,437.89389000000006,3901.0250000000005,1970.1000000000001,0.925,1969.1750000000002,98.30499999999999,75.67999999999999,0,75.67999999999999,175.89999999999998,132,0.01,131.99,415.736793589,299.597188,0.028351925,299.56883607500004,298,365,5.3
Ca1.99Gd7.6Si6O26Ce0.05Mn0.005,41.645,26,0.005,25.995,189,64,8,56,436.466044,157.25,15.999,141.251,855,185,60,125,10.21,3.44,1,2.44,23,7,2,5,47.00530620000001,13.618054,5.5386,8.079454000000002,821.2249999999999,486.4,0.125,486.275,1866.6197102199997,1195.1,0.27469022,1194.82530978,3956.1499999999996,1560,0.7000000000000001,1559.3,112.01374999999999,89.44,0.007750000000000001,89.43225,199.315,156,0.035,155.965,462.19723053800004,354.069404,0.03717009,354.03223391,298,313,5.4
Sr2VO4Cl,8,4,1,3,86,38,8,30,190.01049999999998,87.62,15.999,71.62100000000001,495,200,60,140,9.18,3.44,0.95,2.49,20,7,2,5,39.0267382,13.618054,5.6948672,7.923186800000001,148,76,17,59,325.6275,175.24,35.45,139.79000000000002,875,400,100,300,20.45,13.76,1.63,12.129999999999999,40,24,4,20,85.5757674,54.472216,6.746187,47.726029000000004,298,276,5.5
Ca1.99Gd7.6Si6O26Ce0.05Mn0.005,41.645,26,0.005,25.995,189,64,8,56,436.466044,157.25,15.999,141.251,855,185,60,125,10.21,3.44,1,2.44,23,7,2,5,47.00530620000001,13.618054,5.5386,8.079454000000002,821.2249999999999,486.4,0.125,486.275,1866.6197102199997,1195.1,0.27469022,1194.82530978,3956.1499999999996,1560,0.7000000000000001,1559.3,112.01374999999999,89.44,0.007750000000000001,89.43225,199.315,156,0.035,155.965,462.19723053800004,354.069404,0.03717009,354.03223391,298,330,5.8
Ca1.98Gd7.6Si6O26Ce0.05Mn0.01,41.63999999999999,26,0.01,25.99,189,64,8,56,436.466044,157.25,15.999,141.251,855,185,60,125,10.21,3.44,1,2.44,23,7,2,5,47.00530620000001,13.618054,5.5386,8.079454000000002,821.15,486.4,0.25,486.15,1866.4936204399999,1195.1,0.54938044,1194.5506195599999,3955.05,1560,1.4000000000000001,1558.6,112.0115,89.44,0.015500000000000002,89.4245,199.32999999999998,156,0.07,155.93,462.173269076,354.069404,0.07434018,353.99506382000004,298,313,5.9
Ca1.96Gd7.6Si6O26Ce0.05Mn0.02,41.63,26,0.02,25.98,189,64,8,56,436.466044,157.25,15.999,141.251,855,185,60,125,10.21,3.44,1,2.44,23,7,2,5,47.00530620000001,13.618054,5.5386,8.079454000000002,821,486.4,0.5,485.9,1866.2414408799998,1195.1,1.09876088,1194.0012391199998,3952.8500000000004,1560,2.8000000000000003,1557.2,112.00699999999999,89.44,0.031000000000000003,89.40899999999999,199.35999999999999,156,0.1,155.9,462.125346152,354.069404,0.14868036,353.92072364,298,313,5.9
Mg3V2O8,13,8,2,6,43,23,8,15,91.24549999999999,50.9415,15.999,34.942499999999995,345,150,60,90,6.38,3.44,1.31,2.13,13,6,2,4,28.010476,13.618054,6.746187,6.871867000000001,146,64,36,28,302.79,127.992,72.91499999999999,55.07700000000001,1200,480,270,210,34.71,27.52,3.26,24.259999999999998,64,48,6,42,145.37551100000002,108.944432,13.492374,95.45205800000001,298,350,6
Ca1.99Gd7.6Si6O26Ce0.05Mn0.005,41.645,26,0.005,25.995,189,64,8,56,436.466044,157.25,15.999,141.251,855,185,60,125,10.21,3.44,1,2.44,23,7,2,5,47.00530620000001,13.618054,5.5386,8.079454000000002,821.2249999999999,486.4,0.125,486.275,1866.6197102199997,1195.1,0.27469022,1194.82530978,3956.1499999999996,1560,0.7000000000000001,1559.3,112.01374999999999,89.44,0.007750000000000001,89.43225,199.315,156,0.035,155.965,462.19723053800004,354.069404,0.03717009,354.03223391,298,352,6
Ba2Y3Si3O12FEu0.04,21.04,12,0.04,11.96,189,63,8,55,441.279243163,151.964,15.999,135.965,800,215,50,165,11.43,3.98,0,3.98,24,7,2,5,56.291866,17.42282,5.211664,12.211156000000003,378.52,117,2.52,114.48,842.6914831629999,274.654,6.07856,268.57544,2077.4,720,7.4,712.6,56.4,41.28,0,41.28,104.08,72,0.08,71.92,234.5964404,163.416648,0.2268154,163.18983260000002,298,350,6
NaBa0.95BO3Dy0.05,6,3,0.05,2.95,146,66,5,61,349.62576928,162.5,10.81,151.69,715,215,60,155,8.520000000000001,3.44,0.89,2.55,14,6,1,5,38.2058637,13.618054,5.1390767,8.4789773,96.49999999999999,53.199999999999996,3.3000000000000003,49.9,220.38241927999997,130.46065,8.125,122.33564999999999,658,204.25,8.75,195.5,14.1965,10.32,0.061,10.259,24,18,0.1,17.9,59.539291000000006,40.854162,0.2969525,40.5572095,298,348,6
